CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,20.04810140785972,31.413972923019532,-0.018,21.0,0.246,-0.6536074979927636
2.0,2.0,21.72982340365973,35.93653701070096,-0.001,10.0,0.631,-0.6334612029514846
3.0,2.0,28.687721949793588,40.782870005912436,0.133,4.0,1.061,-1.0201912658414614
4.0,2.0,27.807492461764813,40.09241985878756,-0.053,5.0,0.89,-0.5893837936250594
5.0,2.0,27.664151163955747,37.2861288860254,0.244,5.0,0.773,-1.360890321050292
6.0,2.0,25.59125070367295,30.36261688865871,-0.042,3.0,0.802,-0.7550745053185776
7.0,2.0,25.37620959560669,33.49539069182075,-0.25,3.0,0.953,-0.9210320898814226
8.0,2.0,27.389886618069013,37.16239050065481,-0.04,11.0,0.332,-0.5730980569890598
9.0,2.0,19.643744361735948,25.5682595239265,0.096,5.0,0.686,-1.140175841745171
10.0,2.0,20.43235068063954,34.35760602711005,0.246,8.0,0.76,-1.370691074734956
11.0,2.0,23.297273630019717,36.931914660866205,-0.136,7.0,0.831,-1.2122060385527396
12.0,2.0,20.44485753099016,30.763785435729663,0.219,6.0,0.772,-1.0747881312918965
13.0,2.0,26.635268893352155,37.595090002841616,-0.155,7.0,0.639,-1.3303820967506752
14.0,2.0,24.2604185870008,38.1884155941299,0.068,6.0,0.918,-1.2555313363275582
15.0,1.0,26.094173263716097,28.156005534838737,-0.059,5.0,0.191,-0.8365849206988238
16.0,1.0,25.993209040925542,31.312929912361344,-0.152,7.0,0.47,-0.7207969592994485
17.0,2.0,19.39422740352463,32.01943859517013,0.022,9.0,0.635,-1.3147459304680962
18.0,2.0,20.34907425988262,26.525958499940906,0.056,5.0,0.672,-0.6096789177463697
19.0,2.0,22.974404497049623,33.5933387748709,-0.005,5.0,0.857,-1.0559609483560226
20.0,2.0,24.11027763532172,25.69962924050076,-0.125,2.0,0.318,-0.415871670143804
21.0,2.0,29.72697270286801,38.273772678802274,-0.534,3.0,1.018,-1.4024473856860291
22,2,27.55832617650298,,,1,NaN,-0.9128834942665266
23.0,2.0,28.51309002788756,41.67371428896041,-0.595,5.0,0.953,-1.4330652706762224
24.0,2.0,27.03170370787393,43.397594638008606,-0.123,6.0,0.991,-1.1060660095536168
25.0,2.0,26.930625145893718,35.58671975408713,-0.091,4.0,0.753,-0.1600419000123379
