CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0.0,1.0,19.866910934448242,19.866910934448242,0.004,11.0,0.294,2.0988708442106963
1.0,2.0,18.34120750427246,18.34120750427246,0.002,11.0,0.179,1.8925468662621197
2.0,3.0,21.0786075592041,21.0786075592041,-0.007,10.0,0.371,0.5880025328719031
3,3,22.807889938354492,22.807889938354492,0.0,1,NaN,0.4636475906407117
4,4,38.94799041748047,38.94799041748047,0.0,1,NaN,2.086345331813781
5,5,30.870637893676758,30.870637893676758,0.0,1,NaN,2.007423518305178
6,6,25.61444854736328,25.61444854736328,0.0,1,NaN,0.32175053946722293
7,7,43.40990447998047,43.40990447998047,0.0,1,NaN,2.093199742537913
8,8,34.435447692871094,34.435447692871094,0.0,1,NaN,2.034443917435608
9,9,29.148963928222656,29.148963928222656,0.0,1,NaN,0.08314123439356214
10,10,38.013153076171875,38.013153076171875,0.0,1,NaN,2.034443917435608
11,11,45.59305953979492,45.59305953979492,0.0,1,NaN,2.057695544149413
12,12,32.46687316894531,32.46687316894531,0.0,1,NaN,3.030935513977856
13,13,41.14365005493164,41.14365005493164,0.0,1,NaN,2.034443917435608
14.0,14.0,49.648677825927734,49.648677825927734,-0.038,6.0,-0.337,2.054243321717857
15.0,15.0,37.94733428955078,37.94733428955078,0.01,6.0,0.01,2.819842180701597
16.0,16.0,28.225692749023438,28.225692749023438,-0.013,7.0,0.703,1.9513027246539383
17.0,17.0,30.29680633544922,30.29680633544922,0.015,5.0,0.417,1.961403362299309
18.0,18.0,24.748737335205078,24.748737335205078,0.123,6.0,0.897,2.356194490192345
19.0,19.0,24.149534225463867,24.149534225463867,0.018,6.0,0.741,2.677945096238595
20.0,17.0,22.527130126953125,22.527130126953125,-0.148,7.0,0.817,1.8490959782731475
21.0,14.0,23.768489837646484,23.768489837646484,-0.087,10.0,0.186,1.8157750060567805
22.0,15.0,24.033309936523438,24.033309936523438,-0.103,6.0,0.919,0.32175053946722293
23.0,19.0,21.600000381469727,21.600000381469727,0.048,4.0,0.472,2.49809150807632
24.0,18.0,28.59208869934082,28.59208869934082,0.146,5.0,1.008,2.48054946571305
25.0,16.0,25.079532623291016,25.079532623291016,0.046,7.0,0.645,1.9756881256228167
26.0,19.0,21.000001907348633,21.000001907348633,0.103,5.0,0.517,2.49809150807632
27.0,20.0,23.0,23.0,-0.174,6.0,-0.074,1.5707963267948966
28.0,18.0,22.62741470336914,22.62741470336914,0.081,5.0,0.805,2.356194490192345
29.0,19.0,19.0,19.0,-0.021,4.0,0.405,1.5707963267948966
30.0,18.0,31.806419372558594,31.806419372558594,0.102,5.0,0.087,2.4149503485841635
31.0,15.0,26.805137634277344,26.805137634277344,-0.003,5.0,0.728,0.4182243489036704
32.0,17.0,27.195589065551758,27.195589065551758,0.052,4.0,0.787,1.8925468662621197
33.0,17.0,22.135942459106445,22.135942459106445,-0.066,3.0,0.483,1.8925468995516332
34.0,16.0,24.544363021850586,24.544363021850586,0.171,2.0,0.589,2.2367655637399593
35,21,1.0,1.0,0.0,1,NaN,3.141592653589793
37,19,17.8885440826416,17.8885440826416,0.0,1,NaN,1.1071487694436986
38,19,17.0,17.0,0.0,1,NaN,1.5707963267948966
39,19,21.21320343017578,21.21320343017578,0.0,1,NaN,2.356194490192345
40,14,18.973661422729492,18.973661422729492,0.0,1,NaN,1.8925468662621197
41,15,20.647518157958984,20.647518157958984,0.0,1,NaN,1.7126933946131422
42,15,49.04024124145508,49.04024124145508,0.0,1,NaN,2.78282197786257
43,22,21.466251373291016,21.466251373291016,0.0,1,NaN,2.034443917435608
44.0,3.0,24.748737335205078,20.523906707763672,-0.086,21.0,0.216,0.5880025328719031
45.0,14.0,25.0,31.574697494506836,-0.077,11.0,0.703,1.7681918907414147
46.0,15.0,25.51620864868164,24.59674835205078,0.099,10.0,1.005,2.677945096238595
47,15,55.20132827758789,27.129423141479492,0.0,1,NaN,2.843093707546861
48.0,16.0,30.346567153930664,30.45403480529785,-0.029,9.0,0.691,1.9513027246539383
49.0,17.0,21.91065788269043,33.576255798339844,0.008,8.0,0.614,1.9195672986820635
50.0,17.0,21.954145431518555,36.75092697143555,0.155,3.0,0.417,1.929566935943093
51.0,18.0,24.993698120117188,28.304018020629883,-0.012,5.0,0.807,2.2730533307001886
52.0,18.0,23.45905876159668,31.825271606445312,0.066,5.0,0.639,2.321725395940531
53.0,19.0,25.455841064453125,25.055015563964844,0.003,5.0,0.681,2.6224464835970247
54.0,19.0,23.426668167114258,26.923946380615234,-0.136,4.0,0.229,2.582993349944155
55,19,33.99551773071289,30.23203468322754,0.0,1,NaN,2.5393053241048684
56.0,17.0,27.472108840942383,25.282102584838867,-0.169,4.0,0.84,1.8568477910608525
57,14,19.091880798339844,26.467302322387695,0.0,1,NaN,1.8281200393555723
58.0,15.0,28.226625442504883,27.238780975341797,-0.247,4.0,0.361,0.43240781223721436
59,15,23.211917877197266,31.041240692138672,0.0,1,NaN,0.5404195007803211
60.0,19.0,18.782970428466797,24.695798873901367,-0.075,6.0,0.717,2.6011730862304447
61.0,18.0,24.567535400390625,31.060592651367188,-0.106,5.0,0.967,2.5782763590214066
62.0,16.0,23.702320098876953,27.280027389526367,-0.009,2.0,0.689,2.034443917435608
63,19,21.600000381469727,23.589548110961914,0.0,1,NaN,2.47562341664473
64,19,22.803142547607422,22.0,0.0,1,NaN,1.5707963267948966
