TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-1.2553020256975886,1,89.40782122905028,44.20111731843576,0.169,-0.016,False,21.63004637424777,10.57800950423261,0
1,2,-1.0868996437603715,2,80.48275862068965,62.55172413793103,-0.038,-0.032,False,21.512851629039083,10.33464197614314,0
2,1,-1.2083726440358435,1,89.4247311827957,43.98924731182796,-0.093,0.04,False,22.473453992914152,10.808786426314784,0
2,2,-1.0717906443938463,2,80.48603351955308,62.29050279329609,0.159,0.007,False,21.320491168380183,10.713877728708932,0
3,1,-1.225625886226969,1,89.90710382513662,43.459016393442624,0.167,0.005,False,22.007024572189444,10.643051896606556,0
3,2,-1.0751264426155451,2,80.46524064171123,62.37433155080214,0.586,-0.046,False,22.116596335598302,10.76119907404834,0
4,1,-1.2729649177263869,1,90.2010582010582,42.8994708994709,-0.097,0.031,False,22.842811835566856,10.594028425325776,0
4,2,-0.9638128927243358,2,79.60287081339713,63.10047846889952,0.439,0.323,False,25.04761385180469,10.693604291605,0
5,1,-1.1068923659949572,1,89.8956043956044,43.89010989010989,0.133,-0.027,False,22.35953109744842,10.465654995884885,0
5,2,-0.6559895888403052,2,82.38009049773756,62.14932126696833,0.313,0.028,False,27.24281615281937,10.44496862664336,0
6,1,-1.0404547423047301,1,89.45945945945945,44.46486486486487,0.092,-0.007,False,23.023942446172374,10.383621410304649,0
6,2,-0.6229310928935138,2,82.7117903930131,61.943231441048034,0.492,0.082,False,28.809696540835244,10.182217569587545,0
7,1,-1.002973550734905,1,89.36021505376344,44.58602150537634,-0.017,-0.001,False,23.48214219548482,10.418496158079623,0
7,2,-0.596302178335725,2,83.55785123966942,61.49173553719008,0.402,0.049,False,31.268144657023598,9.98679587940011,0
8,1,-1.0307610797764049,1,89.31382978723404,44.66489361702128,0.13,-0.054,False,23.396375072620216,10.40677166446032,0
8,2,-0.5802908602797796,2,83.96525096525096,61.34749034749035,1.928,0.07,False,33.27988117813737,10.04988192362226,0
9,1,-0.9770226660918782,1,88.91891891891892,44.84864864864865,-0.112,0.037,False,24.044118392345894,10.242625223316248,0
9,2,-0.5833586016185606,2,85.12264150943396,60.33962264150944,0.702,0.072,False,42.92227774204942,9.635859246283957,0
10,1,-1.0114418326639838,1,89.35955056179775,44.38202247191011,0.21,0.013,False,23.483573336388226,9.82460143354244,0
