ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,86.09813084112149,120.14953271028037,0,1
1,2,1,74.44642857142857,143.70982142857142,0,2
2,1,1,86.25333333333333,119.93777777777778,0,1
2,2,1,74.41228070175438,143.76315789473685,0,2
3,1,1,86.62978723404255,119.37021276595745,0,1
3,2,1,74.35526315789474,144.3684210526316,0,2
4,1,1,86.93852459016394,119.09016393442623,0,1
4,2,1,74.27426160337552,144.83966244725738,0,2
5,1,1,87.68913857677903,118.12359550561797,0,1
5,2,1,73.97619047619048,145.62698412698413,0,2
6,1,1,87.82835820895522,117.94776119402985,0,1
6,2,1,73.83921568627451,145.87058823529412,0,2
7,1,1,88.46527777777777,117.13194444444444,0,1
7,2,1,73.46570397111914,147.057761732852,0,2
8,1,1,88.27609427609427,117.25925925925925,0,1
8,2,1,72.99295774647888,148.11267605633802,0,2
9,1,1,89.1230283911672,116.22082018927445,0,1
9,2,1,72.59731543624162,149.1744966442953,0,2
10,1,1,89.61424332344214,115.40356083086053,0,1
10,2,1,72.57188498402556,149.33546325878595,0,2
11,1,1,90.58739255014326,114.05730659025788,0,1
11,2,1,72.3695652173913,149.92857142857142,0,2
12,1,1,90.90782122905028,113.62569832402235,0,1
12,2,1,72.17647058823529,150.61300309597524,0,2
13,1,1,91.29081632653062,112.62755102040816,0,1
13,2,1,71.99717514124293,151.72316384180792,0,2
14,1,1,90.40987654320988,113.42716049382716,0,1
14,2,1,72.6,150.86944444444444,0,2
15,1,1,88.82191780821918,115.03424657534246,0,1
15,2,1,73.88354430379746,149.01012658227847,0,2
16,1,1,88.1037527593819,115.84105960264901,0,1
16,2,1,74.05147058823529,148.80882352941177,0,2
17,1,1,86.2671905697446,118.07858546168958,0,1
17,2,1,75.575,147.07954545454547,0,2
18,1,1,85.1126213592233,119.64660194174758,0,1
18,2,1,75.82444444444444,146.65777777777777,0,2
19,1,1,82.96027633851467,123.09326424870466,0,1
19,2,1,77.32231404958678,145.3595041322314,0,2
20,1,1,82.3404958677686,124.2198347107438,0,1
20,2,1,78.04950495049505,144.45148514851485,0,2
21,1,1,80.35127055306428,127.56352765321375,0,1
21,2,1,79.87992831541219,142.1057347670251,0,2
22,1,1,79.22889842632333,129.5722460658083,0,1
22,2,1,80.80240549828179,140.83333333333334,0,2
23,1,1,86.96052631578948,117.57330827067669,0,1
23,2,1,82.39473684210526,138.69659442724458,0,2
23,3,1,60.07983193277311,160.7983193277311,0,3
24,1,1,87.6983842010772,116.52423698384202,0,1
24,2,1,83.0633484162896,137.75113122171945,0,2
24,3,1,59.44672131147541,162.2172131147541,0,3
25,1,1,88.64415156507414,115.57825370675452,0,1
25,2,1,98.70391061452514,115.38268156424581,0,2
25,3,1,70.00536193029491,157.2680965147453,0,3
25,4,1,57.70652173913044,166.57246376811594,0,4
26,1,1,88.80811232449298,115.49921996879876,0,1
26,2,1,99.50815217391305,114.44565217391305,0,2
26,3,1,69.6269035532995,157.98477157360406,0,3
26,4,1,56.755172413793105,168.52068965517242,0,4
27,1,1,86.47140864714086,119.63598326359832,0,1
27,2,1,100.75735294117646,112.39460784313725,0,2
27,3,1,68.710407239819,161.41402714932127,0,3
27,4,1,56.107594936708864,164.6993670886076,0,4
28,1,1,107.23979591836735,89.76530612244898,0,1
28,2,1,101.55450236966824,111.24881516587678,0,2
28,3,1,77.92870201096892,132.44058500914076,0,3
28,4,1,68.6152125279642,162.18568232662193,0,4
28,5,1,56.09422492401216,163.98480243161094,0,5
29,1,1,108.81042654028435,87.43601895734596,0,1
29,2,1,112.5475113122172,94.6289592760181,0,2
29,3,1,76.54634146341463,135.98536585365855,0,3
29,4,1,94.77011494252874,121.544061302682,0,4
29,5,1,74.41947565543072,150.2734082397004,0,5
29,6,1,56.388429752066116,162.37190082644628,0,6
29,7,1,60.4734693877551,182.33469387755102,0,7
30,1,1,84.67558139534884,124.47906976744186,0,1
30,2,1,113.83257918552036,93.09049773755656,0,2
30,3,1,94.703007518797,121.65413533834587,0,3
30,4,1,73.93884892086331,151.62589928057554,0,4
30,5,1,56.267352185089976,162.36760925449872,0,5
30,6,1,59.736,184.34,0,6
31,1,1,110.60956175298804,85.15537848605578,0,1
31,2,1,116.44444444444444,89.69135802469135,0,2
31,3,1,74.71844660194175,140.94174757281553,0,3
31,4,1,94.87878787878788,121.37037037037037,0,4
31,5,1,55.69103773584906,161.45518867924528,0,5
31,6,1,72.49511400651465,155.9543973941368,0,6
31,7,1,60.808664259927795,186.11552346570397,0,7
32,1,1,110.10699588477367,85.19753086419753,0,1
32,2,1,117.37307692307692,88.75384615384615,0,2
32,3,1,74.85,140.89594594594595,0,3
32,4,1,94.6742671009772,121.41368078175896,0,4
32,5,1,59.75,147.70081967213116,0,5
32,6,1,71.81504702194357,158.24451410658307,0,6
32,7,1,50.21465968586387,178.22513089005236,0,7
32,8,1,61.685512367491164,186.34982332155477,0,8
33,1,1,105.37306501547988,106.22910216718266,0,1
33,2,1,108.8544776119403,85.92164179104478,0,2
33,3,1,75.03485576923077,140.98557692307693,0,3
33,4,1,60.08695652173913,145.90942028985506,0,4
33,5,1,70.04419889502762,163.25414364640883,0,5
33,6,1,47.881057268722465,179.99559471365637,0,6
33,7,1,62.94984326018809,187.1755485893417,0,7
34,1,1,104.78698224852072,107.06952662721893,0,1
34,2,1,114.86538461538461,79.33974358974359,0,2
34,3,1,99.57692307692308,95.36153846153846,0,3
34,4,1,76.12059158134244,139.8430034129693,0,4
34,5,1,60.58275862068965,144.8,0,5
34,6,1,71.10215053763442,162.34677419354838,0,6
34,7,1,47.64224137931034,180.23706896551724,0,7
34,8,1,62.905325443786985,187.25739644970415,0,8
35,1,1,122.03915662650603,86.35843373493977,0,1
35,2,1,115.44311377245509,78.35928143712574,0,2
35,3,1,86.09985734664765,122.03138373751783,0,3
35,4,1,99.28666666666666,96.38666666666667,0,4
35,5,1,88.875,127.53537735849056,0,5
35,6,1,61.33956386292835,142.26791277258567,0,6
35,7,1,72.68872549019608,161.83333333333334,0,7
35,8,1,46.568627450980394,181.23529411764707,0,8
35,9,1,53.58571428571429,183.44285714285715,0,9
35,10,1,73.62162162162163,177.2972972972973,0,10
35,11,1,54.01129943502825,196.6271186440678,0,11
36,1,1,127.66310160427807,76.40106951871658,0,1
36,2,1,115.2189349112426,78.3076923076923,0,2
36,3,1,93.06502636203867,112.17047451669596,0,3
36,4,1,98.69811320754717,97.48427672955975,0,4
36,5,1,116.50326797385621,98.17647058823529,0,5
36,6,1,87.69300225733635,128.90519187358916,0,6
36,7,1,61.616766467065865,140.9880239520958,0,7
36,8,1,73.25174825174825,161.48717948717947,0,8
36,9,1,64.31372549019608,153.65359477124184,0,9
36,10,1,74.11764705882354,176.7379679144385,0,10
36,11,1,46.13818181818182,181.68363636363637,0,11
36,12,1,52.30716723549488,185.07508532423208,0,12
36,13,1,53.840425531914896,196.95744680851064,0,13
37,1,1,129.20100502512562,75.55276381909547,0,1
37,2,1,115.25773195876289,77.00515463917526,0,2
37,3,1,114.58362989323844,89.20640569395017,0,3
37,4,1,97.36216216216216,98.78918918918919,0,4
37,5,1,93.08371385083714,123.83866057838661,0,5
37,6,1,90.27804878048781,115.8,0,6
37,7,1,68.84293193717278,125.79057591623037,0,7
37,8,1,67.27352941176471,144.72941176470587,0,8
37,9,1,73.89024390243902,161.0630081300813,0,9
37,10,1,56.403141361256544,150.32984293193718,0,10
37,11,1,75.60663507109005,174.86255924170615,0,11
37,12,1,44.934375,182.215625,0,12
37,13,1,47.88990825688074,189.07339449541286,0,13
37,14,1,52.6986301369863,198.28310502283105,0,14
38,1,1,129.75480769230768,73.36538461538461,0,1
38,2,1,115.22380952380952,76.15238095238095,0,2
38,3,1,116.22996515679442,86.63414634146342,0,3
38,4,1,93.67246376811595,123.31739130434782,0,4
38,5,1,96.82089552238806,99.31840796019901,0,5
38,6,1,91.08755760368663,115.11059907834101,0,6
38,7,1,70.02369668246446,124.51184834123222,0,7
