CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,34.530043884082566,34.888533132030744,0.091,2.0,0.072,-2.617730483823446
2,1,16.944730969402183,,,1,NaN,-2.6675495196371792
3.0,1.0,19.57117662350447,72.2711893087726,-0.071,22.0,1.031,-2.5555862223045955
4.0,1.0,41.85465593644201,54.53647024138258,0.238,7.0,0.775,-1.843247301868864
5.0,1.0,110.29476960130896,121.44648739933652,-0.063,4.0,1.13,-2.424317291268666
6.0,1.0,111.2467942007227,114.64379376905507,0.065,2.0,0.679,-2.3932375145302593
7.0,1.0,37.071340096497366,40.26327129184484,-0.187,3.0,0.517,-2.2447228816128297
8.0,1.0,34.13415347523656,37.47930064379489,0.07,3.0,0.578,-1.6469355976915498
9.0,1.0,101.82204516579596,104.23340513342882,0.185,2.0,0.482,-2.524873615645582
10.0,1.0,36.83891332865644,40.34861897916193,-0.182,2.0,0.702,-1.5386451516956134
11.0,1.0,35.6894560785295,40.73608437639457,0.439,2.0,1.009,-2.406507292520827
12.0,1.0,21.064545889064423,23.77764799153414,-0.529,2.0,0.543,-2.46388854794077
13.0,1.0,23.68550269343255,25.311759180295653,-0.151,2.0,0.325,-2.1343780582302525
14,1,84.78100154728997,,,1,NaN,-2.527519040821344
15,1,46.72974058703583,,,1,NaN,-2.307508111296854
