CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,23.017032623291016,23.017032623291016,0.0,1,NaN,0.9505467747057146
1,2,24.363107681274414,24.363107681274414,0.0,1,NaN,0.8960554361674398
2,3,24.967193603515625,24.967193603515625,0.0,1,NaN,0.8760580258581437
3,4,26.899375915527344,26.899375915527344,0.0,1,NaN,0.8621700402475441
4,5,27.174236297607422,27.174236297607422,0.0,1,NaN,0.8960554361674398
5,6,29.1623477935791,29.1623477935791,0.0,1,NaN,0.8519663382679872
6,7,34.20205307006836,34.20205307006836,0.0,1,NaN,0.8960554361674398
7,8,35.59425354003906,35.59425354003906,0.0,1,NaN,0.8760580258581437
8,9,38.389007568359375,38.389007568359375,0.0,1,NaN,0.856705633164865
9,10,41.7644157409668,41.7644157409668,0.0,1,NaN,0.856705633164865
10.0,11.0,44.59764862060547,44.59764862060547,0.78,8.0,0.181,0.8379811472775995
11,12,25.751665115356445,25.751665115356445,0.0,1,NaN,0.8850667008775547
12.0,13.0,27.798931121826172,27.798931121826172,-0.302,6.0,0.611,0.8960554361674398
13.0,13.0,22.754465103149414,22.754465103149414,-0.064,2.0,0.281,0.844154021789267
14.0,11.0,27.658634185791016,27.658634185791016,0.018,8.0,0.781,0.7086263531263798
15,14,29.193038940429688,29.193038940429688,0.0,1,NaN,1.508377556639783
16,15,29.149099349975586,29.149099349975586,0.0,1,NaN,0.36717384778329154
17.0,16.0,36.28148651123047,36.28148651123047,-0.147,3.0,0.49,1.3734008294274058
18.0,17.0,17.826751708984375,17.826751708984375,0.198,5.0,0.379,0.3805063312800144
19.0,18.0,18.864845275878906,18.864845275878906,0.563,6.0,0.55,0.5404194674908075
20.0,16.0,22.360679626464844,22.360679626464844,0.754,4.0,0.739,1.1071487694436986
21.0,11.0,36.62287902832031,36.62287902832031,-0.676,3.0,1.058,0.24497867926188402
22.0,17.0,18.30510711669922,18.30510711669922,0.18,6.0,0.563,0.5880025994509304
23.0,11.0,32.52690887451172,32.52690887451172,0.213,4.0,0.572,0.7853981633974483
24.0,18.0,18.600000381469727,18.600000381469727,1.448,8.0,0.555,0.9272951812814234
25.0,16.0,20.124608993530273,20.124608993530273,-0.213,7.0,0.796,0.4636475906407117
26.0,11.0,33.998504638671875,33.998504638671875,-0.103,5.0,0.883,0.49934669913149227
27.0,11.0,25.612497329711914,25.612497329711914,-0.226,6.0,0.871,2.245537217422353
28.0,11.0,22.600000381469727,22.600000381469727,0.17,2.0,0.18,0.6435010789344459
29.0,16.0,19.84384536743164,19.84384536743164,-0.26,5.0,0.75,2.3086113249427083
30.0,11.0,22.400001525878906,22.400001525878906,0.996,3.0,1.194,0.6435010789344459
31.0,11.0,35.846763610839844,35.846763610839844,-0.091,4.0,0.556,0.39852238302780507
32.0,17.0,17.0,17.0,0.082,3.0,0.208,0.6435010789344459
33.0,11.0,26.21280860900879,26.21280860900879,0.097,2.0,0.199,0.2573237125606759
34.0,11.0,20.87103271484375,20.87103271484375,-0.75,2.0,0.291,0.32175053946722293
35.0,19.0,19.20553207397461,19.20553207397461,-0.387,2.0,0.215,0.8760580258581437
36,11,17.09463119506836,17.09463119506836,0.0,1,NaN,2.6344941583153525
37,16,19.207839965820312,19.207839965820312,0.0,1,NaN,0.5404195007803211
38,11,20.96186637878418,20.96186637878418,0.0,1,NaN,0.5191461367032545
39.0,11.0,26.574853897094727,26.16295051574707,-0.872,7.0,0.968,0.7853981633974483
40.0,11.0,30.990318298339844,26.894689559936523,-0.779,4.0,0.805,0.7022568707472373
41.0,11.0,23.000003814697266,30.469036102294922,0.155,5.0,0.514,0.7419472920532332
42,11,19.207569122314453,32.54500961303711,0.0,1,NaN,0.7140907602090589
43.0,13.0,25.328872680664062,29.831880569458008,-0.175,2.0,0.167,0.8884798081306003
44.0,11.0,39.93916702270508,29.184844970703125,0.643,3.0,0.498,0.7022568707472373
45.0,11.0,27.280027389526367,31.819805145263672,0.467,6.0,-0.071,0.7853981633974483
46.0,16.0,22.362327575683594,40.11335372924805,0.218,6.0,0.527,1.4056475823285757
47.0,16.0,19.091880798339844,43.62809371948242,0.147,5.0,0.453,1.3415644696502171
48.0,17.0,17.179113388061523,19.630231857299805,-0.257,9.0,0.551,0.29849894604293187
49.0,18.0,17.677669525146484,21.200000762939453,0.928,8.0,0.668,0.6435010789344459
50.0,16.0,18.258419036865234,24.03331184387207,0.389,6.0,0.57,1.2490458539067009
51,16,16.620651245117188,34.94611358642578,0.0,1,NaN,0.5880025994509304
52.0,11.0,22.553354263305664,49.0,0.052,3.0,0.23,0.3947911278930359
53.0,11.0,34.85505676269531,52.48705291748047,0.439,3.0,0.445,0.4206633716985058
54,11,21.62395668029785,22.553354263305664,0.0,1,NaN,0.19739553065700433
55.0,17.0,18.582456588745117,20.6151123046875,0.305,3.0,0.241,0.40489176553840667
56.0,11.0,26.410781860351562,35.42815017700195,0.817,5.0,0.502,0.8176451160357
57.0,11.0,34.31304168701172,35.84254837036133,0.052,2.0,0.277,0.5104882665784342
58.0,11.0,20.4083309173584,34.98500442504883,-0.503,2.0,0.195,0.5467888832909227
