TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,0.9505467747057146,1.0,93.12162017822266,93.77027130126953,23.017032623291016,8.137334823608398,0.0,,,,
2.0,1.0,0.8960554361674398,2.0,92.93902587890625,93.04878234863281,24.363107681274414,7.964861869812012,0.0,,,,
3.0,2.0,0.8760580258581437,3.0,92.74589538574219,92.79507446289062,24.967193603515625,8.066324234008789,0.0,,,,
4.0,3.0,0.8621700402475441,4.0,92.53529357910156,92.54118347167969,26.899375915527344,7.917962074279785,0.0,,,,
5.0,4.0,0.8960554361674398,5.0,92.30488586425781,92.756103515625,27.174236297607422,7.652514457702637,0.0,,,,
6.0,5.0,0.8519663382679872,6.0,92.21239471435547,92.31416320800781,29.1623477935791,7.807982921600342,0.0,,,,
7.0,6.0,0.8960554361674398,7.0,91.19512176513672,91.74391174316406,34.20205307006836,8.433382987976074,0.0,,,,
8.0,7.0,0.8760580258581437,8.0,90.60655975341797,91.32786560058594,35.59425354003906,8.450433731079102,0.0,,,,
9.0,8.0,0.856705633164865,9.0,90.79060363769531,91.18147277832031,38.389007568359375,8.715614318847656,0.0,,,,
10.0,9.0,0.856705633164865,10.0,90.97208404541016,91.39086151123047,41.7644157409668,8.917131423950195,0.0,,,,
11.0,10.0,0.8379811472775995,11.0,91.55801391601562,91.89778900146484,44.59764862060547,8.993858337402344,0.0,39.0,14.0,-3.687,3.683
12.0,10.0,0.7853981633974483,11.0,105.00000762939453,104.5,26.16295051574707,7.77817440032959,0.0,39.0,14.0,0.146,0.053
12.0,11.0,0.8850667008775547,12.0,83.52722930908203,83.47772979736328,25.751665115356445,8.372810363769531,0.0,,,,
13.0,10.0,0.7022568707472373,11.0,105.72068786621094,104.14826965332031,26.894689559936523,8.221083641052246,0.0,39.0,14.0,0.715,0.367
13.0,12.0,0.8960554361674398,13.0,82.68292999267578,82.85366821289062,27.798931121826172,8.121036529541016,0.0,43.0,13.0,0.407,-0.234
14.0,10.0,0.7419472920532332,11.0,106.91508483886719,105.54715728759766,30.469036102294922,8.41584300994873,0.0,39.0,14.0,0.415,0.201
14.0,12.0,0.8884798081306003,13.0,81.8600082397461,82.02000427246094,29.831880569458008,8.19770336151123,0.0,43.0,13.0,0.282,-0.264
15.0,10.0,0.7140907602090589,11.0,107.75888061523438,106.12435913085938,32.54500961303711,8.463717460632324,0.0,39.0,14.0,0.703,0.369
15.0,12.0,0.8760580924371709,13.0,81.09835815429688,80.91802978515625,31.240999221801758,8.450434684753418,0.0,43.0,13.0,0.465,-0.226
16.0,10.0,0.7853981633974483,11.0,108.50000762939453,108.0,36.06244659423828,7.77817440032959,0.0,39.0,14.0,2.159,1.066
16.0,12.0,0.8884798081306003,13.0,80.5482406616211,79.86705017089844,33.56692886352539,8.488747596740723,0.0,43.0,13.0,2.0,-0.983
17.0,10.0,0.6794138062341644,11.0,112.8683853149414,111.16291809082031,46.85599136352539,8.138461112976074,0.0,39.0,14.0,1.0,0.498
17.0,12.0,1.0062270149336279,13.0,77.98928833007812,75.45677185058594,43.56450271606445,10.250471115112305,0.0,43.0,13.0,0.515,-0.102
18.0,10.0,0.6837093519144077,11.0,114.79143524169922,112.7559814453125,51.85460662841797,8.498872756958008,0.0,39.0,14.0,,
18.0,12.0,1.0447299327095576,13.0,77.64241027832031,75.07859802246094,46.14067459106445,11.130670547485352,0.0,43.0,13.0,,
19.0,13.0,0.844154021789267,13.0,84.8448257446289,86.13792419433594,22.754465103149414,8.387594223022461,12.0,,,0.563,-0.129
19.0,14.0,0.7086263531263798,11.0,129.64117431640625,124.83529663085938,27.658634185791016,7.59256649017334,10.0,44.0,23.0,0.305,0.975
