TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-0.9002634420664037,1,86.09813084112149,120.14953271028035,0.233,-0.016,False,28.722011318330026,9.661157749085309,0
1,2,-1.2713763459334093,2,74.44642857142857,143.70982142857142,0.115,0.006,False,30.09689006497695,9.673145645652085,0
2,1,-0.8923310654679636,1,86.25333333333333,119.93777777777778,0.32,-0.048,False,29.889355326206,9.785697230272689,0
2,2,-1.2692516015096742,2,74.41228070175438,143.76315789473685,0.228,0.102,False,30.66946935172744,9.677875467669727,0
3,1,-0.8797850826555421,1,86.62978723404255,119.37021276595743,0.225,-0.009,False,31.487045697642262,9.685770802640713,0
3,2,-1.2614225483220391,2,74.35526315789474,144.3684210526316,0.122,0.076,False,31.80786031458764,9.298110097535403,0
4,1,-0.8909808477795133,1,86.93852459016394,119.09016393442624,0.509,-0.067,False,32.61394192304908,9.687371681493232,0
4,2,-1.2647823459195966,2,74.27426160337552,144.83966244725738,0.447,0.113,False,32.41597601404498,9.433477726280334,0
5,1,-0.8753201720220602,1,87.68913857677903,118.12359550561796,0.088,-0.012,False,35.157064197212975,9.85300218337238,0
5,2,-1.259038376963823,2,73.97619047619048,145.62698412698413,0.149,0.031,False,34.65212105684833,9.443815896811596,0
6,1,-0.884300745153973,1,87.82835820895522,117.94776119402984,0.673,-0.054,False,35.59855346460221,9.739343927749127,0
6,2,-1.258460162473432,2,73.83921568627451,145.87058823529412,0.512,0.179,False,35.39848403149587,9.361113723704753,0
7,1,-0.8997674436543831,1,88.46527777777777,117.13194444444444,0.133,-0.002,False,38.96421119611686,9.715003615393965,0
7,2,-1.2534269372044962,2,73.46570397111914,147.057761732852,0.225,0.147,False,37.96040529788375,9.476764936607877,0
8,1,-0.9076669688559673,1,88.27609427609427,117.25925925925924,0.785,-0.063,False,39.62987954170263,9.741392334900198,0
8,2,-1.2590841842622384,2,72.99295774647888,148.11267605633802,0.388,0.156,False,39.084011544489215,9.494819995970213,0
9,1,-0.9159498559404997,1,89.1230283911672,116.22082018927443,0.291,-0.069,False,43.5539256331526,9.56210396305383,0
9,2,-1.2631707385422057,2,72.59731543624162,149.1744966442953,0.295,0.027,False,41.02221057953208,9.497576466168026,0
10,1,-0.9285421348070775,1,89.61424332344214,115.40356083086051,0.607,-0.092,False,45.01084307244842,9.934737744512914,0
10,2,-1.2584322635221719,2,72.57188498402556,149.33546325878595,0.456,0.089,False,42.4996856476814,9.661797973207166,0
11,1,-0.9400057154675191,1,90.58739255014326,114.05730659025788,0.358,-0.028,False,48.04463145237461,9.923343286260891,0
11,2,-1.2482809393790375,2,72.3695652173913,149.92857142857142,0.225,0.107,False,44.77801488313135,9.410797861633794,0
12,1,-0.9414437767904734,1,90.90782122905028,113.62569832402237,0.973,-0.107,False,49.83234071718825,9.836223938652456,0
12,2,-1.2453542252188163,2,72.17647058823529,150.61300309597524,0.838,0.185,False,45.90170021732905,9.244364069614548,0
13,1,-0.9303242422963588,1,91.29081632653062,112.62755102040816,0.436,0.014,False,54.69775602756614,10.412470513375691,0
13,2,-1.193318667050375,2,71.99717514124293,151.72316384180792,0.237,-0.102,False,50.09033002885194,9.29450724995033,0
14,1,-0.9106720278482189,1,90.40987654320988,113.42716049382716,1.261,0.057,False,56.8757902333294,10.608697132596198,0
14,2,-1.161251710988427,2,72.6,150.86944444444444,1.115,-0.221,False,51.2764075078852,9.415565441940643,0
15,1,-0.8860992277495473,1,88.82191780821918,115.03424657534246,0.594,0.041,False,63.18133103150866,10.466497478489538,0
15,2,-1.1131862157773906,2,73.88354430379746,149.01012658227847,0.315,-0.021,False,56.84930714892694,9.995362190065052,0
16,1,-0.8809624699291403,1,88.1037527593819,115.841059602649,1.536,0.139,False,66.15210571299188,10.52832662797196,0
16,2,-1.1030457919287717,2,74.05147058823529,148.80882352941177,1.385,-0.171,False,58.42678098478037,10.266917323268355,0
17,1,-0.8945924429395598,1,86.2671905697446,118.07858546168958,0.327,0.119,False,73.83034272010408,10.02494628936119,0
17,2,-1.0594507770295072,2,75.575,147.07954545454547,0.448,-0.052,False,65.35195562276532,10.456130097253569,0
18,1,-0.8943983485500245,1,85.1126213592233,119.64660194174758,2.184,0.322,False,75.46676810947831,10.004790256048734,0
18,2,-1.047956441739435,2,75.82444444444444,146.65777777777777,1.621,-0.091,False,67.58981279512595,10.65776764890756,0
19,1,-0.9259169646395577,1,82.96027633851467,123.09326424870466,0.802,0.118,False,86.38841704729238,10.289402299747136,0
19,2,-1.0245031817437193,2,77.32231404958678,145.3595041322314,0.711,-0.091,False,75.69595659756013,10.689239930551476,0
20,1,-0.9342598184899259,1,82.3404958677686,124.2198347107438,2.161,0.346,False,90.3980831187504,10.532813055450555,0
20,2,-1.018045069167015,2,78.04950495049505,144.45148514851485,1.768,-0.234,False,79.25101164370521,10.85276281746322,0
21,1,-0.9607525879876927,1,80.35127055306428,127.56352765321375,0.889,0.223,False,101.2010826902522,11.030739818344486,0
21,2,-1.0025732778887493,2,79.87992831541219,142.1057347670251,0.615,-0.13,False,88.08945002918865,11.304065334137986,0
22,1,-0.9695527617053994,1,79.22889842632333,129.5722460658083,,,True,105.64608889954116,11.154877393066071,0
22,2,-0.9916099763640976,2,80.80240549828179,140.83333333333334,1.951,-0.208,False,91.16284664062796,11.101140603744554,0
23,3,-0.9030124332283059,1,86.96052631578948,117.57330827067668,0.668,-0.08,False,82.69521029521553,9.342698469043574,1
23,2,-0.9836029980557692,2,82.39473684210526,138.69659442724458,0.929,-0.094,False,100.91962189893964,11.18909515834256,0
23,4,-1.1672807712616868,1,60.07983193277311,160.7983193277311,0.3,0.222,False,35.293757725299955,8.810874382051647,1
24,3,-0.9103636048278108,1,87.6983842010772,116.52423698384202,1.83,-0.036,False,86.03448739057018,9.55521881645346,1
24,2,-0.9825994356261808,2,83.0633484162896,137.75113122171945,,,True,105.56635983836128,11.233600066849917,0
24,4,-1.1585471399249805,1,59.44672131147541,162.2172131147541,1.023,0.704,False,36.7931485390825,8.651066250317664,1
25,3,-0.9190036272481374,1,88.64415156507414,115.57825370675452,0.778,0.007,False,95.18561648386878,9.651561545803792,1
25,5,-0.9353273742972074,2,98.70391061452514,115.3826815642458,0.312,-0.037,False,55.4914330305359,9.590192611893338,2
25,6,-1.1401443375824891,2,70.00536193029491,157.2680965147453,0.455,0.1,False,61.50711064706304,8.109402043169835,2
25,4,-1.1732597024212306,1,57.70652173913044,166.57246376811594,0.407,0.307,False,41.90797543142582,8.630839559411314,1
