CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,28.722011318330026,56.01552586958366,0.037,22.0,0.699,-0.9110858246725819
2.0,2.0,30.09689006497695,55.68986123918527,-0.008,24.0,0.629,-1.1580510088587657
3.0,1.0,82.69521029521553,95.20669067954256,0.055,5.0,1.214,-0.9230974789910474
4.0,1.0,35.293757725299955,50.47194547144888,-0.019,9.0,0.772,-1.2630116801583806
5.0,2.0,55.4914330305359,60.656794858277664,-0.061,4.0,0.544,-0.9520967777137997
6.0,2.0,61.50711064706304,67.76241693454013,0.198,4.0,0.616,-1.1406625053020187
7.0,1.0,31.940303111829103,33.243730339407925,-0.026,2.0,0.261,-0.9123960641413371
8.0,1.0,84.8613943379029,105.76167425308364,-0.208,3.0,3.466,-1.0175424546242404
9.0,2.0,33.8892385586993,37.23705821924855,0.005,4.0,0.343,-0.9715541410301453
10.0,2.0,39.139583904194296,64.25950388040299,-0.144,6.0,2.28,-0.8470131899320207
11.0,2.0,40.83681041426694,65.32826355912077,0.196,12.0,0.846,-1.1843922405888294
12.0,2.0,40.715201327594464,48.60781363639315,0.181,6.0,0.52,-0.671995293683581
13.0,1.0,40.22495817284268,43.118243659271656,-0.061,3.0,0.469,-0.8397809846516605
14.0,1.0,113.35785029330316,127.183798036241,-0.015,4.0,1.435,-1.0551942945980333
15.0,1.0,39.01061019709141,47.55691714393063,-0.219,5.0,0.64,-1.2989652311545083
16.0,1.0,32.79821173231702,41.200133181969555,0.253,9.0,-0.006,-0.8721188510824632
17.0,1.0,27.33988958693584,33.403750163158655,-0.085,7.0,0.359,-0.9682652213864303
18.0,1.0,22.46783821483927,29.08881926389501,0.02,7.0,0.365,-0.8218955421484418
19,2,53.40479911128519,,,1,NaN,-1.1069293042925108
20,1,111.88141141769752,,,1,NaN,-0.8957924399846665
21.0,2.0,67.78338542468971,88.5093509547028,-0.029,4.0,2.102,-0.8169638731660259
22.0,1.0,46.03768698055053,49.675038242677886,0.262,3.0,0.55,-0.8919810292764717
23.0,2.0,29.730997669075045,36.043047020566256,-0.054,6.0,0.418,-1.1667652744013155
24.0,2.0,33.502501451620645,40.412464940765055,0.051,6.0,0.455,-0.5220343234533755
25.0,2.0,29.976248080092702,34.759844819760744,-0.043,5.0,0.333,-1.493686195917946
26,1,96.33039076814896,,,1,NaN,-0.8026968029410172
27,2,24.651330568171407,,,1,NaN,-0.8993623863363062
28,1,26.712087132362136,,,1,NaN,-1.5977346639277454
29.0,1.0,46.40416405388693,50.83129120888552,-0.107,4.0,0.456,-1.0714048431096124
30.0,1.0,34.41244566473291,36.70392040720292,-0.031,3.0,0.364,-0.7901063693788816
31.0,1.0,31.765503180200582,36.03908487381003,-0.066,4.0,0.401,-0.7383381682282992
32.0,1.0,53.94899720926817,83.8266485968924,1.719,2.0,5.976,-1.1757963012624226
33.0,1.0,31.22097952191613,35.505994053552286,0.097,4.0,0.436,-1.446115583127052
34.0,2.0,32.741361430780586,33.49992135880561,0.107,2.0,0.152,-1.027768078717838
35.0,2.0,89.2238944076055,91.45299347111633,-0.038,2.0,0.446,-0.9123298498134131
36,1,81.15231254763796,,,1,NaN,-1.1190702373288512
37.0,1.0,30.36751600620458,31.528510173865527,0.037,2.0,0.232,-0.5952388179978643
38.0,1.0,32.83722415804448,33.321551509116816,0.074,2.0,0.097,-0.5151161156022552
39,1,101.84479919780098,,,1,NaN,-0.974875077977009
40,1,29.32661253450837,,,1,NaN,-0.4337742494154544
