CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,25.938386917114258,25.938386917114258,0.0,1,NaN,1.1071487694436986
1,2,26.000001907348633,26.000001907348633,0.0,1,NaN,1.1760051989018607
2,3,26.906909942626953,26.906909942626953,0.0,1,NaN,1.2277723899610935
3,4,27.56859588623047,27.56859588623047,0.0,1,NaN,1.2315037449644035
4,5,29.133596420288086,29.133596420288086,0.0,1,NaN,1.2220252883287024
5.0,6.0,14.467110633850098,14.467110633850098,0.027,15.0,0.442,1.4056475823285757
6.0,7.0,13.914020538330078,13.914020538330078,-0.008,20.0,0.554,1.2490457207486463
7.0,6.0,28.31723403930664,28.31723403930664,-0.044,10.0,0.842,2.3191744205113713
8.0,6.0,21.21320343017578,21.21320343017578,-0.123,13.0,1.356,2.356194490192345
9.0,7.0,41.39108657836914,41.39108657836914,0.165,5.0,0.576,2.4719537803996827
10.0,7.0,30.600814819335938,30.600814819335938,0.075,7.0,0.93,2.2655345611526223
11.0,6.0,41.10950469970703,41.10950469970703,0.049,4.0,0.739,2.2896263819008333
12.0,7.0,37.999996185302734,37.999996185302734,0.234,4.0,0.671,2.49809150807632
13.0,6.0,21.137096405029297,21.137096405029297,-0.019,5.0,0.647,2.8753405936060856
14.0,7.0,16.994115829467773,16.994115829467773,1.209,6.0,0.541,2.677945096238595
15.0,6.0,25.210289001464844,25.210289001464844,0.036,5.0,0.791,2.6011730862304447
16.0,6.0,26.870054244995117,26.870054244995117,0.362,4.0,0.836,2.356194490192345
17.0,7.0,25.491172790527344,25.491172790527344,0.241,5.0,0.86,2.677945096238595
18.0,7.0,36.8900146484375,36.8900146484375,-0.058,4.0,0.625,2.5782763590214066
19.0,6.0,18.973661422729492,18.973661422729492,0.386,3.0,0.313,2.819842047543543
20.0,6.0,23.211917877197266,23.211917877197266,-0.064,3.0,0.287,2.761086322309779
21.0,7.0,30.798564910888672,30.798564910888672,0.268,2.0,0.319,2.5393053241048684
22,6,26.399417877197266,26.399417877197266,0.0,1,NaN,2.701750161116432
23,6,21.63330841064453,21.63330841064453,0.0,1,NaN,2.553589987559836
24,6,93.40641784667969,93.40641784667969,0.0,1,NaN,2.490515946618508
25,6,24.12946128845215,24.12946128845215,0.0,1,NaN,2.55359012071789
26.0,6.0,28.60000228881836,14.794672966003418,0.178,5.0,0.449,1.3258177307567967
27.0,6.0,26.410781860351562,16.248550415039062,0.127,6.0,0.642,1.4464413512741916
28.0,6.0,24.69717025756836,17.0,0.872,8.0,0.704,1.5707963267948966
29.0,7.0,43.967613220214844,14.758047103881836,-0.038,5.0,0.776,1.1071487694436986
30.0,7.0,39.62550735473633,15.205260276794434,-0.001,5.0,0.583,1.1071487694436986
31.0,7.0,31.304948806762695,16.91835594177246,0.023,4.0,0.404,0.9827937939229934
32.0,6.0,47.981571197509766,30.463272094726562,-0.044,3.0,0.589,2.3191744205113713
33.0,6.0,34.494991302490234,33.28976058959961,-0.019,3.0,0.861,2.3191744205113713
34.0,6.0,26.01763343811035,36.76955032348633,0.174,3.0,0.3,2.356194490192345
35,6,25.920394897460938,24.041629791259766,0.0,1,NaN,2.356194490192345
36.0,7.0,36.671512603759766,43.52267074584961,0.046,3.0,0.388,2.4429327813688713
37.0,7.0,25.61444854736328,46.977622985839844,1.316,6.0,0.339,2.439335782842556
38.0,7.0,35.803321838378906,33.254241943359375,-0.045,2.0,0.359,2.239085776260664
39.0,6.0,31.05356216430664,44.68767547607422,1.323,4.0,0.974,2.279422613342249
40,6,26.671791076660156,50.24560546875,0.0,1,NaN,2.301703085075043
41.0,7.0,27.15804672241211,42.709930419921875,0.663,5.0,0.69,2.594803737009357
42.0,6.0,19.160314559936523,22.749473571777344,0.124,3.0,0.475,2.9441971562223026
43,6,23.558786392211914,28.301006317138672,0.0,1,NaN,2.574863451505443
44,6,22.837507247924805,35.60762023925781,0.0,1,NaN,2.466851762962336
