ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,131.93632958801498,79.72659176029963,0,1
2,1,1,131.83265306122448,79.59183673469387,0,1
3,1,1,131.76734693877552,79.44897959183673,0,1
4,1,1,131.875,79.5719696969697,0,1
5,1,1,132.08996539792386,80.13840830449827,0,1
6,1,1,128.8,71.98666666666666,0,1
6,2,1,134.70322580645163,88.52258064516128,0,2
7,1,1,128.74213836477986,71.64779874213836,0,1
7,2,1,134.93413173652695,88.58682634730539,0,2
8,1,1,128.89285714285714,71.83333333333333,0,1
8,2,1,135.34254143646407,89.0,0,2
9,1,1,128.72316384180792,71.69491525423729,0,1
9,2,1,135.09937888198758,90.00621118012423,0,2
10,1,1,128.5,72.0,0,1
10,2,1,135.3586956521739,90.05978260869566,0,2
11,1,1,127.12322274881517,73.02843601895735,0,1
11,2,1,133.245,90.69,0,2
12,1,1,127.17272727272727,73.34545454545454,0,1
12,2,1,132.37980769230768,90.8798076923077,0,2
13,1,1,127.05194805194805,73.47619047619048,0,1
13,2,1,131.13875598086125,90.88995215311004,0,2
14,1,1,127.34745762711864,73.30084745762711,0,1
14,2,1,131.14224137931035,90.95258620689656,0,2
15,1,1,127.47450980392156,73.2392156862745,0,1
15,2,1,130.78947368421052,90.96052631578948,0,2
16,1,1,130.59075907590758,72.03960396039604,0,1
16,2,1,133.29496402877697,88.91007194244604,0,2
17,1,1,130.1476923076923,72.84615384615384,0,1
17,2,1,133.70138888888889,88.01736111111111,0,2
18,1,1,129.12209302325581,74.39825581395348,0,1
18,2,1,134.1818181818182,87.44805194805195,0,2
19,1,1,127.7983651226158,76.03542234332426,0,1
19,2,1,133.19375,88.5625,0,2
20,1,1,127.2997542997543,77.32678132678133,0,1
20,2,1,132.65921787709496,89.18156424581005,0,2
21,1,1,132.97286821705427,70.29457364341086,0,1
21,2,1,129.60599078341014,92.74654377880184,0,2
21,3,1,114.80971659919028,94.5506072874494,0,3
22,1,1,134.62815884476535,68.84115523465704,0,1
22,2,1,130.58474576271186,91.17372881355932,0,2
22,3,1,114.53231939163499,94.61596958174906,0,3
23,1,1,136.9700996677741,67.14617940199335,0,1
23,2,1,131.26771653543307,90.15944881889764,0,2
23,3,1,114.7937062937063,94.18181818181819,0,3
24,1,1,138.79566563467492,65.74613003095975,0,1
24,2,1,132.29074074074074,89.1037037037037,0,2
24,3,1,114.02272727272727,94.6590909090909,0,3
25,1,1,140.97994269340975,63.99140401146132,0,1
25,2,1,133.70811744386873,87.92055267702936,0,2
25,3,1,113.83383685800604,94.94561933534743,0,3
26,1,1,155.27685950413223,53.103305785123965,0,1
26,2,1,134.81463414634146,69.07317073170732,0,2
26,3,1,147.3887323943662,74.22253521126761,0,3
26,4,1,110.14558472553699,98.71599045346062,0,4
26,5,1,117.49865229110512,104.6388140161725,0,5
27,1,1,158.86290322580646,51.858870967741936,0,1
27,2,1,147.2016348773842,72.49863760217984,0,2
27,3,1,135.9351851851852,69.22222222222223,0,3
27,4,1,108.55361050328227,100.64113785557987,0,4
27,5,1,116.03341902313625,106.37017994858611,0,5
28,1,1,164.0513833992095,49.41501976284585,0,1
28,2,1,138.6480686695279,66.25321888412017,0,2
28,3,1,149.56852791878174,70.33502538071066,0,3
28,4,1,108.75463917525774,100.41649484536083,0,4
28,5,1,115.83062645011601,106.94431554524363,0,5
29,1,1,166.5857142857143,48.11071428571429,0,1
29,2,1,151.5035294117647,68.93411764705883,0,2
29,3,1,138.864,66.152,0,3
29,4,1,105.88740458015268,102.60496183206106,0,4
29,5,1,113.74683544303798,108.4113924050633,0,5
30,1,1,165.1593220338983,48.96271186440678,0,1
30,2,1,154.6475583864119,66.75371549893843,0,2
30,3,1,134.23655913978496,68.0,0,3
30,4,1,103.34150612959719,104.13309982486865,0,4
30,5,1,112.45136186770428,108.80544747081711,0,5
