ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,51.05118110236221,99.66929133858268,0,1
2,1,1,51.04782608695652,99.48260869565217,0,1
3,1,1,51.164556962025316,99.42194092827005,0,1
4,1,1,51.1,99.628,0,1
5,1,1,51.05384615384615,99.83076923076923,0,1
6,1,1,51.11498257839721,99.86062717770035,0,1
7,1,1,51.2626582278481,99.90189873417721,0,1
8,1,1,51.088145896656535,100.07294832826747,0,1
9,1,1,51.211699164345404,100.34261838440112,0,1
10,1,1,51.25848563968668,99.9556135770235,0,1
11,1,1,50.440298507462686,88.51119402985074,0,1
11,2,1,51.91959798994975,114.96482412060301,0,2
12,1,1,50.71071428571429,88.85714285714286,0,1
12,2,1,51.261538461538464,116.36923076923077,0,2
13,1,1,50.811023622047244,89.42125984251969,0,1
13,2,1,51.34825870646766,115.17412935323384,0,2
14,1,1,50.74181818181818,89.00363636363636,0,1
14,2,1,50.99516908212561,116.65700483091787,0,2
15,1,1,50.69776119402985,88.51865671641791,0,1
15,2,1,50.922413793103445,116.95689655172414,0,2
16,1,1,48.12452830188679,90.80377358490566,0,1
16,2,1,52.82006920415225,108.36678200692042,0,2
17,1,1,47.765342960288805,91.92779783393502,0,1
17,2,1,55.09615384615385,97.42948717948718,0,2
17,3,1,50.9873417721519,117.0506329113924,0,3
18,1,1,47.6382252559727,93.35836177474403,0,1
18,2,1,55.58433734939759,95.53614457831326,0,2
18,3,1,51.14792899408284,116.76331360946746,0,3
19,1,1,47.44408945686901,94.6964856230032,0,1
19,2,1,55.46408839779006,94.8232044198895,0,2
19,3,1,51.55865921787709,117.39664804469274,0,3
20,1,1,47.36716417910448,95.0865671641791,0,1
20,2,1,55.421319796954315,93.98984771573605,0,2
20,3,1,52.128865979381445,117.32474226804123,0,3
21,1,1,46.96560846560847,95.98677248677248,0,1
21,2,1,54.912213740458014,94.75954198473282,0,2
21,3,1,55.928,115.544,0,3
22,1,1,46.8936170212766,96.43351063829788,0,1
