CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.022971655344849,17.9016711775438,30,-0.0576409871830547,21.5579410921148,0.227152961192144
2,0.279456698907962,25.6936210068378,14,-0.0984304081232965,36.8758355173118,0.234730985659824
3,0.429903184551657,27.5918537723698,9,-0.0364996182478548,36.5536018766889,0.246011740834909
4,0.506813643674647,16.634572305583,13,-0.0395748193416851,30.9036490024475,-0.200293160871442
5,0.550390700073225,21.7878418299794,6,-0.317938588208113,31.8012669019518,0.0791104434674941
6,0.899323440686562,23.0715242969347,6,0.223954041619051,37.3301931195464,0.575193932508522
7,0.918157264035005,30.2583468634683,7,-0.605174459811405,47.2507037844128,0.367089714333408
8,1.19479586052016,28.748520752148,5,0.072248123906993,42.2741526102956,-0.122182682300031
9,0.320430057376994,28.019611048816,6,-0.166112421331857,32.4761697738858,-0.136349852441386
10,0.463522579026977,23.1701681374579,5,0.188828757199437,30.9435990930064,0.27902032583988
11,0.445192382293454,30.2130210195569,5,-0.116906491679258,34.5765783229749,-0.247274381795206
12,0.564027804755655,22.2894417748093,5,0.205952147731001,28.4060128665976,0.526786056070124
13,0.349881564658972,26.0121815454584,5,0.128320352396502,29.5234154377173,0.832130789684732
14,0.49365511915053,25.3279625428006,5,-0.124186786063233,31.3162849521821,0.801402564608535
15,0.0583216801975012,23.267761811133,12,0.433108043567896,30.7805630351393,0.754747109250002
16,0.176576527046176,27.8228617289833,2,0.176418222346859,28.7057443642142,-0.175735031984319
17,0.895762528864904,18.9688258812325,6,0.435860195504908,34.9801580854439,0.71092132092665
18,0.448903774279808,19.7919077861618,5,-0.13371925278614,27.9542661937072,0.485181078573775
19,0.279109236764879,45.4079008133372,2,-0.117198266740841,46.8034469971616,0.498728237032389
20,NaN,66.2111930372688,1,NaN,NaN,NaN
21,0.399644296401549,21.3292862972566,10,-0.352002751108794,30.9544273926313,0.57230789774526
22,0.376074263199249,38.7269113148453,2,0.255809423792752,40.6072826308415,0.541208018936472
23,0.0288737427763865,22.614520317079,10,-0.348317337049027,24.8535429094949,0.142733136315771
