TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,0.4636475906407117,1.0,83.90000915527344,50.70000457763672,29.06888198852539,7.602630138397217,0.0,,,,
2.0,1.0,0.4266274876702246,2.0,84.5,50.999996185302734,29.545530319213867,7.365692138671875,0.0,,,,
3.0,2.0,0.4048917988279203,3.0,84.58621215820312,50.96552276611328,32.301387786865234,7.878386974334717,0.0,51.0,3.0,0.262,0.032
4.0,2.0,0.412410435217432,3.0,84.63771057128906,51.185245513916016,33.61152267456055,7.386518478393555,0.0,51.0,3.0,0.342,0.091
5.0,2.0,0.4048917988279203,3.0,85.05172729492188,51.37931823730469,35.32143783569336,7.48446798324585,0.0,51.0,3.0,0.367,-0.004
6.0,2.0,0.43240781223721436,3.0,85.14633178710938,51.18292236328125,37.156490325927734,7.0541462898254395,0.0,51.0,3.0,0.529,0.093
7.0,2.0,0.4636475906407117,3.0,85.5,51.500003814697266,39.80200958251953,7.602630615234375,0.0,51.0,3.0,0.268,-0.134
8.0,2.0,0.4636475906407117,3.0,84.9000015258789,51.20000076293945,41.143653869628906,8.497057914733887,0.0,51.0,3.0,0.724,0.168
9.0,2.0,0.4383365747454624,3.0,85.56884765625,51.71977615356445,44.76362609863281,9.139476776123047,0.0,51.0,3.0,,
10.0,3.0,0.5880025994509304,3.0,96.76921844482422,57.34614562988281,19.969207763671875,7.488452911376953,2.0,52.0,4.0,6.119,-2.626
10.0,51.0,0.3487709718871669,3.0,75.10218811035156,47.21897506713867,23.067657470703125,8.201833724975586,2.0,,,,
11.0,3.0,0.441179499209122,3.0,84.87950134277344,51.637535095214844,50.56257247924805,9.544846534729004,2.0,52.0,4.0,0.533,-0.084
12.0,3.0,0.44441923467520333,3.0,84.49906921386719,51.45193862915039,53.22578048706055,10.36139965057373,2.0,52.0,4.0,,
13.0,4.0,0.09065988742783065,3.0,74.82376861572266,45.93852615356445,30.42000961303711,8.238751411437988,3.0,,,0.254,0.068
13.0,52.0,0.3805063312800144,3.0,95.3448257446289,57.6379280090332,30.082645416259766,7.984899520874023,3.0,53.0,5.0,0.631,-0.418
14.0,4.0,0.14707836423229245,3.0,75.30670928955078,45.80469512939453,31.691146850585938,7.87699031829834,3.0,,,0.928,0.473
14.0,52.0,0.2837941356364912,3.0,93.01679229736328,57.44239044189453,33.23999786376953,8.359999656677246,3.0,53.0,5.0,0.193,-0.261
15.0,4.0,0.1651486778872935,3.0,77.90540313720703,46.067569732666016,36.332176208496094,7.069156169891357,3.0,,,0.496,0.151
15.0,52.0,0.27300869940632017,3.0,91.54672241210938,57.33308410644531,34.2044792175293,7.742230415344238,3.0,53.0,5.0,0.303,0.054
16.0,4.0,0.1746722085244441,3.0,78.8238296508789,45.99832534790039,38.81205368041992,7.009341239929199,3.0,,,0.906,0.235
16.0,52.0,0.2837941356364912,3.0,91.66400146484375,57.65199661254883,35.71999740600586,7.5199995040893555,3.0,53.0,5.0,1.345,-0.42
17.0,4.0,0.19739556394651794,3.0,80.05769348144531,46.21154022216797,43.3416633605957,6.6679487228393555,3.0,,,0.389,0.185
17.0,52.0,0.24497867926188402,3.0,89.23529815673828,57.55883026123047,42.44373321533203,7.276068687438965,3.0,53.0,5.0,0.246,-0.244
18.0,4.0,0.1911844730732079,3.0,81.02107238769531,46.39117431640625,45.288551330566406,6.9041290283203125,3.0,,,1.316,0.43
18.0,52.0,0.2606024134024565,3.0,87.9004135131836,57.37344741821289,43.6738166809082,7.601047992706299,3.0,53.0,5.0,2.176,-0.553
19.0,4.0,0.22679884310705348,3.0,83.28651428222656,46.758426666259766,51.86759567260742,6.745785236358643,3.0,,,0.416,0.189
19.0,52.0,0.2662520433389506,3.0,85.26922607421875,56.34614944458008,54.55300521850586,8.06893253326416,3.0,53.0,5.0,,
20.0,4.0,0.20131710194117325,3.0,84.02798461914062,47.36285400390625,53.9492073059082,7.738452434539795,3.0,,,,
20.0,5.0,0.1651486778872935,3.0,74.93243408203125,53.90540313720703,22.193862915039062,6.411561012268066,52.0,,,0.699,-0.611
20.0,53.0,0.30587886502916406,3.0,100.33375549316406,60.52644729614258,24.341453552246094,7.4279069900512695,52.0,,,,
21.0,5.0,0.19739556394651794,3.0,71.38461303710938,53.57692337036133,25.691213607788086,7.2562971115112305,52.0,,,,
21.0,6.0,0.20539540025549335,4.0,71.78785705566406,44.01830291748047,34.916969299316406,6.241000175476074,0.0,,,,
21.0,7.0,0.32175053946722293,5.0,102.50000762939453,51.5,24.6657657623291,6.324554443359375,0.0,,,0.006,0.003
21.0,8.0,0.3392925818304931,6.0,100.55693054199219,61.25539016723633,27.845949172973633,7.432981967926025,0.0,,,0.066,-0.032
22.0,7.0,0.38050639785904167,5.0,102.43103790283203,51.67241287231445,24.697479248046875,6.499337196350098,0.0,,,0.747,0.52
22.0,8.0,0.33667482763699974,6.0,100.40756225585938,61.192649841308594,28.17416763305664,7.456480503082275,0.0,,,0.749,0.428
22.0,9.0,0.22679884310705348,7.0,71.12921142578125,43.60674285888672,33.95378875732422,6.970644950866699,0.0,,,,
22.0,10.0,0.18534793916246067,8.0,70.74528503417969,53.35848617553711,27.02898406982422,7.187252998352051,0.0,,,,
23.0,7.0,0.36717384778329154,5.0,104.75772857666016,52.82989501953125,28.431142807006836,6.318030834197998,0.0,,,1.452,0.034
23.0,8.0,0.30587886502916406,6.0,102.64483642578125,61.62468338012695,31.919923782348633,6.926021099090576,0.0,,,,
23.0,11.0,0.27416744079661365,9.0,69.08055114746094,42.99140548706055,40.52159118652344,7.761373043060303,0.0,54.0,15.0,0.722,0.277
23.0,12.0,3.141592653589793,10.0,47.0,50.0,8.0,4.0,0.0,,,,
23.0,13.0,0.21866894466834133,11.0,68.76470184326172,52.558815002441406,31.23798179626465,7.26716947555542,0.0,,,0.23,0.251
24.0,7.0,0.19739556394651794,5.0,102.51924133300781,57.403846740722656,35.69314193725586,15.493175506591797,0.0,,,0.812,-0.238
24.0,11.0,0.20232162965959433,9.0,70.97760009765625,42.54669189453125,44.13235855102539,9.519728660583496,0.0,54.0,15.0,0.773,0.924
24.0,13.0,0.1418970678182456,11.0,69.55999755859375,53.58000183105469,32.38549041748047,9.758074760437012,0.0,,,,
25.0,7.0,0.11065722283572099,5.0,101.18292236328125,57.353660583496094,39.75535202026367,15.460415840148926,0.0,,,7.109,-2.846
25.0,11.0,0.1613751117807057,9.0,75.99288940429688,43.1151237487793,47.99609375,9.594629287719727,0.0,54.0,15.0,0.793,0.157
25.0,14.0,0.17467219187968727,12.0,68.64765930175781,51.496646881103516,38.63827133178711,8.97890853881836,0.0,,,,
26.0,7.0,0.12659213070491243,5.0,85.44664764404297,55.847755432128906,75.30166625976562,15.31284236907959,0.0,,,,
26.0,11.0,0.17593962353196962,9.0,76.9696044921875,42.983489990234375,51.96302032470703,10.348845481872559,0.0,54.0,15.0,,
27.0,15.0,0.047583102831798466,9.0,93.55543518066406,44.33597183227539,29.109872817993164,6.611556529998779,11.0,,,0.388,0.369
27.0,16.0,0.4939414142250129,13.0,53.74312210083008,47.97706604003906,21.87632179260254,6.976040840148926,0.0,55.0,20.0,5.039,1.881
27.0,17.0,3.141592653589793,14.0,88.0,53.0,42.0,6.0,0.0,57.0,25.0,-4.579,2.182
27.0,18.0,3.141592653589793,15.0,102.0,60.0,54.0,14.0,0.0,60.0,19.0,,
27.0,54.0,0.4101273405044207,9.0,62.911766052246094,41.352943420410156,27.711467742919922,7.416306495666504,11.0,,,0.367,0.002
28.0,15.0,0.09495170468254786,9.0,95.55619049072266,44.41011428833008,31.04998207092285,5.925568580627441,11.0,,,0.889,0.999
28.0,16.0,0.22131444567144198,13.0,64.33878326416016,49.93872833251953,47.07316589355469,10.268292427062988,0.0,55.0,20.0,,
28.0,17.0,0.11065722283572099,14.0,100.49391174316406,53.054874420166016,19.104658126831055,4.638124942779541,0.0,57.0,25.0,0.179,0.355
28.0,19.0,0.09966865399340417,15.0,96.60396575927734,61.46039962768555,47.46327209472656,7.562283039093018,18.0,61.0,21.0,,
28.0,54.0,0.4101273405044207,9.0,62.887916564941406,41.40778732299805,29.545608520507812,7.535924434661865,11.0,,,,
28.0,60.0,0.6055446418142005,15.0,122.25601196289062,58.407997131347656,21.882957458496094,8.221920013427734,18.0,,,0.315,0.809
29.0,15.0,0.1418970511734888,9.0,100.57999420166016,45.439998626708984,35.49676513671875,5.798276424407959,11.0,,,0.368,0.216
29.0,17.0,3.141592653589793,14.0,102.0,54.0,20.0,4.0,0.0,57.0,25.0,0.4,-0.529
29.0,20.0,3.070285183822376,13.0,75.52791595458984,52.890865325927734,25.29270362854004,5.272281646728516,16.0,,,0.274,0.259
29.0,21.0,0.20749621823664555,15.0,109.71221923828125,62.99205017089844,25.69980812072754,6.798345565795898,19.0,64.0,29.0,0.391,0.0
29.0,22.0,0.4048917988279203,16.0,63.03448486328125,41.08620834350586,33.22053146362305,9.060144424438477,0.0,65.0,23.0,0.263,0.176
29.0,55.0,0.571337469455596,13.0,49.207576751708984,45.95487594604492,26.376953125,7.150016784667969,16.0,56.0,27.0,0.385,-0.093
29.0,60.0,0.7454194549034513,15.0,125.573486328125,60.83706283569336,23.45718765258789,8.817641258239746,18.0,,,0.165,-0.104
29.0,61.0,3.082836928356029,15.0,81.48793029785156,60.294830322265625,25.015581130981445,6.635589122772217,19.0,62.0,24.0,-0.003,-0.233
30.0,15.0,0.233743135517976,9.0,102.04828643798828,44.797210693359375,37.33722686767578,6.161106109619141,11.0,,,1.329,0.643
30.0,17.0,3.141592653589793,14.0,99.0,54.0,22.0,4.0,0.0,57.0,25.0,5.675,2.53
30.0,20.0,2.9533710803873525,13.0,77.93435668945312,51.655357360839844,26.663475036621094,5.753697395324707,16.0,,,,
30.0,21.0,0.20749621823664555,15.0,109.71221923828125,62.99205017089844,27.656906127929688,6.386324882507324,19.0,64.0,29.0,0.625,-0.028
30.0,22.0,0.36717384778329154,16.0,63.891754150390625,41.38144302368164,34.53378677368164,9.692435264587402,0.0,65.0,23.0,1.002,0.386
30.0,55.0,0.571337469455596,13.0,49.01625061035156,45.4747314453125,28.29964828491211,7.029848575592041,16.0,56.0,27.0,6.618,2.968
30.0,60.0,0.7140907602090589,15.0,124.97335052490234,60.87689971923828,24.28281021118164,8.715614318847656,18.0,,,,
30.0,61.0,3.141592653589793,15.0,79.5,61.0,25.0,6.0,19.0,62.0,24.0,1.158,-0.373
31.0,15.0,0.3347368453117491,9.0,105.67538452148438,44.495784759521484,43.98069763183594,6.488282680511475,11.0,,,0.709,0.279
31.0,17.0,0.29358894252018003,14.0,110.75618743896484,58.84489440917969,50.376033782958984,12.132098197937012,0.0,57.0,25.0,,
31.0,21.0,0.188221506623413,15.0,109.15755462646484,63.67286682128906,30.779937744140625,7.157037258148193,19.0,64.0,29.0,0.488,0.056
31.0,22.0,0.31204211887139355,16.0,65.95852661132812,41.72855758666992,39.54195785522461,9.946889877319336,0.0,65.0,23.0,,
31.0,55.0,0.20749623488140234,13.0,65.73209381103516,48.52254867553711,61.39112091064453,15.450786590576172,16.0,56.0,27.0,0.782,-0.06
31.0,61.0,0.19739556394651794,15.0,76.28845977783203,62.05768966674805,30.790233612060547,7.0601806640625,19.0,62.0,24.0,,
32.0,15.0,0.36254424183381145,9.0,107.25728607177734,44.32172393798828,47.52366638183594,6.6094651222229,11.0,,,1.155,0.593
32.0,21.0,0.23684874753365825,15.0,109.41292572021484,63.78933334350586,33.2183952331543,7.642577171325684,19.0,64.0,29.0,0.88,0.131
32.0,23.0,2.988943322541705,16.0,76.48265075683594,44.38727951049805,21.211978912353516,5.626115798950195,22.0,,,0.558,0.072
32.0,24.0,0.7853981633974483,15.0,102.00001525878906,84.00000762939453,9.899495124816895,5.656853675842285,61.0,,,1.226,0.007
32.0,25.0,0.6889243539610008,14.0,124.60205841064453,61.05464172363281,27.153778076171875,8.763679504394531,17.0,,,0.558,0.241
