TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-1.3863785813933887,1,62.354609929078016,62.77659574468085,0.426,0.1,False,35.90609365974693,10.229913750668247,0
1,2,-1.793950884486358,2,66.43205574912892,91.42508710801394,0.26,0.052,False,33.42351158339698,11.139970729572395,0
2,1,-1.368952307003794,1,62.07407407407408,63.75084175084175,0.922,0.105,False,38.037030624539206,10.253136177104984,0
2,2,-1.7110180207317793,2,66.89041095890411,91.41438356164385,1.045,-0.301,False,34.72435542911559,11.008967814750196,0
3,1,-1.367691684286106,1,61.81114551083592,64.73374613003097,0.313,0.031,False,42.646994629385496,9.909161090588904,0
3,2,-1.60702055807415,2,67.41515151515152,89.14848484848486,0.326,-0.198,False,39.94749946436849,11.314603103309366,0
4,1,-1.3654147932969791,1,61.78484848484848,64.96969696969697,1.02,0.207,False,44.21117435187608,9.791078189179078,0
4,2,-1.5816184852083741,2,67.57848837209302,87.77906976744185,1.176,-0.19,False,41.57886030681802,11.403498425627044,0
5,1,-1.362918716566515,1,61.37096774193548,66.77150537634408,0.398,0.073,False,49.31239080422236,9.97002613178687,0
5,2,-1.5445678311977105,2,67.9090909090909,86.32085561497327,0.476,-0.183,False,47.45756654386326,11.288628269169296,0
6,1,-1.3739150905179212,1,61.06561679790026,67.54068241469817,,,True,51.30213086370371,9.737024554188254,0
6,2,-1.5376666300872939,2,67.91989664082688,85.14728682170542,,,True,49.83622047935948,11.0808433779618,0
7,3,-1.326078499402541,1,62.8578431372549,56.94607843137255,0.157,-0.027,False,28.987043853359207,9.25504947044214,1
7,4,-1.4480786043739309,2,68.66822429906541,69.83177570093459,0.462,-0.157,False,29.08899496729037,9.479418228917543,2
7,5,-1.521129344796423,1,58.81347150259067,81.94300518134715,0.251,0.113,False,26.969126008091155,9.232493101799522,1
7,6,-1.7131202324611783,2,67.77990430622009,95.1866028708134,-0.016,-0.008,False,26.75282637602988,10.10031078323225,2
8,3,-1.3153042105983919,1,62.8792270531401,56.71980676328502,0.874,-0.03,False,29.77101226996524,9.166428186845533,1
8,4,-1.4057456030311897,2,68.68695652173913,68.70434782608696,0.602,-0.472,False,31.399511320823137,9.59935749093814,2
8,5,-1.5509624881120812,1,58.86206896551724,82.60098522167488,0.485,0.435,False,28.225990341955224,9.406437894618785,1
8,6,-1.6626015057828722,2,67.98048780487805,94.99512195121952,0.804,-0.205,False,26.67222708602415,9.963860339270862,2
9,3,-1.3082864619515573,1,62.970464135021096,56.392405063291136,0.218,0.0,False,34.14088291814626,9.163682713001146,1
9,4,-1.3829840300799146,2,69.3112840466926,64.66536964980544,0.519,-0.177,False,34.410334913678355,9.737971688227912,2
