ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,112.22815533980582,56.310679611650485,0,1
1,2,1,115.30493273542601,65.08071748878923,0,2
1,3,1,95.59550561797752,72.37640449438203,0,3
2,1,1,110.76068376068376,57.64102564102564,0,1
2,2,1,113.15415019762845,66.41897233201581,0,2
2,3,1,93.70388349514563,70.6504854368932,0,3
3,1,1,111.21576763485477,57.50207468879668,0,1
3,2,1,113.66666666666667,65.92276422764228,0,2
3,3,1,93.7846889952153,69.85645933014354,0,3
4,1,1,111.68110236220473,57.425196850393704,0,1
4,2,1,93.85087719298245,69.3157894736842,0,2
4,3,1,114.0,65.88076923076923,0,3
5,1,1,112.11552346570397,57.24548736462094,0,1
5,2,1,93.36,68.236,0,2
5,3,1,121.74324324324324,60.70945945945946,0,3
5,4,1,106.51968503937007,70.94488188976378,0,4
6,1,1,113.03703703703704,56.58585858585859,0,1
6,2,1,93.23954372623574,67.98479087452472,0,2
6,3,1,122.87248322147651,59.97315436241611,0,3
6,4,1,106.8529411764706,70.75,0,4
7,1,1,116.21259842519684,55.23622047244095,0,1
7,2,1,93.1740412979351,69.94395280235989,0,2
7,3,1,128.90374331550802,57.00534759358289,0,3
7,4,1,108.527950310559,69.83229813664596,0,4
8,1,1,117.79805352798054,54.57664233576642,0,1
8,2,1,130.8989898989899,56.07575757575758,0,2
8,3,1,93.3121546961326,70.6878453038674,0,3
8,4,1,108.85164835164835,69.55494505494505,0,4
9,1,1,119.01847575057737,53.969976905311775,0,1
9,2,1,93.30521091811414,71.00992555831266,0,2
9,3,1,133.22169811320754,54.95754716981132,0,3
9,4,1,109.4041450777202,69.32642487046633,0,4
10,1,1,118.91569086651054,54.131147540983605,0,1
10,2,1,136.72532188841203,53.00858369098712,0,2
10,3,1,93.76126126126127,71.36036036036036,0,3
10,4,1,110.17703349282297,69.02392344497608,0,4
11,1,1,119.70614035087719,53.42982456140351,0,1
11,2,1,139.15953307392996,50.766536964980546,0,2
