TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,2.649783432712525,1.0,95.30873107910156,73.20960998535156,36.2351188659668,8.342577934265137,0.0,37.0,2.0,0.174,0.042
1.0,1.0,2.7430701706934473,2.0,102.60353088378906,81.24588012695312,30.316953659057617,7.615618705749512,0.0,39.0,5.0,0.108,-0.068
2.0,0.0,2.637426698149693,1.0,95.69781494140625,73.04603576660156,37.10637664794922,8.665199279785156,0.0,37.0,2.0,0.294,-0.012
2.0,1.0,2.677945096238595,2.0,102.5999984741211,80.70000457763672,30.857742309570312,7.155417442321777,0.0,39.0,5.0,0.268,0.019
3.0,0.0,2.6224464835970247,1.0,95.48462677001953,73.22307586669922,38.574798583984375,9.054535865783691,0.0,37.0,2.0,0.332,-0.012
3.0,1.0,2.677945096238595,2.0,102.80001831054688,80.60000610351562,32.199378967285156,7.155416965484619,0.0,39.0,5.0,0.447,-0.017
4.0,0.0,2.653258724777024,1.0,95.51449584960938,73.08607482910156,40.236961364746094,8.362001419067383,0.0,37.0,2.0,0.353,0.074
4.0,1.0,2.701750161116432,2.0,102.60198211669922,80.71670532226562,34.436336517333984,7.664346694946289,0.0,39.0,5.0,0.34,0.123
5.0,0.0,2.653258724777024,1.0,96.29438781738281,72.6717529296875,42.00318908691406,8.362001419067383,0.0,37.0,2.0,,
5.0,1.0,2.727085744672737,2.0,103.19906616210938,80.9524154663086,36.13663864135742,7.908321857452393,0.0,39.0,5.0,1.626,0.277
6.0,1.0,2.72336837126515,2.0,106.02061462402344,79.54639434814453,44.26909637451172,7.716630935668945,0.0,39.0,5.0,0.731,-0.085
6.0,2.0,2.6516353283555385,1.0,88.87716674804688,76.3321762084961,23.823528289794922,7.882352828979492,0.0,,,,
6.0,37.0,2.819842047543543,1.0,112.25001525878906,65.75,20.87103271484375,7.273237228393555,0.0,38.0,11.0,0.134,0.05
7.0,1.0,2.7430701706934473,2.0,105.18824005126953,79.94707489013672,47.92504119873047,7.71263313293457,0.0,39.0,5.0,0.6,0.142
7.0,3.0,2.7017500279583775,3.0,87.864013671875,76.71105194091797,25.01557731628418,7.4514479637146,0.0,,,,
7.0,37.0,2.761086322309779,1.0,112.51724243164062,65.7930908203125,21.540658950805664,7.056422710418701,0.0,38.0,11.0,0.343,0.128
8.0,1.0,2.7468015256967573,2.0,106.28106689453125,79.674560546875,50.92308044433594,7.923076629638672,0.0,39.0,5.0,,
8.0,4.0,2.7049653955004844,4.0,87.4744644165039,76.94526672363281,25.916839599609375,7.43070125579834,0.0,,,,
8.0,37.0,2.677945096238595,1.0,113.60000610351562,65.20000457763672,23.255107879638672,7.155416965484619,0.0,38.0,11.0,0.4,0.166
9.0,5.0,2.761086189151724,2.0,93.5689697265625,85.17241668701172,25.068870544433594,7.427813529968262,1.0,43.0,13.0,0.552,-0.072
9.0,6.0,2.7291821850828475,5.0,87.5639419555664,77.00328063964844,26.7976016998291,6.98569917678833,0.0,,,0.36,-0.085
9.0,37.0,2.761086189151724,1.0,114.86207580566406,64.6551742553711,25.254566192626953,7.056422710418701,0.0,38.0,11.0,0.262,0.096
9.0,39.0,2.792821615123599,2.0,119.7189712524414,73.10218811035156,26.57052230834961,7.005732536315918,1.0,40.0,12.0,0.517,0.303
10.0,5.0,2.7291821850828475,2.0,92.78197479248047,85.50164794921875,27.828275680541992,7.730077266693115,1.0,43.0,13.0,2.292,0.551
10.0,6.0,2.761086322309779,5.0,86.7241439819336,77.31034088134766,28.597082138061523,7.056422710418701,0.0,,,0.788,0.406
10.0,37.0,2.819842047543543,1.0,115.50001525878906,64.5,26.56313133239746,6.957010746002197,0.0,38.0,11.0,0.848,0.335
10.0,39.0,2.761086322309779,2.0,121.87931823730469,72.44828796386719,29.15416717529297,7.056423187255859,1.0,40.0,12.0,1.575,0.75
11.0,5.0,2.896614057551693,2.0,96.20589447021484,85.82352447509766,39.290767669677734,7.033533096313477,1.0,43.0,13.0,0.626,0.158
11.0,6.0,2.8753405936060856,5.0,89.33847045898438,77.40769958496094,32.53884506225586,7.104168891906738,0.0,,,,
11.0,37.0,2.9229236922766946,1.0,117.98822784423828,63.44705581665039,30.804128646850586,6.941775321960449,0.0,38.0,11.0,0.485,-0.026
11.0,39.0,2.8318896556828435,2.0,127.3193130493164,70.49783325195312,37.030250549316406,7.695586681365967,1.0,40.0,12.0,0.563,0.574
12.0,5.0,2.9181160207188297,2.0,97.50982666015625,85.543212890625,42.418277740478516,7.313496112823486,1.0,43.0,13.0,0.975,0.258
12.0,7.0,2.889038429514854,6.0,89.59414672851562,77.42731475830078,35.91996383666992,7.371401309967041,0.0,,,,
