TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2
1,1,1,0.484882383787674,84.3425345043915,50.5884567126725,35.9457943831055,7.31924200118336,0,3,2
2,1,1,0.477435736001885,84.8780487804878,50.7707317073171,37.2769800489824,7.32900263075283,0,3,2
3,1,1,0.478164132782796,85.6845637583893,51.3573825503356,39.7052463955264,7.58640580623355,0,3,2
4,1,1,0.47140531460957,85.31822971549,51.0179135932561,43.6474242428485,7.50526261192188,0,3,2
5,1,1,0.45803853308012,85.0267430754537,51.1494746895893,46.9501718591348,7.96378178248609,0,3,2
6,1,1,0.467346035461455,85.6791744840525,51.46904315197,47.5577860316323,8.01792952750068,0,3,2
7,1,1,0.474231514813449,86.4705882352941,51.6631016042781,49.0899972914673,8.12142436085422,0,3,2
8,1,1,0.473940097777859,86.1149042464613,52.158201498751,49.6350249498597,8.55179807412818,0,3,2
9,2,1,0.283422382666761,74.6119873817035,46.6742902208202,25.6067316673961,7.77293305280397,1,0,0
9,3,1,0.618689344596741,96.0102339181286,57.2902046783626,27.1604912186609,7.77677475803272,1,0,4
10,2,1,0.311593947256419,74.5485507246377,46.6630434782609,27.7556178894186,7.87329954644519,1,0,0
10,3,1,0.619517753739905,96.7641369047619,57.6569940476191,27.2734983557247,7.71079602889674,1,0,4
11,4,1,0.455385052365443,85.0150273224044,52.4651639344262,56.2205946268944,9.80509087448048,3,6,5
12,5,1,0.287104283662349,71.265690376569,45.8186889818689,30.2502452565943,7.66263238544211,4,10,9
12,6,1,0.589354535461788,96.4960681520315,57.9534731323722,34.550135141771,7.24588606539213,4,8,7
13,5,1,0.0840169919380388,73.5975765306122,45.2448979591837,36.2155386560462,7.38280433367968,4,10,9
13,6,1,0.306385604450018,95.5303383897316,58.4591598599767,33.9009546686462,9.31228335631848,4,8,7
14,5,1,0.120300224863054,74.3,44.6708860759494,41.0216036519852,6.71511158129163,4,10,9
14,6,1,0.282421622390018,93.75,57.884747706422,36.9035947055473,8.172778639673,4,8,7
15,5,1,0.150875664859998,76.7520759193357,45.0260972716489,50.2798259672975,6.1519446611865,4,10,9
15,6,1,0.249083708020166,91.9436464088398,57.7127071823204,45.6980963135476,6.9888296458647,4,8,7
16,5,1,0.164171460111112,77.1904218928164,45.2286202964652,51.2347413098786,6.24906289228151,4,10,9
16,6,1,0.241332823645277,91.6197257383966,57.9309071729958,48.8659155832402,7.05028638556336,4,8,7
17,5,1,0.197008318832747,80.1205976520811,45.8996798292423,56.8017047094979,6.16313144881426,4,10,9
17,6,1,0.247820621090608,90.0014851485148,57.9217821782178,61.946302321293,6.32021912788137,4,8,7
18,5,1,0.206947009724761,79.6744306418219,46.1625258799172,59.1353100307904,6.24451382239289,4,10,9
18,6,1,0.243580231869402,88.7281976744186,57.9321705426357,64.3249062316395,6.12553623720172,4,8,7
19,5,1,0.224278013718452,82.7886297376093,46.7614188532556,63.9604977219213,6.21534700815488,4,10,9
19,6,1,0.258408944601565,87.6311030741411,57.4941229656419,64.6419962827057,6.25742524202604,4,8,7
20,5,1,0.233303224811542,83.974537037037,46.0259259259259,65.101286158065,6.16444617541443,4,10,9
20,6,1,0.257843837238898,86.5393030794165,56.4902755267423,68.7436882582932,6.52812852259672,4,8,7
21,5,1,0.253863503249005,83.3968192397207,47.1454615981381,81.4308708697543,6.19098242166606,4,10,9
21,6,1,0.267904063433779,85.6432119205298,57.1742549668874,66.7811928029152,6.55616865163821,4,8,7
22,5,1,0.266490311673479,83.8991130820399,47.0838876570584,80.4625539035404,6.36984377395721,4,10,9
22,6,1,0.26806052569959,84.6997716894977,57.1879756468798,71.5031447635402,6.50405071627665,4,8,7
23,5,1,0.281845176890987,84.4355788096795,47.095160235448,87.5748548920167,6.60403330923458,4,10,9
23,7,1,0.263389217219102,67.749658002736,52.6128590971272,43.8289360299397,6.04187402321161,6,0,13
23,8,1,0.341158510736947,102.68768115942,61.9869565217391,41.708865675982,5.81296831870128,6,20,19
24,7,1,0.206206137402869,67.795358649789,52.4064697609001,37.5748990799777,6.97821066102017,6,0,13
24,8,1,0.24100395781036,102.184438040346,62.5093659942363,43.5727543716167,5.53835595833999,6,20,19
24,9,1,0.200961771559584,70.1340956340956,42.8305613305613,43.780589322073,9.16663693406688,5,11,0
24,10,1,0.240839717292231,105.241463414634,53.9552845528455,35.6482663330637,5.6309196476911,5,12,0
25,7,1,0.218725280870006,65.9402709359606,50.8817733990148,36.5542784593479,9.64297866679563,6,0,13
25,8,1,0.149235715896125,100.077012835473,61.9119019836639,46.2507155256637,6.72609955234124,6,20,19
25,11,1,0.173962153549457,74.7657822506862,42.2351326623971,46.8041984726445,10.6172730763134,9,15,14
25,12,1,0.245714813904758,109.454948301329,53.9793205317578,36.8116919129057,6.62025133399961,10,21,0
26,7,1,0.280232232547033,64.8876811594203,50.7167874396135,38.8794356352377,9.1676487111966,6,0,13
26,8,1,0.118141224348739,99.4493087557604,62.2661290322581,43.6628327605372,7.08886815916392,6,20,19
26,11,1,0.180071096533858,76.4319606087735,42.7994628469114,48.5813849962057,11.31270612038,9,15,14
26,12,1,0.245780446009498,111.359135285914,55.0962343096234,37.103020439484,7.36050685873768,10,21,0
27,8,1,0.0994793186028969,97.2201646090535,62.1111111111111,48.4793943637163,7.44771566926757,6,20,19
27,12,1,0.2485875735703,112.176089517079,55.9210836277974,39.9830734015993,11.1964266967587,10,21,0
27,13,1,0.324069030659304,60.8564245810056,49.6,38.6218514011097,10.7505713402933,7,0,17
27,14,1,0.39385240752699,62.7035881435257,40.6115444617785,32.1991347320133,7.28432851653182,11,31,28
27,15,1,0.0270856617065549,93.5125184094256,44.5382916053019,37.3408870054062,5.9225315987832,11,16,0
28,8,1,0.0982972792604964,97.2492654260529,61.8349657198825,50.9502251765224,7.32252279136688,6,20,19
28,12,1,0.30402670792808,115.206021251476,56.4067296340024,37.7666800200245,11.3809982089439,10,21,0
28,13,1,0.218560560997245,62.2642566191446,49.3508146639511,41.5732647981725,14.9351298198463,7,0,17
28,14,1,0.383076877062417,62.9742813918306,40.5794251134644,31.3697851697423,7.98568406279919,11,31,28
28,15,1,0.0529873846471027,95.6024653312789,44.2434514637904,39.1238989501375,5.43298873256848,11,16,0
29,8,1,0.0934986175370787,96.9599636032757,62.2170154686078,55.8538131124355,7.3549982536683,6,20,19
29,12,1,0.278095881322409,116.800960512273,58.4898612593383,42.6056478615693,17.2716188671776,10,21,0
