TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2
1,1,1,0.91541016144721,93.1035936836073,94.3047327227653,24,8.92598255301776,0,2,3
2,1,1,0.899364272864652,92.5885342114804,93.7710539123989,26,9.10799767968325,0,2,3
3,1,1,0.889345212566994,92.4166306292677,93.6832900791554,27,9.12314895755212,0,2,3
4,1,1,0.892907388495884,92,93.49,28,9.12720119330025,0,2,3
5,1,1,0.885315060072107,91.796419943349,92.9194655836987,29,9.27082426880827,0,2,3
6,1,1,0.875613758446952,91.9462944381363,93.2042312130172,31,9.19527357459171,0,2,3
7,1,1,0.87199243354169,91.117193903448,91.8116511968618,36,9.34310862567984,0,2,3
8,1,1,0.867643629700802,90.6185963168262,91.8133128986933,39,9.17294642480269,0,2,3
9,1,1,0.85149374607171,90.623867293076,91.3294300939229,41,9.32161102035334,0,2,3
10,1,1,0.834784491296745,90.3982722251767,92.0170061343837,44,9.29376226954184,0,2,3
11,2,1,0.930112831779408,83.4094408444083,84.2068998350512,24,8.91329163668953,1,4,5
11,3,1,0.744625800866557,99.377670773687,99.8488483468698,24,9.28450428946986,1,6,7
12,2,1,0.87876303397294,83.8159729052753,84.4440769395921,29,9.05226432362099,1,4,5
12,3,1,0.714445245119643,104.397728415982,104.337599212087,29,9.33585572489435,1,6,7
13,2,1,0.850607021166806,83.1541595547795,83.8497634906057,31,9.16644728803044,1,4,5
13,3,1,0.729316944826406,104.324004889264,104.559634626492,32,9.09389284061399,1,6,7
14,2,1,0.862226813819547,81.8810596907365,82.9861224164698,32,9.36421657909124,1,4,5
14,3,1,0.730888008623459,105.853765546639,105.137709038686,34,9.40293360330324,1,6,7
15,2,1,0.885549340869105,80.8486058567848,81.9492963942338,35,9.19868227411798,1,4,5
15,3,1,0.732558562801552,106.844387012843,106.12826713134,37,9.33499229824987,1,6,7
16,2,1,0.895839731747257,80.9320646777779,80.7027987518132,38,9.15896193088082,1,4,5
16,3,1,0.734228661803442,107.845007376906,107.128826108921,40,9.46321084729442,1,6,7
17,3,1,0.701770188152153,111.67721470412,111.371850301511,52,9.43216015717922,1,6,7
17,4,1,1.21560157004959,71.8885347387205,67.3689835838865,25,8.91457914758933,2,10,11
17,5,1,0.862885782360135,84.5654016956553,86.0201088844684,24,9.05455898478365,2,8,9
18,4,1,1.3104201885445,71.2762627581213,64.7811508179879,27,8.84948518822527,2,10,11
18,5,1,0.859970757709551,84.4473180725661,86.1951415563714,26,9.00077678641243,2,8,9
