CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.708333333333333,32,24,0.0585148880559843,63.7083333333333,0.58250213469286
2,0,1,1,NaN,NaN,NaN
3,0,1,1,NaN,NaN,NaN
4,0.466666666666667,40,6,0.49702311555688,47,1.31549958150514
5,1,98,4,0.142480527230651,107.5,0.719865002603888
6,0.5,98,2,0.102369276038203,100.5,0.746232617037894
7,0.466666666666667,34,3,0.082719861205112,37.3333333333333,0.903986464305899
8,0.533333333333333,31,3,-0.178846022194461,34.3333333333333,1.49789113758319
9,0.3,91,2,0.303968000125671,92.5,0.617576983138068
10,0.533333333333333,32,3,0.132714208195679,35,0.546564179641483
11,0.666666666666667,32,3,1.51514187477033,36,0.773482403813491
12,0.5,20,2,-0.0765568168065442,22.5,0.671678961725942
13,0.4,21,2,0.35786135479394,23,0.997622096966736
14,0,75,1,NaN,NaN,NaN
15,0,42,1,NaN,NaN,NaN
