TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,1.831398740197353,1.0,52.62449264526367,137.533203125,34.72003936767578,8.051957130432129,0.0,,,,
2.0,1.0,1.8157750060567805,2.0,55.20588302612305,127.67648315429688,16.73495864868164,7.518604278564453,0.0,,,0.053,-0.049
2.0,2.0,1.6814535496306175,3.0,50.21342086791992,149.07928466796875,18.662927627563477,7.28848123550415,0.0,,,0.168,0.268
3.0,1.0,1.5707963267948966,2.0,55.0,127.5,17.0,8.0,0.0,,,0.521,-0.071
3.0,2.0,1.6704649807883005,3.0,50.14851760864258,150.51486206054688,19.502729415893555,7.562282562255859,0.0,,,0.533,0.099
4.0,1.0,1.8925468995516332,2.0,55.150001525878906,127.05000305175781,19.606117248535156,7.905693531036377,0.0,,,,
4.0,2.0,1.647568220289749,3.0,50.11176300048828,151.04705810546875,22.16529083251953,7.592953681945801,0.0,,,0.367,-0.016
5.0,2.0,1.5707963267948966,3.0,50.0,151.0,24.0,8.0,0.0,,,1.009,-0.69
5.0,3.0,1.8925468662621197,4.0,55.80000305175781,125.60000610351562,20.87103271484375,7.589465618133545,0.0,,,,
6.0,2.0,1.4601391871829597,3.0,49.8780403137207,147.40245056152344,29.043495178222656,8.724091529846191,0.0,,,1.415,-0.683
6.0,4.0,1.4056475823285757,5.0,57.2702751159668,131.1216278076172,26.3038387298584,7.726752281188965,0.0,,,,
7.0,2.0,1.508377556639783,3.0,49.2198486328125,144.0175018310547,36.117027282714844,8.421069145202637,0.0,,,1.777,-0.299
7.0,5.0,1.4513674003425112,6.0,58.342281341552734,134.01895141601562,32.3677864074707,6.235266208648682,0.0,,,,
8.0,2.0,1.5707963267948966,3.0,54.5,140.5,45.0,15.0,0.0,,,,
9.0,6.0,1.5707963267948966,7.0,60.0,135.5,39.0,6.0,0.0,38.0,8.0,,
9.0,7.0,1.6124389075977585,8.0,49.750431060791016,141.98959350585938,44.21163558959961,7.74328088760376,0.0,42.0,9.0,0.677,-0.257
10.0,7.0,1.6563016243209867,8.0,50.18800735473633,140.4732666015625,47.59690475463867,6.945959568023682,0.0,42.0,9.0,1.218,-0.157
10.0,8.0,1.5707963267948966,7.0,59.5,148.5,19.0,7.0,6.0,44.0,11.0,0.4,0.335
10.0,38.0,1.5707963267948966,7.0,61.0,126.0,20.0,6.0,6.0,39.0,13.0,0.2,-0.09
11.0,7.0,1.6879050740160915,8.0,50.55801773071289,139.50682067871094,53.68855285644531,7.536260604858398,0.0,42.0,9.0,,
11.0,8.0,1.5707963267948966,7.0,59.0,150.5,21.0,6.0,6.0,44.0,11.0,1.293,0.591
11.0,38.0,1.5707963267948966,7.0,61.0,125.5,21.0,6.0,6.0,39.0,13.0,1.361,-0.265
12.0,8.0,1.6704649891106793,7.0,59.13862228393555,153.61386108398438,27.463027954101562,6.9652605056762695,6.0,44.0,11.0,0.776,-0.031
12.0,9.0,1.7004988881725887,8.0,49.393123626708984,156.48605346679688,33.6281852722168,6.510071754455566,7.0,47.0,12.0,0.986,0.116
12.0,38.0,1.8766751918240607,7.0,62.64609146118164,123.20401763916016,27.804462432861328,6.574701309204102,6.0,39.0,13.0,0.493,-0.398
12.0,42.0,1.9451299500108117,8.0,54.93259048461914,119.58065795898438,35.634483337402344,7.678699016571045,7.0,43.0,10.0,0.649,-0.382
13.0,8.0,1.670464964143544,7.0,59.103965759277344,153.4604034423828,31.343671798706055,7.064764499664307,6.0,44.0,11.0,0.59,-0.27
13.0,9.0,1.6879050740160915,8.0,49.37030792236328,157.10238647460938,38.557613372802734,7.06889533996582,7.0,47.0,12.0,0.766,-0.105
13.0,38.0,1.9513026580749109,7.0,63.74137496948242,120.39655303955078,30.268341064453125,6.870728015899658,6.0,39.0,13.0,0.565,-0.251
13.0,42.0,1.9832067620123284,8.0,56.13606643676758,116.90328216552734,38.879425048828125,7.9591169357299805,7.0,43.0,10.0,1.271,-0.192
14.0,8.0,1.7607846244197387,7.0,59.9457893371582,151.68186950683594,34.29468536376953,7.402817726135254,6.0,44.0,11.0,0.757,-0.183
14.0,9.0,1.778292545031542,8.0,49.52520751953125,156.50531005859375,42.38665771484375,6.901350975036621,7.0,47.0,12.0,1.024,-0.122
14.0,38.0,2.034443917435608,7.0,64.80000305175781,118.40000915527344,33.093807220458984,6.260990142822266,6.0,39.0,13.0,0.537,-0.559
14.0,42.0,2.059130255607666,8.0,56.196128845214844,115.80731964111328,45.23208236694336,7.7824578285217285,7.0,43.0,10.0,1.061,0.254
15.0,8.0,1.8063413238169066,7.0,60.08623504638672,150.6407012939453,38.07868957519531,7.467934608459473,6.0,44.0,11.0,,
15.0,9.0,1.7894652881079947,8.0,49.470584869384766,155.88235473632812,47.50776290893555,6.941773891448975,7.0,47.0,12.0,,
15.0,38.0,2.034443917435608,7.0,67.4000015258789,113.70001220703125,35.7770881652832,6.7082037925720215,6.0,39.0,13.0,0.999,-0.502
15.0,42.0,2.045196197310208,8.0,55.056365966796875,117.75868225097656,50.537025451660156,6.852069854736328,7.0,43.0,10.0,,
16.0,10.0,1.9513026580749109,8.0,48.6551628112793,131.862060546875,25.997346878051758,6.313641548156738,42.0,50.0,14.0,1.256,0.743
16.0,11.0,1.7681918907414147,7.0,64.38461303710938,137.07693481445312,16.86598777770996,6.667948246002197,8.0,53.0,17.0,1.814,-0.931
16.0,12.0,1.9756881256228167,8.0,53.681026458740234,142.0775909423828,22.978628158569336,5.777483940124512,9.0,55.0,15.0,1.281,1.037
16.0,38.0,2.0647377410199095,7.0,69.47018432617188,109.48394775390625,40.7725830078125,6.70512580871582,6.0,39.0,13.0,,
16.0,43.0,2.0988708442106963,8.0,60.909332275390625,106.15543365478516,27.424976348876953,6.046452522277832,42.0,,,0.791,-0.138
16.0,44.0,1.7681918907414147,7.0,57.403846740722656,158.4807586669922,20.003847122192383,7.2562971115112305,8.0,45.0,16.0,1.461,0.109
16.0,47.0,1.6539375611884588,8.0,46.54483413696289,167.9620819091797,24.415372848510742,6.2284111976623535,9.0,48.0,19.0,2.459,0.096
17.0,10.0,1.8692952728378285,8.0,47.078372955322266,136.37026977539062,32.27592849731445,6.1022820472717285,42.0,50.0,14.0,0.825,0.471
17.0,11.0,2.034443917435608,7.0,67.5999984741211,130.30001831054688,25.93838882446289,6.7082037925720215,8.0,53.0,17.0,0.443,-0.171
17.0,12.0,1.9237867445341579,8.0,52.546348571777344,148.01707458496094,29.38495635986328,5.580672264099121,9.0,55.0,15.0,0.574,0.458
17.0,13.0,2.1995925620333883,7.0,62.697288513183594,120.41622161865234,22.203481674194336,6.175803184509277,38.0,57.0,18.0,0.552,0.032
17.0,39.0,2.0988708442106963,7.0,77.9974136352539,95.29014587402344,30.016313552856445,7.05419397354126,38.0,40.0,20.0,0.368,-0.139
17.0,43.0,2.089942463498151,8.0,62.67692565917969,104.31538391113281,31.38078498840332,6.697875499725342,42.0,,,0.476,-0.022
17.0,44.0,1.997423814465121,7.0,58.03081512451172,158.83218383789062,27.310993194580078,6.869128227233887,8.0,45.0,16.0,0.625,0.169
17.0,47.0,1.1232763403730002,8.0,43.366050720214844,169.30429077148438,36.710018157958984,9.051291465759277,9.0,48.0,19.0,0.371,0.087
18.0,10.0,1.8490959782731475,8.0,46.009429931640625,139.21697998046875,36.40054702758789,6.4559454917907715,42.0,50.0,14.0,0.874,0.089
18.0,11.0,2.089942463498151,7.0,68.30769348144531,128.9615478515625,28.155881881713867,6.945944309234619,8.0,53.0,17.0,0.797,-0.285
18.0,12.0,1.8925468995516332,8.0,51.95000457763672,150.64999389648438,32.25522994995117,5.375871658325195,9.0,55.0,15.0,0.775,0.408
18.0,13.0,2.1587988596668,7.0,62.80767822265625,120.5384521484375,24.961509704589844,5.824352264404297,38.0,57.0,18.0,0.427,-0.16
18.0,39.0,2.0778948553588505,7.0,78.8396224975586,93.68868255615234,31.858173370361328,6.799000263214111,38.0,40.0,20.0,0.885,-0.319
18.0,43.0,2.0988708442106963,8.0,62.74870300292969,104.14507293701172,33.75935363769531,6.7662672996521,42.0,,,0.517,-0.217
18.0,44.0,1.9347752800869609,7.0,58.16831970214844,159.6831817626953,30.43760108947754,6.051920413970947,8.0,45.0,16.0,0.807,0.36
18.0,47.0,1.0603079603479215,8.0,41.8885498046875,170.12242126464844,38.56476593017578,8.201557159423828,9.0,48.0,19.0,0.522,0.036
19.0,10.0,1.8000282505186034,8.0,45.861961364746094,139.7344512939453,40.771488189697266,7.07658052444458,42.0,50.0,14.0,,
19.0,11.0,2.0831858240755383,7.0,69.42729187011719,126.74034881591797,32.139347076416016,6.8091840744018555,8.0,53.0,17.0,0.817,-0.182
19.0,12.0,1.8438050262012167,8.0,52.24184036254883,152.7077178955078,36.13040542602539,5.931858539581299,9.0,55.0,15.0,,
