ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,126.04575163398692,122.45751633986929,0,1
1,2,1,120.08045977011494,136.5977011494253,0,2
2,1,1,124.9659090909091,122.85227272727273,0,1
2,2,1,121.18357487922705,135.68599033816426,0,2
3,1,1,124.26486486486486,123.16216216216216,0,1
3,2,1,121.89041095890411,135.31963470319636,0,2
4,1,1,123.68911917098445,123.51295336787565,0,1
4,2,1,122.51709401709402,135.05555555555554,0,2
5,1,1,123.3,123.85,0,1
5,2,1,122.80658436213992,134.76954732510288,0,2
6,1,1,123.1336898395722,123.77540106951872,0,1
6,2,1,123.06153846153846,134.65,0,2
7,1,1,122.87623762376238,124.11386138613861,0,1
7,2,1,124.44701986754967,133.8112582781457,0,2
8,1,1,122.57142857142857,124.29047619047618,0,1
8,2,1,124.7710843373494,133.63855421686748,0,2
9,1,1,122.34722222222223,124.35648148148148,0,1
9,2,1,125.48179271708683,133.2156862745098,0,2
10,1,1,122.16517857142857,124.54017857142857,0,1
10,2,1,126.09326424870466,132.82124352331607,0,2
11,1,1,122.11764705882354,124.79638009049773,0,1
11,2,1,136.49756097560976,124.83414634146341,0,2
11,3,1,116.09004739336493,140.28436018957345,0,3
12,1,1,140.11929824561403,122.9298245614035,0,1
12,2,1,123.00411522633745,124.94238683127573,0,2
12,3,1,115.40501792114695,140.0573476702509,0,3
13,1,1,139.47923322683707,124.89776357827476,0,1
13,2,1,123.0,124.85245901639344,0,2
13,3,1,115.77854671280276,139.91003460207614,0,3
14,1,1,143.72727272727272,115.32386363636364,0,1
14,2,1,122.13178294573643,125.01162790697674,0,2
14,3,1,135.69411764705882,135.9764705882353,0,3
14,4,1,115.49535603715171,139.90712074303406,0,4
15,1,1,144.31914893617022,116.80319148936171,0,1
15,2,1,120.8,125.61153846153846,0,2
15,3,1,118.45272206303724,137.8567335243553,0,3
15,4,1,133.22279792746113,138.1761658031088,0,4
16,1,1,144.55172413793105,117.41379310344827,0,1
16,2,1,120.50191570881226,125.96168582375479,0,2
16,3,1,129.59322033898306,129.32203389830508,0,3
16,4,1,131.71219512195123,139.0878048780488,0,4
16,5,1,110.16161616161617,143.9747474747475,0,5
17,1,1,145.91417910447763,122.45149253731343,0,1
17,2,1,133.612,122.392,0,2
17,3,1,119.03846153846153,126.6993006993007,0,3
17,4,1,128.1455223880597,141.36567164179104,0,4
17,5,1,110.51476793248945,144.46413502109704,0,5
18,1,1,145.8404255319149,123.15248226950355,0,1
18,2,1,134.57037037037037,121.17407407407407,0,2
18,3,1,119.46570397111914,126.70397111913357,0,3
18,4,1,133.73015873015873,135.96031746031747,0,4
18,5,1,110.12612612612612,144.17567567567568,0,5
18,6,1,120.47945205479452,147.94520547945206,0,6
19,1,1,139.54320987654322,113.09876543209876,0,1
19,2,1,146.2168284789644,123.72815533980582,0,2
19,3,1,119.30263157894737,126.52631578947368,0,3
19,4,1,129.0820895522388,129.61194029850745,0,4
19,5,1,134.0758620689655,135.86206896551724,0,5
19,6,1,109.36238532110092,144.4954128440367,0,6
19,7,1,119.26875,148.825,0,7
20,1,1,139.82258064516128,111.97311827956989,0,1
20,2,1,148.4327485380117,112.85964912280701,0,2
20,3,1,118.72523961661342,126.5591054313099,0,3
20,4,1,128.66666666666666,131.19333333333333,0,4
