Channel_bacteria_img,Count_FilterObjects,Count_RunOmnipose,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05RunOmnipose,ExecutionTime_06FilterObjects,ExecutionTime_07TrackObjects,ExecutionTime_08MeasureObjectSizeShape,ExecutionTime_09MeasureObjectNeighbors,ExecutionTime_10ConvertObjectsToImage,ExecutionTime_11ConvertObjectsToImage,ExecutionTime_12Tile,ExecutionTime_13SaveImages,ExecutionTime_14SaveImages,ExecutionTime_15SaveImages,ExecutionTime_16SaveImages,FileName_bacteria_img,Frame_bacteria_img,Group_Index,Group_Length,Group_Number,Height_bacteria_img,ImageNumber,ImageSet_ImageSet,MD5Digest_bacteria_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05RunOmnipose,ModuleError_06FilterObjects,ModuleError_07TrackObjects,ModuleError_08MeasureObjectSizeShape,ModuleError_09MeasureObjectNeighbors,ModuleError_10ConvertObjectsToImage,ModuleError_11ConvertObjectsToImage,ModuleError_12Tile,ModuleError_13SaveImages,ModuleError_14SaveImages,ModuleError_15SaveImages,ModuleError_16SaveImages,PathName_bacteria_img,ProcessingStatus,Scaling_bacteria_img,Series_bacteria_img,TrackObjects_LostObjectCount_FilterObjects_50,TrackObjects_MergedObjectCount_FilterObjects_50,TrackObjects_NewObjectCount_FilterObjects_50,TrackObjects_SplitObjectCount_FilterObjects_50,URL_bacteria_img,Width_bacteria_img
-1,2.0,2.0,0.0,0.0,0.9299999999999997,0.0,4.040000000000001,0.019999999999999574,0.0600000000000005,0.129999999999999,0.019999999999999574,0.0,0.0,0.0,0.03999999999999915,0.0,0.0,0.0,baby6_T00.tif,0,1,36,1,240,1,b'eLsH00PlG01JA5LTDfRKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMZPkM4=',c2dd1bbea871a645b956c2921a352013,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T00.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,2,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T00.tif,222
-1,2.0,2.0,0.0,0.0,0.35999999999999943,0.0,3.6500000000000004,0.04999999999999716,0.13000000000000256,0.120000000000001,0.019999999999999574,0.010000000000001563,0.0,0.0,0.019999999999999574,0.0,0.0,0.010000000000001563,baby6_T01.tif,0,2,36,1,240,2,b'eLsH00PlG01JA5LTDfVKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMackM8=',3135d07de746781b3741f3267b32ef26,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T01.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T01.tif,222
-1,2.0,2.0,0.0,0.0,0.240000000000002,0.0,4.210000000000001,0.10999999999999943,0.05000000000000071,0.11999999999999744,0.019999999999999574,0.010000000000001563,0.0,0.0,0.010000000000001563,0.0,0.0,0.00999999999999801,baby6_T02.tif,0,3,36,1,240,3,b'eLsH00PlG01JA5LTjfRKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMbpkNA=',4dea6ff1ab8da695dc9aa54dd41d45be,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T02.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T02.tif,222
-1,2.0,2.0,0.0,0.0,0.23000000000000398,0.0,3.469999999999999,0.05999999999999872,0.13000000000000256,0.129999999999999,0.019999999999999574,0.0,0.0,0.0,0.019999999999999574,0.0,0.0,0.0,baby6_T03.tif,0,4,36,1,240,4,b'eLsH00PlG01JA5LTjfVKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMc2kNE=',983a6f382ffb681100204b75754b3733,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T03.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T03.tif,222
-1,2.0,2.0,0.0,0.0,0.3999999999999986,0.0,4.779999999999994,0.04999999999999716,0.13000000000000256,0.11999999999999744,0.020000000000003126,0.0,0.0,0.0,0.020000000000003126,0.0,0.0,0.0,baby6_T04.tif,0,5,36,1,240,5,b'eLsH00PlG01JA5LTTfRKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMeDkNI=',6cb9a4cffd428096ac087ce3b3751c9b,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T04.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T04.tif,222
-1,2.0,2.0,0.0,0.0,0.23000000000000398,0.0,3.3000000000000043,0.04999999999999716,0.12000000000000455,0.11999999999999744,0.020000000000003126,0.00999999999999801,0.0,0.0,0.020000000000003126,0.0,0.0,0.00999999999999801,baby6_T05.tif,0,6,36,1,240,6,b'eLsH00PlG01JA5LTTfVKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMfQkNM=',bd4ae1d84844ee2fbfbe2c515c50573b,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T05.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T05.tif,222
-1,2.0,2.0,0.0,0.0,0.0899999999999963,0.0,4.5,0.05000000000000426,0.12999999999999545,0.11999999999999744,0.020000000000003126,0.00999999999999801,0.0,0.0,0.00999999999999801,0.0,0.0,0.00999999999999801,baby6_T06.tif,0,7,36,1,240,7,b'eLsH00PlG01JA5LTzfRKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMgdkNQ=',9637f5ade60faa7167aa8f1fa2f115c7,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T06.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T06.tif,222
-1,2.0,2.0,0.0,0.0,0.14999999999999858,0.0,3.220000000000006,0.04000000000000625,0.12999999999999545,0.11999999999999744,0.020000000000003126,0.0,0.0,0.0,0.020000000000003126,0.0,0.00999999999999801,0.0,baby6_T07.tif,0,8,36,1,240,8,b'eLsH00PlG01JA5LTzfVKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMhqkNU=',88a9d650d647639814baba73ea17019d,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T07.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T07.tif,222
-1,2.0,2.0,0.0,0.0,0.10999999999999943,0.0,3.220000000000006,0.10000000000000142,0.03999999999999915,0.11999999999999744,0.01999999999999602,0.010000000000005116,0.0,0.0,0.01999999999999602,0.0,0.0,0.0,baby6_T08.tif,0,9,36,1,240,9,b'eLsH00PlG01JA5LTLfRKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMi3kNY=',2ac55bb9c6a49c3144bd9973381c01ee,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T08.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T08.tif,222
-1,2.0,2.0,0.0,0.0,0.0799999999999983,0.0,3.1899999999999906,0.03999999999999915,0.12000000000000455,0.12999999999999545,0.020000000000003126,0.00999999999999801,0.0,0.0,0.020000000000003126,0.0,0.0,0.00999999999999801,baby6_T09.tif,0,10,36,1,240,10,b'eLsH00PlG01JA5LTLfVKMtPAWRrmVmBYgNyAmflBDEQBAA4NIAMcokAaGM52AMkEkNc=',c51ef979a66af4a118dc97bad52e14c4,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T09.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby6++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby6%2B%2B/modified_raw/baby6_T09.tif,222
