TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-0.13029622996361714,1,116.22433460076046,84.8555133079848,0.097,-0.022,False,34.50464374203574,10.068275396891648,0
1,2,-0.3971075358743918,2,204.99221789883268,102.863813229572,0.138,-0.018,False,33.07601253213109,10.07205111080544,0
2,1,-0.12839735775357408,1,116.1,84.83703703703704,0.408,-0.127,False,34.98856098154412,10.174084032496586,0
2,2,-0.40015405864879655,2,204.89733840304183,102.84790874524715,0.493,-0.024,False,33.763724781523145,10.078244377913876,0
3,1,-0.12946138938773455,1,115.23448275862069,84.94137931034483,0.184,-0.013,False,37.030584390208446,10.313420391484753,0
3,2,-0.39161335725618046,2,204.65972222222223,103.05208333333331,0.154,-0.017,False,36.22928120371632,10.340795236168669,0
4,1,-0.1373879452309585,1,115.22602739726028,84.8458904109589,0.46,-0.029,False,37.95102134889409,10.11180476359679,0
4,2,-0.39636228482222957,2,204.5586206896552,103.06896551724138,0.531,-0.019,False,36.997274101158126,10.213324940925702,0
5,1,-0.1474457048886987,1,115.084142394822,84.79288025889967,0.243,-0.064,False,40.25322149746826,10.125659881533393,0
5,2,-0.39511576525363185,2,204.52131147540985,102.9344262295082,0.297,-0.035,False,39.65213610883675,10.043800977312223,0
6,1,-0.14201974696281325,1,114.68615384615384,84.79076923076923,0.673,-0.082,False,41.46608000738979,10.359021020977636,0
6,2,-0.4012591918099262,2,204.20807453416148,103.16459627329192,0.627,-0.104,False,41.13633307854303,10.253562164496287,0
7,1,-0.14277112208213416,1,114.15193370165746,84.8232044198895,0.425,-0.0,False,44.82976247981696,10.81373014867474,0
7,2,-0.4142937410159215,2,203.54038997214485,103.32869080779945,0.257,0.047,False,44.27087809613531,10.586970873039617,0
8,1,-0.14233784666588195,1,114.41046831955924,84.47107438016529,0.695,-0.081,False,46.954713448919904,10.493354482543586,0
8,2,-0.4106652237735372,2,203.8559782608696,103.22826086956522,0.648,0.01,False,45.55616306186685,10.62159632978417,0
9,1,-0.1430870093300167,1,113.96850393700788,84.38582677165354,0.22,0.013,False,50.42941314225141,10.448673794431564,0
9,2,-0.41720796808754523,2,203.9922680412371,103.0721649484536,0.293,0.028,False,48.79686583357555,10.482098421482007,0
10,1,-0.1392793541168248,1,114.14357682619648,84.26196473551637,0.989,-0.264,False,51.52866331390552,10.663327404029069,0
10,2,-0.42099903557469454,2,204.213567839196,102.9422110552764,0.886,-0.085,False,50.2609862113082,10.422472929625954,0
11,1,-0.1331241841833977,1,112.46888888888888,84.29777777777778,0.576,-0.157,False,56.47161667548516,11.21952911283964,0
11,2,-0.43186141106437603,2,203.6485260770975,103.1156462585034,0.326,0.004,False,54.6895496775628,10.703425093310976,0
12,1,-0.11329294105137863,1,111.68201754385964,84.04166666666667,,,True,59.35219725393884,11.180538055320998,0
12,2,-0.4322887684378323,2,203.6887417218543,103.08388520971305,1.25,-0.063,False,56.32122128529362,10.661827065286277,0
13,3,-0.28711552493197756,1,126.31174089068826,81.89878542510121,0.322,0.092,False,30.42323029887382,10.570552014586234,1
13,4,-3.029894819911204,1,97.96551724137932,85.22605363984674,0.257,-0.09,False,34.09054915955,10.034506248473932,1
13,2,-0.45271880362531436,2,203.26305220883532,103.22489959839358,0.538,-0.026,False,62.569734484266405,10.67949740866382,0
