CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,24.0,24.0,0.0,1,NaN,1.5707963267948966
1,2,25.0,25.0,0.0,1,NaN,1.5707963267948966
2,3,26.218914031982422,26.218914031982422,0.0,1,NaN,1.6421037882399347
3,4,27.0,27.0,0.0,1,NaN,1.5707963267948966
4,5,28.0,28.0,0.0,1,NaN,1.5707963267948966
5,6,32.0,32.0,0.0,1,NaN,1.5707963267948966
6,7,34.0,34.0,0.0,1,NaN,1.5707963267948966
7,8,38.0,38.0,0.0,1,NaN,1.5707963267948966
8,9,40.0,40.0,0.0,1,NaN,1.5707963267948966
9,10,43.0,43.0,0.0,1,NaN,1.5707963267948966
10,11,28.337688446044922,28.337688446044922,0.0,1,NaN,1.480136464334201
11,12,22.0,22.0,0.0,1,NaN,1.5707963267948966
12,13,29.35359764099121,29.35359764099121,0.0,1,NaN,1.4711276561567357
13,14,21.86506462097168,21.86506462097168,0.0,1,NaN,1.7359450046821898
14,15,51.98506546020508,51.98506546020508,0.0,1,NaN,1.5208379547480455
15,16,28.547359466552734,28.547359466552734,0.0,1,NaN,1.4382448072292002
16,17,22.851459503173828,22.851459503173828,0.0,1,NaN,1.7359450046821898
17,18,29.37479019165039,29.37479019165039,0.0,1,NaN,1.4601391871829597
18,19,25.49509620666504,25.49509620666504,0.0,1,NaN,1.7681918907414147
19.0,20.0,31.28709602355957,31.28709602355957,0.089,9.0,0.529,1.8157750060567805
20,21,35.42546844482422,35.42546844482422,0.0,1,NaN,1.8281200393555723
21,21,19.596181869506836,19.596181869506836,0.0,1,NaN,1.9890206756985669
22.0,22.0,21.021188735961914,21.021188735961914,0.015,7.0,0.6,1.997423814465121
23,21,20.044952392578125,20.044952392578125,0.0,1,NaN,1.7818896600711553
24,23,19.922348022460938,19.922348022460938,0.0,1,NaN,1.8925468662621197
25,24,58.89052963256836,58.89052963256836,0.0,1,NaN,1.7868813227708318
26,25,45.71111297607422,45.71111297607422,0.0,1,NaN,2.1375255288792467
27.0,26.0,37.0292854309082,37.0292854309082,-0.058,2.0,0.376,1.7506498150886307
28.0,27.0,27.16451644897461,27.16451644897461,-0.231,5.0,0.48,1.6704649807883005
29.0,28.0,25.04680633544922,25.04680633544922,0.033,5.0,0.323,1.9295670358116337
30.0,29.0,28.526355743408203,28.526355743408203,0.208,11.0,0.58,2.279422679921276
31,30,34.47104263305664,34.47104263305664,0.0,1,NaN,1.839963799158184
32.0,31.0,37.355224609375,37.355224609375,0.293,7.0,0.532,1.862253142546359
33,32,36.981300354003906,36.981300354003906,0.0,1,NaN,1.8692952728378285
34,33,44.24367904663086,44.24367904663086,0.0,1,NaN,1.8568477910608525
35,34,20.240793228149414,20.240793228149414,0.0,1,NaN,1.9513027246539383
36,35,18.91777801513672,18.91777801513672,0.0,1,NaN,1.8157750060567805
37.0,36.0,48.07619094848633,48.07619094848633,-0.001,2.0,0.25,1.8490959782731475
38,37,21.76235580444336,21.76235580444336,0.0,1,NaN,1.8692952728378285
39,38,19.922786712646484,19.922786712646484,0.0,1,NaN,1.8622531092568455
40.0,27.0,26.19384765625,26.19384765625,0.031,6.0,0.863,1.3258177307567967
41.0,36.0,26.906909942626953,26.906909942626953,-0.068,2.0,-0.188,1.9138202636286996
42.0,28.0,20.57182502746582,20.57182502746582,0.303,5.0,0.38,2.034443917435608
43,39,29.680906295776367,29.680906295776367,0.0,1,NaN,2.147171564926541
44.0,40.0,25.961458206176758,25.961458206176758,-0.199,2.0,0.343,1.8417431902405206
45.0,41.0,30.983959197998047,30.983959197998047,-0.018,4.0,0.54,2.221873033766182
46.0,42.0,29.407323837280273,29.407323837280273,-0.091,7.0,0.605,1.8662371649580904
47,43,32.85966491699219,32.85966491699219,0.0,1,NaN,1.8662371649580904
48,44,26.546476364135742,26.546476364135742,0.0,1,NaN,1.8736811995475664
49.0,31.0,31.325366973876953,31.325366973876953,-0.223,3.0,0.645,1.480136464334201
50.0,45.0,36.38365936279297,36.38365936279297,0.143,2.0,0.493,1.905533138817132
51.0,46.0,28.44744110107422,28.44744110107422,0.171,7.0,0.331,1.862253075967332
52.0,41.0,26.41575050354004,26.41575050354004,0.004,5.0,0.424,2.1025203735895137
53.0,45.0,27.51346778869629,27.51346778869629,0.606,5.0,0.523,1.9074710878528691
54.0,28.0,18.368688583374023,18.368688583374023,-0.076,5.0,0.328,1.9195672986820635
55,28,41.2843017578125,41.2843017578125,0.0,1,NaN,1.6614562142227272
56.0,27.0,26.40062713623047,26.40062713623047,-0.084,4.0,0.597,1.997423814465121
57.0,27.0,27.619029998779297,27.619029998779297,-0.235,4.0,0.514,1.7359450046821898
58,47,63.918235778808594,63.918235778808594,0.0,1,NaN,1.6614562142227272
59.0,48.0,45.00927734375,45.00927734375,-0.135,2.0,0.446,1.5395565151018855
60.0,47.0,47.44072723388672,47.44072723388672,0.112,3.0,0.596,1.6614562225451057
61.0,42.0,24.734548568725586,24.734548568725586,0.076,2.0,0.256,1.7975951699019501
62.0,48.0,23.41148567199707,23.41148567199707,0.036,2.0,0.289,1.4601391871829597
63,28,25.97057342529297,25.97057342529297,0.0,1,NaN,1.5232132281242874
64.0,21.0,17.0,17.0,-0.051,7.0,0.626,1.5707963267948966
65.0,21.0,20.1481876373291,19.0,-0.206,4.0,0.63,1.5707963267948966
66.0,27.0,25.223705291748047,30.0,-0.143,6.0,0.862,1.5707963267948966
67.0,27.0,28.30162811279297,32.24903106689453,0.657,4.0,0.585,1.4464413512741916
68.0,28.0,19.677400588989258,26.355022430419922,-0.081,5.0,0.313,1.9416876145648025
69.0,28.0,17.971628189086914,27.280027389526367,-0.219,5.0,0.28,2.034443917435608
70.0,31.0,28.640262603759766,39.367408752441406,0.505,2.0,0.267,1.9513027246539383
71,36,29.725406646728516,50.58036422729492,0.0,1,NaN,1.867342143783878
72.0,27.0,28.247150421142578,28.621673583984375,0.041,4.0,0.463,1.3909428052116488
73.0,28.0,39.235939025878906,23.702320098876953,0.333,4.0,0.447,2.034443917435608
74,28,24.450284957885742,25.491174697875977,0.0,1,NaN,2.034443917435608
75.0,41.0,26.407827377319336,34.600006103515625,0.088,5.0,0.427,2.214297339150315
76.0,42.0,27.783184051513672,31.888917922973633,-0.063,2.0,0.129,1.8588517532021098
77.0,45.0,24.038095474243164,41.315528869628906,0.155,5.0,0.443,1.929566935943093
78.0,47.0,62.455078125,62.455078125,0.053,3.0,0.201,1.6556981187284612
79.0,48.0,26.468236923217773,49.465938568115234,-0.166,2.0,0.136,1.3932002337096543
