CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,49.175537109375,49.175537109375,0.0,1,NaN,2.7049653955004844
1,2,31.0,31.0,0.0,1,NaN,3.141592653589793
2,3,54.11284255981445,54.11284255981445,0.0,1,NaN,2.677945096238595
3,4,35.0,35.0,0.0,1,NaN,3.141592653589793
4,5,14.142135620117188,14.142135620117188,0.0,1,NaN,2.356194490192345
5.0,6.0,39.88521957397461,39.88521957397461,0.437,2.0,2.276,2.7118303590004365
6.0,7.0,36.17694091796875,36.17694091796875,0.002,2.0,0.583,0.04164258080286206
7,8,66.35858154296875,66.35858154296875,0.0,1,NaN,2.6224464835970247
8,9,43.076080322265625,43.076080322265625,0.0,1,NaN,0.03332099718350226
9,10,74.08380126953125,74.08380126953125,0.0,1,NaN,2.6043079597286045
10,11,50.08464813232422,50.08464813232422,0.0,1,NaN,3.0961695117212926
11,12,77.1708984375,77.1708984375,0.0,1,NaN,2.607197090037177
12,13,50.15245056152344,50.15245056152344,0.0,1,NaN,3.1177875887119564
13,14,85.96282958984375,85.96282958984375,0.0,1,NaN,2.5846911817181075
14,15,55.324974060058594,55.324974060058594,0.0,1,NaN,3.080444477590756
15,16,90.11592864990234,90.11592864990234,0.0,1,NaN,2.576108745631164
16,17,57.451011657714844,57.451011657714844,0.0,1,NaN,3.0633215502040376
17,18,101.23748779296875,101.23748779296875,0.0,1,NaN,2.5770233417285247
18,19,63.41884231567383,63.41884231567383,0.0,1,NaN,3.0676537143492695
19,20,105.3919448852539,105.3919448852539,0.0,1,NaN,2.5658343367246657
20,21,65.53781127929688,65.53781127929688,0.0,1,NaN,3.054097425452439
21.0,22.0,63.06987762451172,63.06987762451172,-1.309,2.0,5.228,2.582993349944155
22,23,55.481319427490234,55.481319427490234,0.0,1,NaN,2.687290661135901
23,24,70.99781036376953,70.99781036376953,0.0,1,NaN,2.997438406944894
24.0,24.0,39.53536605834961,39.53536605834961,0.043,3.0,0.34,2.7445132045301066
25,22,68.11876678466797,68.11876678466797,0.0,1,NaN,2.717923671574537
26,24,19.683704376220703,19.683704376220703,0.0,1,NaN,0.38050639785904167
27,25,77.38533020019531,77.38533020019531,0.0,1,NaN,2.6918329486911405
28,26,72.0895767211914,72.0895767211914,0.0,1,NaN,2.723368238107095
29,27,42.460113525390625,42.460113525390625,0.0,1,NaN,2.5625183682723804
30,28,79.84979248046875,79.84979248046875,0.0,1,NaN,2.7552554642611047
31,29,18.382904052734375,18.382904052734375,0.0,1,NaN,0.40489176553840667
32,30,22.803504943847656,22.803504943847656,0.0,1,NaN,0.26625207662846423
33,31,49.239341735839844,49.239341735839844,0.0,1,NaN,2.7091847747735516
34.0,32.0,45.15571975708008,45.15571975708008,-0.247,9.0,0.837,2.6271412371246714
35.0,33.0,47.19721984863281,47.19721984863281,-0.172,5.0,2.46,2.9718144030425333
36.0,34.0,47.684505462646484,47.684505462646484,0.102,9.0,1.108,2.9361972866238135
37,35,33.27442932128906,33.27442932128906,0.0,1,NaN,2.5431737653252906
38.0,36.0,24.935791015625,24.935791015625,-0.107,2.0,0.384,0.3028848394631561
39,37,33.55216979980469,33.55216979980469,0.0,1,NaN,0.37089128776990593
40.0,38.0,27.724870681762695,27.724870681762695,-0.014,9.0,0.481,2.408777474072496
41.0,37.0,29.720592498779297,29.720592498779297,0.108,2.0,0.223,0.37089128776990593
42.0,37.0,33.917999267578125,33.917999267578125,0.063,3.0,0.416,0.3487710051766805
43.0,39.0,39.141109466552734,39.141109466552734,-0.366,5.0,-0.57,0.4002406545631242
44.0,33.0,28.581478118896484,28.581478118896484,-0.343,2.0,2.597,2.770701399109401
45.0,40.0,68.98169708251953,68.98169708251953,0.033,4.0,0.935,2.8089728881866027
46.0,33.0,31.25547218322754,31.25547218322754,-0.109,2.0,0.132,1.7975951699019501
47.0,37.0,22.335664749145508,22.335664749145508,-0.0,2.0,0.1,0.13255155285520998
48.0,37.0,24.349536895751953,24.349536895751953,0.027,2.0,0.067,0.3217505061777093
49,37,18.0,18.0,0.0,1,NaN,3.141592653589793
50,22,46.39951705932617,115.35228729248047,0.0,1,NaN,2.6224464835970247
51.0,24.0,39.557987213134766,39.557987213134766,-0.171,2.0,0.444,0.35144481891112006
52,24,23.040882110595703,43.99941635131836,0.0,1,NaN,0.3487710051766805
53,33,25.491174697875977,52.6076774597168,0.0,1,NaN,2.9764439091234722
54.0,37.0,27.643281936645508,27.643281936645508,0.852,3.0,2.536,0.18534793916246067
55.0,37.0,33.47024154663086,60.71999740600586,0.008,3.0,0.565,0.2837941023469776
56.0,37.0,25.58991813659668,65.68522644042969,-0.003,2.0,0.142,0.337878176975552
57,37,42.719810485839844,38.313053131103516,0.0,1,NaN,0.29145678246194895
58,37,24.665761947631836,40.160926818847656,0.0,1,NaN,0.3217505061777093
59.0,33.0,30.868541717529297,54.549407958984375,0.023,2.0,0.133,2.31274361884813
