ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,134.63387978142077,52.21311475409836,0,1
1,2,1,110.59473684210526,56.463157894736845,0,2
1,3,1,129.84491978609626,76.9572192513369,0,3
1,4,1,79.91052631578947,85.63684210526316,0,4
1,5,1,151.42391304347825,88.67391304347827,0,5
1,6,1,93.93820224719101,104.75842696629213,0,6
2,1,1,134.68508287292818,52.232044198895025,0,1
2,2,1,110.60416666666667,56.463541666666664,0,2
2,3,1,129.4153005464481,76.51912568306011,0,3
2,4,1,79.84126984126983,85.42857142857143,0,4
2,5,1,151.20430107526883,88.53763440860214,0,5
2,6,1,93.84065934065934,104.72527472527473,0,6
3,1,1,134.75,52.34444444444444,0,1
3,2,1,110.8238341968912,56.40414507772021,0,2
3,3,1,128.85561497326202,76.16042780748663,0,3
3,4,1,80.05759162303664,85.46596858638743,0,4
3,5,1,151.14054054054054,88.58378378378379,0,5
3,6,1,93.64864864864865,104.65405405405406,0,6
4,1,1,134.7391304347826,52.58152173913044,0,1
4,2,1,110.5721649484536,56.371134020618555,0,2
4,3,1,128.06153846153848,75.67692307692307,0,3
4,4,1,81.07772020725389,85.94818652849742,0,4
4,5,1,150.9157894736842,88.49473684210527,0,5
4,6,1,92.87234042553192,104.41489361702128,0,6
5,1,1,134.63730569948186,52.829015544041454,0,1
5,2,1,110.90686274509804,56.1764705882353,0,2
5,3,1,127.69897959183673,75.31632653061224,0,3
5,4,1,81.37810945273633,86.06965174129353,0,4
5,5,1,150.65128205128204,88.31794871794872,0,5
5,6,1,92.76165803108809,104.30569948186529,0,6
6,1,1,133.2994923857868,54.14720812182741,0,1
6,2,1,111.3659793814433,56.077319587628864,0,2
6,3,1,127.19095477386935,75.05527638190955,0,3
6,4,1,81.625,86.295,0,4
6,5,1,150.4747474747475,88.26767676767676,0,5
6,6,1,92.67179487179487,104.32307692307693,0,6
7,1,1,129.4840425531915,56.851063829787236,0,1
7,2,1,112.61809045226131,56.01005025125628,0,2
7,3,1,126.60204081632654,74.59183673469387,0,3
7,4,1,81.81773399014779,86.4679802955665,0,4
7,5,1,150.14563106796118,88.2378640776699,0,5
7,6,1,92.6923076923077,104.54358974358975,0,6
8,1,1,129.4920634920635,56.77777777777778,0,1
8,2,1,113.17,55.77,0,2
8,3,1,125.88442211055276,74.31155778894473,0,3
8,4,1,82.14761904761905,86.6047619047619,0,4
8,5,1,150.09313725490196,87.8578431372549,0,5
8,6,1,92.61691542288557,104.29353233830845,0,6
9,1,1,130.0259067357513,56.461139896373055,0,1
9,2,1,113.64077669902913,55.64563106796116,0,2
9,3,1,125.70935960591133,74.41871921182266,0,3
9,4,1,82.30697674418604,86.62325581395349,0,4
9,5,1,150.05045871559633,87.73853211009174,0,5
9,6,1,92.75247524752476,104.38118811881188,0,6
10,1,1,130.0621761658031,56.46632124352332,0,1
10,2,1,113.93301435406698,55.578947368421055,0,2
10,3,1,125.14285714285714,74.12857142857143,0,3
10,4,1,82.56542056074767,86.7803738317757,0,4
10,5,1,149.87906976744185,87.61395348837209,0,5
10,6,1,92.39423076923077,104.20192307692308,0,6
11,1,1,130.57868020304568,56.26903553299493,0,1
11,2,1,114.27488151658768,55.573459715639814,0,2
11,3,1,124.10502283105023,73.8310502283105,0,3
11,4,1,83.0497737556561,87.21266968325791,0,4
11,5,1,149.63392857142858,87.5,0,5
11,6,1,92.01382488479263,104.06451612903226,0,6
12,1,1,114.61009174311927,55.481651376146786,0,1
12,2,1,130.6881188118812,56.23762376237624,0,2
12,3,1,123.54054054054055,73.52252252252252,0,3
12,4,1,83.27027027027027,87.2927927927928,0,4
12,5,1,149.54585152838428,87.50218340611353,0,5
12,6,1,91.83856502242152,103.9237668161435,0,6
13,1,1,114.71627906976744,55.562790697674416,0,1
13,2,1,130.85294117647058,56.19607843137255,0,2
13,3,1,123.00446428571429,73.39732142857143,0,3
13,4,1,148.9094827586207,87.23706896551724,0,4
13,5,1,83.43478260869566,87.45652173913044,0,5
13,6,1,91.67420814479638,104.01357466063348,0,6
14,1,1,131.13744075829385,55.92890995260664,0,1
14,2,1,115.01363636363637,55.60454545454545,0,2
14,3,1,122.33482142857143,72.88392857142857,0,3
14,4,1,148.6218487394958,87.12605042016807,0,4
14,5,1,83.6853448275862,87.60775862068965,0,5
14,6,1,91.4054054054054,103.81531531531532,0,6
15,1,1,131.30841121495328,55.901869158878505,0,1
15,2,1,114.95089285714286,55.629464285714285,0,2
15,3,1,122.08974358974359,73.0042735042735,0,3
15,4,1,148.77118644067798,87.11440677966101,0,4
15,5,1,84.29113924050633,88.0295358649789,0,5
15,6,1,91.44642857142857,103.87946428571429,0,6
16,1,1,131.52272727272728,55.82727272727273,0,1
16,2,1,115.04347826086956,55.46521739130435,0,2
16,3,1,122.10788381742739,73.20746887966806,0,3
16,4,1,148.52845528455285,86.82520325203252,0,4
16,5,1,84.48979591836735,88.15510204081633,0,5
16,6,1,91.2094017094017,103.75213675213675,0,6
17,1,1,115.61181434599156,55.20675105485232,0,1
17,2,1,131.6123348017621,55.76651982378855,0,2
17,3,1,122.09795918367347,73.35510204081632,0,3
17,4,1,148.0390625,86.22265625,0,4
17,5,1,84.86345381526104,88.48995983935743,0,5
17,6,1,90.63070539419087,103.32780082987551,0,6
18,1,1,115.71487603305785,55.252066115702476,0,1
18,2,1,131.54782608695652,55.87391304347826,0,2
18,3,1,122.18473895582329,73.52208835341365,0,3
18,4,1,147.8078431372549,85.89411764705882,0,4
18,5,1,85.376,88.808,0,5
18,6,1,90.50617283950618,103.32921810699588,0,6
19,1,1,131.60169491525423,55.817796610169495,0,1
19,2,1,116.15510204081633,55.11020408163265,0,2
19,3,1,122.416,73.772,0,3
19,4,1,147.51764705882354,85.58431372549019,0,4
19,5,1,85.50200803212851,89.12449799196787,0,5
19,6,1,90.27016129032258,103.1975806451613,0,6
20,1,1,116.6144578313253,54.87951807228916,0,1
20,2,1,131.5311203319502,55.863070539419084,0,2
20,3,1,122.61776061776062,73.97683397683397,0,3
20,4,1,147.15686274509804,85.09019607843138,0,4
20,5,1,85.94509803921568,89.37647058823529,0,5
20,6,1,89.93061224489796,102.87346938775511,0,6
21,1,1,116.99209486166008,54.62845849802372,0,1
21,2,1,131.70204081632653,55.624489795918365,0,2
21,3,1,122.53584905660378,74.01132075471698,0,3
21,4,1,146.91221374045801,84.77099236641222,0,4
21,5,1,85.93869731800767,89.44061302681992,0,5
21,6,1,89.796875,102.96484375,0,6
