CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.19709316165156,29.9888279409918,36,0.0740421345566768,42.0893471537557,-0.35370076228127
2,0.809467048689951,20.0385958997582,17,-0.0305954503709278,46.6578537769615,-0.371489742072341
3,0.671682535660634,34.8518305955377,14,-0.0431865685066254,60.5454394519429,-0.722552235808437
4,0.571634440316169,51.3407043390738,4,-0.0449083686855303,57.826877425224,-0.726255603824444
5,0.392990130818185,29.1587618823451,13,0.113212471812922,48.2235129961672,-0.739026036792222
6,0.329095069613363,33.2448941824121,12,-0.0815971212507364,46.8571547426098,-0.33537237296049
7,1.56236812234644,49.5234117161236,6,-0.00547119564544876,65.1069953686679,-0.503316316013175
8,1.39342905662364,57.0477042898151,9,-0.0721180089841438,92.3402907249958,-0.7396161036922
9,0.826645674698619,47.1715319005626,5,0.233043100621477,54.6400394816025,-0.536849884918395
10,-0.761685914571881,50.8466467921596,5,0.36314448883112,50.6220157936189,-0.369310222802953
11,0.434902831366446,38.9064336883999,6,0.909294873978116,49.1658029341249,-0.286599551380477
12,0.901488570923603,51.883313593818,3,-0.0316851565243989,60.1226650437095,-0.501485673218775
13,0.981670401236604,36.3387989634881,5,-0.000797993078282388,52.6725476575025,-0.647900558411318
14,NaN,33.0074538706722,1,NaN,NaN,NaN
15,NaN,38.1742512735671,1,NaN,NaN,NaN
16,NaN,21.3490089285502,1,NaN,NaN,NaN
17,0.308715053466354,38.6775225349045,4,0.0842385761295645,41.1577892426207,-0.426415453850227
18,0.599711476581075,43.6124655054812,4,0.433789119951871,50.533740519951,-0.614377510966398
19,0.240233579141544,50.3847815113948,3,0.692769727168608,53.2284151969122,-0.471468907859023
20,0.489211346528974,29.2669519675095,4,1.06374946114891,33.9313615178041,-0.367621094912041
21,0.310719719249288,37.6885950348335,4,1.21182562393348,40.9161277799156,-0.371673641285587
22,0.647046713449128,42.9200012920416,3,0.0566771449961019,47.47143699091,-0.436611454915384
23,0.991272834059843,49.1165422071675,3,-0.0280360661725259,56.6024511677516,-0.556908636708361
24,0.501872668379612,36.8153640658037,3,0.00468832934300091,40.7880814446802,-0.636717601200676
25,0.545023273763937,32.9081249918362,3,0.372163235573123,37.4725953416462,-0.582264394262976
26,0.218239135578585,36.9815531519344,2,0.214032626137404,38.0727488298273,-0.527808687206739
27,0.27595269269267,29.3523878974414,2,-0.0678595088947645,30.7321513609048,-0.367839092742365
28,NaN,30.8717964404307,1,NaN,NaN,NaN
29,NaN,29.641984663468,1,NaN,NaN,NaN
30,NaN,30.968560849558,1,NaN,NaN,NaN
31,NaN,36.2081013578087,1,NaN,NaN,NaN
