CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.3,23,10,0.764600006161249,28.8,-1.17432251661416
2,0.48,26,5,1.21078612053887,31.6,-1.35657669253032
3,0.36,25,5,1.84288388887626,29.2,-0.844027822641134
4,0.4,24,5,0.764100654282838,28.6,-1.39310346138969
5,0.44,26,5,2.01117441453756,31,-1.46760024974172
6,0.454545454545455,24,11,0.57168361906905,31,-1.01396572597685
7,0.44,23,5,2.23340249209887,28.4,-1.50933857239319
8,0.8,23,7,0.108256755785636,33.5714285714286,-0.867241324806061
9,0.44,23,5,0.176260362927562,28.2,-1.02167711334187
10,0.4,22,5,1.09605140638994,26.6,-0.348438035404469
11,0.4,24,5,2.09387500367312,28.2,0.868439612466241
12,0.32,22,5,3.01900042213103,26,0.860160770449348
13,0.48,26,5,1.67872067132243,31.8,0.869292301149582
14,0.8,24,6,2.85991588573358,32.1666666666667,-0.0273255355745011
15,0.0888888888888889,23,9,-0.051938938567887,25.8888888888889,-1.26847459276691
16,0.4,23,5,-0.030319459969441,27.8,-0.585240800603859
17,0.311111111111111,24,9,0.518283193268319,31.1111111111111,-1.38359216177478
18,0.48,20,5,1.77581265140465,25.8,-1.46451294299531
19,0.355555555555556,26,9,0.762231915826529,34.3333333333333,-1.39399656088237
20,0.56,28,5,2.51404657026605,34.2,1.38238025871533
21,0.4,22,9,1.15790675008837,30.6666666666667,-0.8147259598061
22,0.222222222222222,25,9,1.06753493020033,30.5555555555556,-1.20327278763229
23,1.06666666666667,20,6,2.16718686607528,29.5,-0.901377062114015
24,0.32,22,5,3.52909680054647,25.8,1.30670421381362
25,0.55,27,4,1.89685396588721,32.75,-0.773847662689877
26,0.55,28,4,3.88738948866647,33.25,-1.37155524601374
27,0.52,27,5,2.77988255051842,33.2,1.38167122539793
28,0.96,27,5,3.28974219293879,35.6,-0.156124851131117
29,0.533333333333333,30,3,-0.836360332501591,34,-0.552843550988594
30,1,27,4,0.720063632314708,34.75,-0.855993506505539
31,0,53,1,NaN,NaN,NaN
32,0.35,22,4,-0.865502598212978,25.25,1.47987492674749
33,0.45,24,4,-0.445391411336961,28.5,-1.48791150644719
34,0.45,23,4,-0.837673235067125,27.25,-0.273084279892698
35,0.4,23,4,0.084085433988691,26.75,-0.664161409252644
36,0.5,28,4,-0.0868959303875798,32.75,-1.48626976364727
37,0.5,25,4,0.488285564762744,29.5,-0.765830725147924
38,1,54,4,0.921883841559951,63.75,-0.870683095609486
39,0.45,27,4,0.845402542653362,31,-0.854880810300206
40,0.4,23,4,2.13094251700371,26.75,-1.08191253822137
41,0.55,24,4,1.87764451856225,29.5,-1.00183115192175
42,0.4,22,4,3.86150104935995,25.75,-1.446676417048
43,0.4,20,4,5.43233786521835,24.5,1.44770051712382
44,0.55,24,4,3.17507010292012,29.5,-0.0125040542333935
45,0.5,26,4,4.74696689276602,30.5,0.00166564969538252
46,0.4,22,4,2.82942827308013,25.75,-0.376750978631593
47,0.6,29,4,3.66499439728871,34.5,1.49496853821904
48,0.466666666666667,31,3,-1.36113330636068,34.3333333333333,-0.225759506107504
49,0.466666666666667,28,3,0.0308444834790256,31.3333333333333,-0.681387561033079
50,0.4,26,3,2.26927212806352,29,-1.20738988453906
51,0.4,28,3,4.95594770583884,31,-1.20864852151687
52,0.466666666666667,28,3,5.52622163378916,31.6666666666667,-1.35531531596796
53,0.4,32,3,8.08315519910777,34.6666666666667,1.41244385398662
54,0.266666666666667,22,3,5.76890535733218,24,1.39989863345651
55,0.266666666666667,22,3,7.25434939959444,24,-0.503337188216869
56,0.4,28,3,3.82487759078706,30.3333333333333,-1.10638253824952
57,0.533333333333333,30,3,6.44715946442855,34,-0.894258968015259
