CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,25.34934665224956,32.177813784739456,-0.126,5.0,0.559,-1.8644192933169332
2.0,2.0,22.099307007377615,22.12855043377599,0.037,22.0,-0.003,-1.9754837489868406
3.0,3.0,34.369559295751145,40.753317198546284,0.026,4.0,0.658,-1.5553999639838105
4.0,3.0,24.77995741199906,37.35938847544918,-0.139,8.0,0.691,-2.8537904640135547
5.0,3.0,25.892488792513465,40.79394372447773,0.019,8.0,0.754,-0.4359601429743159
6.0,1.0,21.67004392824332,31.530667457789054,-0.25,7.0,0.536,-0.10457969631245936
7.0,1.0,18.325036837615816,31.549786764128523,-0.013,12.0,0.477,-2.852060237604272
8.0,1.0,26.314378272417123,39.90010295656888,-0.305,10.0,0.587,-2.3824857941065813
9.0,1.0,23.18229216684979,35.58349697889962,0.002,11.0,0.507,-0.16615057147867413
10.0,3.0,37.03741759760604,44.493771286583055,-0.124,5.0,0.598,-0.6597742895739905
11.0,3.0,32.558523256081095,39.70041109042401,-0.098,5.0,0.592,-0.3698621740314284
12.0,3.0,33.5307222565128,41.33033922218007,-0.203,5.0,0.615,-3.027110455822185
13.0,3.0,35.40836788120186,41.78335386211758,-0.513,5.0,0.528,-2.8790842804698493
14.0,1.0,30.6221650378708,34.786524117421244,-0.303,5.0,0.372,-0.2277763361258319
15.0,1.0,28.996771780775127,36.93783339515338,0.109,6.0,0.714,-2.820206318186892
16.0,3.0,36.3302324302133,43.153760972728,-0.01,5.0,0.586,-0.8401661738951758
17.0,3.0,28.778653067951154,33.66828357193204,0.118,5.0,0.404,-0.8404477248456207
18.0,3.0,33.82952017224739,38.281921940639464,-0.167,4.0,0.487,-2.798185907571402
19.0,3.0,30.692749169456626,37.655829247639986,0.085,5.0,0.599,-0.2610264855229495
20.0,3.0,32.13854182877772,38.94525376474946,-0.33,5.0,0.536,-2.733387955368429
21.0,3.0,29.743176558389045,41.76612283582854,0.12,9.0,0.578,-0.2891638733140212
22.0,3.0,31.50940364238939,38.69520364512758,-0.025,5.0,0.596,-0.24161158903838914
23.0,3.0,30.20067647819042,37.118005841120656,-0.284,5.0,0.578,-0.25803101064764455
24.0,3.0,24.519913341286337,32.35539966249382,-0.326,10.0,0.227,-1.252988976868091
25.0,3.0,22.649836615862725,33.667179910615694,-0.85,10.0,0.329,-2.3224413948720315
26.0,1.0,26.904528492354963,37.817156826762336,0.187,7.0,0.817,-0.38699252796940253
27.0,1.0,25.46892493162999,35.573876224394255,-0.36,8.0,0.625,-2.53149804034088
28.0,1.0,37.8886516351387,42.795085117879374,-0.375,5.0,0.449,-0.2689998518289309
29,3,65.44271462391357,,,1,NaN,-0.8211068567317963
30.0,1.0,32.74799817442379,43.27262030640527,-0.43,7.0,0.719,-2.451549717055073
31.0,3.0,27.85507401432628,38.06032863221754,0.453,7.0,0.715,-0.4959087939419304
32.0,3.0,22.47587102624033,22.09261946803268,0.133,9.0,-0.001,-0.7715516861663502
33.0,3.0,23.56841520083424,32.77396624643132,0.399,9.0,0.473,-0.8260488590219405
34.0,3.0,29.91774241658672,36.06894167299455,-0.01,5.0,0.537,-0.37124940669737566
35.0,3.0,29.90660834569238,35.79437500689588,-0.467,5.0,0.485,-0.7960008209709171
36.0,3.0,24.14155245256282,32.80261233150319,0.097,9.0,0.446,-0.725191936188033
37.0,3.0,27.72551436880062,34.11150045240471,-0.37,5.0,0.521,-2.6858694595020545
38.0,3.0,28.761877113426525,34.88051347165566,-0.001,5.0,0.518,-0.4296122709597371
39.0,3.0,29.61094061598569,39.1979171415675,-0.633,6.0,0.919,-0.6229729922389554
40.0,3.0,27.505153360320296,36.177117154035486,-0.076,9.0,0.426,-0.4983917388192365
41.0,3.0,28.76951682164693,35.09327995001062,-0.17,5.0,0.537,-0.6941745073878348
42.0,1.0,24.850344006141757,31.917660226157903,0.855,5.0,0.75,-1.8267454847120135
43.0,1.0,28.51389234112044,36.664733483191775,0.422,6.0,0.644,-0.813751811220317
44.0,1.0,27.216910508401035,34.11911216517535,0.22,5.0,0.784,-0.4552752840522854
45.0,3.0,36.194632233946535,40.69420579925402,0.22,4.0,0.507,-0.8310895787287123
46.0,1.0,26.830974904450013,33.30024443300929,-0.257,5.0,0.68,-3.0536717576559487
47.0,3.0,33.494094190527825,39.228622955580065,-0.001,4.0,0.588,-0.8420273996947725
48.0,3.0,29.95198507646177,33.30618351093257,0.007,5.0,0.291,-0.5307710721562288
49.0,3.0,29.11904249817676,36.5113590085963,-0.205,5.0,0.536,-0.3624658276142028
50.0,1.0,59.31935938156981,65.89746400510711,-0.196,4.0,0.676,-1.024124084694505
51.0,3.0,29.20349526666419,32.116553577757564,0.276,4.0,0.33,-0.8497776286679222
52.0,1.0,49.49396146670096,51.542992898367125,-0.054,2.0,0.41,-0.9659243338123682
53.0,3.0,27.547402310747177,32.01342728600702,-0.095,4.0,0.453,-1.9422688870413727
54.0,3.0,30.34408312034192,34.97761823446595,0.04,4.0,0.49,-0.9095374748863004
55.0,3.0,28.359956117362863,30.13072210996485,0.036,4.0,0.215,-0.4166451288445233
56.0,3.0,28.520647200900324,32.88247044234952,-0.194,4.0,0.466,-2.6082733402027545
57.0,3.0,28.259381406085215,32.979554315322474,-0.06,4.0,0.492,-0.5799628779095376
58.0,3.0,27.72673743674172,32.03356397868595,-0.025,4.0,0.45,-0.7724605074231039
59.0,3.0,27.7861537226992,32.73914026031259,-0.192,4.0,0.515,-0.4558280962055505
60.0,3.0,27.19291571494464,30.404945309491296,-0.049,4.0,0.333,-0.7482899051071901
61.0,3.0,25.79819182409756,30.461010864537336,-0.416,4.0,0.487,-2.409579783950348
62.0,3.0,28.853550917769567,32.72631764463448,-0.316,4.0,0.446,-0.276645209253991
63.0,3.0,30.08943719353468,33.9642991138317,0.03,4.0,0.42,-0.2759055684860222
64.0,3.0,25.59720046207417,29.466841090524223,-0.15,4.0,0.386,-2.739086058590779
65.0,3.0,31.314723513016887,35.669728963861296,0.131,4.0,0.489,-0.8786876532947169
66.0,1.0,22.84869441358169,25.14818546499457,0.411,3.0,0.303,-1.1021197301141756
67.0,1.0,24.014852630594294,25.656756657520003,0.309,3.0,0.211,-0.30391316225479575
68.0,1.0,24.46127900855499,26.238186004344794,0.109,3.0,0.251,-0.4826317556749699
69.0,1.0,22.7999851243734,24.589832929189836,-0.057,3.0,0.254,-0.589323098989198
70.0,1.0,23.337682915847317,24.904631341066295,-0.513,3.0,0.224,-2.5816848179009817
71.0,1.0,25.4054340402973,26.90890701035629,-0.19,3.0,0.229,-1.9669661068418733
72.0,3.0,30.933317743307345,33.197020793525475,-0.456,3.0,0.323,-2.7039128490736473
73.0,3.0,31.153467165110545,33.81529288337518,-0.105,3.0,0.38,-2.9352742381847237
74.0,1.0,31.006983878844096,31.102659040231586,-0.082,2.0,0.019,-1.9754469255620264
75.0,1.0,27.41291090805168,27.853658167125722,0.304,2.0,0.088,-0.31919945228627145
76.0,1.0,30.013810817521485,31.006947356658465,0.079,2.0,0.199,-0.5303177869256073
77.0,3.0,30.83870832275188,32.27050821406043,0.278,2.0,0.286,-0.5626293800550743
78.0,1.0,26.8348276684214,28.25358825390012,-0.251,2.0,0.284,-1.1346346267492826
79.0,1.0,24.44984261057428,25.640323341484144,0.113,2.0,0.238,-0.8210574371323196
80.0,1.0,28.61872241956361,29.97067450483089,-0.069,2.0,0.27,-0.462370875049808
81.0,3.0,27.82554593916071,28.857177656773622,0.068,2.0,0.206,-0.47223095166547524
82.0,1.0,31.521979396266666,32.263023970224395,0.061,2.0,0.148,-2.696521814930942
83.0,1.0,26.845591925451732,28.407018861942277,-0.108,2.0,0.312,-0.9295268219933535
84,1,26.44243153161364,,,1,NaN,-2.365823733406032
85,1,27.636445437207687,,,1,NaN,-2.7035641823722925
