TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-3.071687322148043,1,173.19402985074626,79.39303482587064,0.29,-0.004,False,25.34934665224956,10.128936146234748,0
1,2,-3.0466055726573553,2,172.281045751634,88.0326797385621,-0.143,0.109,False,22.099307007377615,8.889290943521756,0
1,3,-3.062107989027094,3,172.46428571428572,96.25396825396824,0.438,0.079,False,34.369559295751145,9.533485033006082,0
2,1,-3.1002030437990817,1,173.036866359447,79.69124423963133,1.315,-0.164,False,26.80104251424866,10.36879601934564,0
2,2,-3.0984210129865044,2,172.72727272727272,88.35664335664336,0.094,-0.112,False,21.383617242597666,8.570051876512547,0
2,3,-3.107831829673248,3,172.96498054474708,96.16731517509729,1.598,0.162,False,36.559934650723385,9.191062565863,0
3,1,-3.1200236696827797,1,172.15891472868216,79.63565891472868,0.534,-0.163,False,33.37369025340313,10.079251282288704,0
3,2,-3.1245313870690765,2,172.18589743589743,88.18589743589743,0.089,0.011,False,21.85436283423379,9.117407939884613,0
3,3,-0.03324495385411959,3,174.0553846153846,95.86769230769232,0.597,-0.137,False,44.55062093088244,9.790219343363184,0
4,1,-0.006428402052726919,1,171.0611510791367,80.06115107913669,0.655,-0.3,False,36.043795984793306,9.952690275249717,0
4,2,-3.131873720946743,2,172.125,88.42763157894737,0.149,0.022,False,22.301764941728518,8.734843185200212,0
4,3,-0.018415083380779594,3,173.22713864306786,95.94690265486726,,,True,47.53315391682814,9.796758937015218,0
5,1,-0.02375402890203537,1,169.34983498349834,80.17821782178218,,,True,39.32119351900262,10.155125673065642,0
5,2,-3.1371858935166483,2,172.20987654320987,88.5,-0.064,0.08,False,23.04467445144584,9.099786263820246,0
5,4,-2.9182446205830805,3,160.28176795580112,95.1657458563536,0.394,-0.436,False,24.77995741199906,9.398524912587757,3
5,5,-0.1935489679832282,3,183.10880829015545,96.07253886010362,0.253,-0.073,False,25.892488792513465,9.57867432898625,3
6,6,-0.2048224728230099,1,159.79166666666666,81.0,0.602,-0.298,False,21.67004392824332,9.94750455851394,1
6,7,-3.0181167607850354,1,177.82575757575756,79.96212121212122,0.315,0.024,False,18.325036837615816,9.207345458453249,1
6,2,-3.1071632194715795,2,172.71951219512195,88.38414634146342,0.038,-0.031,False,22.72705825341876,9.2950276699988,0
6,4,-2.8289557542446695,3,158.5,93.90104166666669,0.367,-0.284,False,26.75013956327189,9.265888119928466,3
6,5,-0.1823521303257301,3,182.58375634517768,96.28934010152284,0.482,-0.016,False,27.15838412415045,9.30890572718414,3
7,6,-0.16561192647693462,1,157.92513368983958,81.37433155080214,1.022,-0.578,False,24.677962209433375,9.828649188856817,1
7,7,-3.0481764488074545,1,177.79746835443038,80.31645569620254,0.667,0.295,False,19.90034198173192,10.12810624460122,1
7,2,-3.123952967011833,2,172.26415094339623,88.93081761006289,-0.141,0.041,False,22.915277449000516,8.977201702799283,0
7,4,-2.7154790698292537,3,157.07692307692307,93.51442307692308,1.542,0.137,False,28.586391125481725,9.402794645992604,3
7,5,-0.245572353552699,3,182.44036697247705,96.38990825688072,2.054,0.098,False,29.56836218425444,9.429245907662096,3
8,7,-2.7710320737282115,1,178.7556818181818,81.77272727272727,0.416,0.113,False,23.23389416409593,9.68340281464955,1
8,6,-0.11605645323126458,1,154.5919282511211,81.51569506726457,0.638,-0.183,False,29.78716391511269,9.617485408343711,1
8,2,-2.9443282645901516,2,172.19620253164558,89.50632911392405,0.017,0.006,False,22.208841147436267,9.08881198137349,0
8,4,-2.8250606809878835,3,157.75396825396825,93.71428571428572,0.641,-0.052,False,36.29553801170393,9.034884246127865,3
8,5,-0.617204818308002,3,182.05839416058396,98.14233576642336,0.563,0.045,False,39.83811747596683,8.956814082783936,3
9,7,-2.7350945353692775,1,179.31052631578947,81.91578947368421,0.487,0.029,False,25.3146526014395,9.63963702094529,1
9,6,-0.09852269324136124,1,153.48979591836735,81.64489795918368,0.152,-0.211,False,32.97775130015381,9.549854149178657,1
9,2,-2.952321455561271,2,172.2420382165605,89.48407643312102,-0.034,0.017,False,22.29430544841388,9.022810131690866,0
9,5,-0.655557234728533,3,182.06953642384107,98.59602649006622,0.896,0.058,False,42.65455031220951,9.232475693553544,3
9,4,-2.8476733356641057,3,157.42805755395685,93.75179856115108,0.781,-0.129,False,39.50049204989417,9.197797977341754,3
10,7,-2.818838013617953,1,179.53846153846155,81.76442307692308,0.499,0.273,False,27.74763800392232,9.639823833788704,1
10,6,-0.07820769330398107,1,152.2357723577236,81.7520325203252,0.742,-0.148,False,33.738162753892254,9.430605553902662,1
10,2,-2.9579310765805973,2,172.40740740740742,89.34567901234568,-0.057,0.22,False,22.12630931651268,9.348246029312008,0
10,5,-0.6416910019332326,3,182.403125,98.5875,2.185,0.242,False,47.13428284231168,8.909922821829735,3
10,4,-2.864742022047196,3,156.70234113712374,93.70903010033445,0.748,-0.174,False,43.40734899150724,9.04021444462715,3
11,7,-2.905282683110689,1,181.3257918552036,81.11764705882354,0.331,0.006,False,30.242277111418897,9.484967818149345,1
11,6,-0.041278512671093,1,151.45555555555555,81.63703703703703,0.594,-0.332,False,37.4464408481475,9.386088809630316,1
11,5,-0.3583415486943282,3,183.82848837209303,98.49127906976744,-0.403,-0.202,False,58.06068178247796,25.133536491892876,3
11,2,-3.044764579284107,2,173.88387096774193,88.88387096774194,0.256,-0.146,False,21.842002543435893,9.077012097481536,0
11,4,-2.9029193406306812,3,155.95238095238096,93.26666666666668,1.052,-0.174,False,47.14807976006452,8.84928883058271,3
12,7,-2.9364727156080077,1,181.5670995670996,80.64935064935065,0.94,-0.318,False,31.89771036291372,9.362990316573308,1
12,6,-0.027558122439571318,1,149.61986301369862,81.54452054794521,,,True,40.4171472495404,9.418766830870076,1
12,5,-0.5934130882687743,3,182.83862433862436,98.2010582010582,,,True,56.044682281937504,9.15382748965479,3
12,2,-3.105404460822454,2,173.3,88.425,-0.17,-1.069,False,23.120465345895006,8.905845394417538,0
12,4,-2.9272488881215675,3,154.95505617977528,93.24157303370788,,,True,52.4071608896709,9.149560594839802,3
13,7,-2.9036648614517744,1,180.27083333333331,79.64583333333333,-0.004,-0.115,False,36.59933678415763,8.685696560298668,1
