CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0.0,1.0,32.34381866455078,32.34381866455078,0.018,23.0,0.709,0.507098528563954
1.0,1.0,87.31117248535156,87.31117248535156,-0.139,5.0,1.203,0.6810170292103921
2.0,2.0,38.91943359375,38.91943359375,0.201,5.0,0.569,1.4204249305852075
3.0,1.0,96.92964172363281,96.92964172363281,0.058,2.0,0.43,0.8086497568217393
4,3,54.70830154418945,54.70830154418945,0.0,1,NaN,1.2555815175378644
5,4,35.60203170776367,35.60203170776367,0.0,1,NaN,0.8850668340356093
6.0,1.0,89.16194152832031,89.16194152832031,0.154,2.0,0.361,0.6202494855101548
7.0,5.0,30.0,30.0,-0.117,3.0,0.68,1.5707963267948966
8.0,6.0,30.297710418701172,30.297710418701172,0.389,3.0,0.605,0.8960553695884125
9,7,41.02196502685547,41.02196502685547,0.0,1,NaN,0.8465463393964852
10,8,17.80427360534668,17.80427360534668,0.0,1,NaN,0.6610431878767433
11.0,9.0,22.807889938354492,22.807889938354492,-0.184,2.0,0.188,1.1071487694436986
12,1,72.42130279541016,72.42130279541016,0.0,1,NaN,0.6132073552186855
13,10,21.920310974121094,21.920310974121094,0.0,1,NaN,0.7853981633974483
14,1,32.29681396484375,34.62947463989258,0.0,1,NaN,0.5317240467946169
15,1,33.585731506347656,98.14923095703125,0.0,1,NaN,0.7246035886121466
16.0,1.0,29.0,101.2308578491211,0.082,3.0,0.642,0.8229745008511121
17,1,40.359188079833984,92.77593994140625,0.0,1,NaN,0.624635378930379
