CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.363636363636364,32,11,-0.43334611055959,40.2727272727273,-0.136489165630615
2,0.506666666666667,31,15,-0.841890026776887,44.4,-0.420500024677275
3,0.985185185185185,26,27,-0.387615944778208,84.1111111111111,0.0329263471130292
4,0.657142857142857,29,7,-0.307681749507386,39.2857142857143,0.194151850536496
5,0.6,36,5,-2.9542622970995,42.6,-0.424828298808927
6,0.64,42,5,-1.85808603797003,48.6,-0.559283173877036
7,0.775,26,16,-0.380043760678799,51,0.484562944001828
8,0.4,29,5,-0.214649510083202,34,-0.0407430271248604
9,0.55,29,8,-2.06268279222416,39,-0.461895008063156
10,0.666666666666667,28,9,-1.7479020877638,41.4444444444444,-0.341962417743289
11,0.571428571428571,28,7,-1.05920055821336,38.1428571428571,-0.233012114544638
12,0.48,34,5,-1.31830406385734,40.4,-0.540283707262318
13,0.5625,23,16,-0.106646399617819,41.125,-0.41453774879485
14,0.42,22,10,-0.297784885156755,31.3,-0.00434000073341296
15,0,1,1,NaN,NaN,NaN
16,0,1,1,NaN,NaN,NaN
17,0.509090909090909,23,11,-1.03602127136223,35.8181818181818,-0.494894660817991
18,0.3,30,6,-0.857553478081813,34.3333333333333,-0.265168545447924
19,0.542857142857143,28,7,-2.26939783158068,36.2857142857143,-0.396609570950852
20,0.62,29,10,-1.0967982096984,43.5,-0.282189768061214
21,0.514285714285714,27,7,-2.33537548062383,36.1428571428571,-0.356476162572715
22,0.628571428571429,27,7,-1.88687701412102,37.1428571428571,-0.561014799483552
23,0.44,30,5,-2.37601985720513,34.4,-0.510189138203148
24,0.52,36,5,-1.68998643108475,42.4,-0.522166655667488
25,0.475,27,8,-1.12970195793966,35.5,-0.202377229982335
26,0,1,1,NaN,NaN,NaN
27,0.4,22,8,-0.838249848347495,29.25,-0.304499219135665
28,0.3,25,8,-0.522217567822673,30.875,0.306702301986378
29,0,1,1,NaN,NaN,NaN
30,0.366666666666667,24,6,-1.32115910091466,29.6666666666667,-0.202450252712852
31,0.333333333333333,25,6,-0.658144924372082,30.6666666666667,0.224726913290287
32,0,41,1,NaN,NaN,NaN
33,0.666666666666667,52,3,0.253559716584147,58,0.59344485752927
34,0,1,1,NaN,NaN,NaN
35,0.28,24,5,-2.6405393424266,27.6,-0.511560768669254
36,0.24,21,5,-2.47848725594342,23.6,-0.440953021395528
37,0.4,25,5,-3.34145502249696,30.6,-0.353193178078459
38,0.32,25,5,-2.88868750449305,29.4,-0.271796537167343
39,0.36,27,5,-1.80593685038981,31.8,-0.69411187472843
40,0.32,26,5,-1.20313599417144,29.8,-0.183638995151961
41,0.4,31,4,0.00813727615635997,35,0.658986089710006
42,0.15,22,4,0.212687996751387,23.75,0.668517854164014
43,0.25,24,4,0.341674814337406,26.5,0.738623738275182
44,0.25,30,4,-3.85309113874542,32.5,-0.483419342949911
45,0.4,25,4,-3.25233770038903,29,-0.793215703293164
46,0.2,26,4,-4.4301906297983,28.25,-0.240739308191983
47,0.3,25,4,-3.83196627742092,28,-0.46592812000601
48,1.35,7,4,-1.91240280003683,21.5,-0.116141863830012
49,0,1,1,NaN,NaN,NaN
50,0,1,1,NaN,NaN,NaN
51,0.333333333333333,28,3,-3.1698733370308,31.3333333333333,-0.826276687072586
52,-0.1,12,2,-3.07995822735352,11.5,-0.783090008716614
53,0.3,37,2,0.554466473565596,38.5,0.754602179937455
54,0.2,36,2,-1.19339064397761,37,0.433875520705673
55,0.2,35,2,-7.31218677912676,36,-0.538047180752002
56,0.3,34,2,-5.28889732317091,35.5,-0.081465629952817
57,0,1,1,NaN,NaN,NaN
58,0,92,1,NaN,NaN,NaN
59,0,100,1,NaN,NaN,NaN
