TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,0.8253768718914453,1.0,53.768367767333984,66.29074096679688,29.844324111938477,8.535024642944336,0.0,,,,
1.0,1.0,0.5404194674908075,2.0,74.60294342041016,79.16175842285156,22.12331771850586,8.574929237365723,0.0,,,,
2.0,2.0,0.8253768053124181,3.0,53.913734436035156,66.65655517578125,30.57912826538086,8.36545467376709,0.0,,,,
2.0,3.0,0.5585993702246652,4.0,74.49437713623047,78.80899047851562,21.62395668029785,8.47998332977295,0.0,,,,
3.0,4.0,0.8478170001315891,5.0,54.29766845703125,67.23735809326172,31.978378295898438,8.512864112854004,0.0,,,,
3.0,5.0,0.5880025994509304,6.0,73.65384674072266,78.26922607421875,23.020057678222656,8.043152809143066,0.0,,,,
4.0,6.0,0.6287962352384916,7.0,61.07567596435547,72.64594268798828,49.994590759277344,13.160341262817383,0.0,,,,
5.0,7.0,0.8519663382679872,8.0,54.88937759399414,68.15929412841797,35.6533203125,8.466487884521484,0.0,,,,
5.0,8.0,0.7022568707472373,9.0,73.20344543457031,77.44137573242188,26.248746871948242,7.45769739151001,0.0,,,,
6.0,9.0,0.8621699736685168,10.0,54.82353210449219,68.29412078857422,36.87818145751953,8.24335765838623,0.0,,,,
6.0,10.0,0.7853981633974483,11.0,72.5,76.5,26.870054244995117,7.071067810058594,0.0,,,,
7.0,11.0,0.8663022675739382,12.0,55.4208984375,69.14224243164062,39.16368103027344,8.381332397460938,0.0,,,,
7.0,12.0,0.7853981633974483,13.0,72.25000762939453,76.25000762939453,27.577163696289062,7.0710673332214355,0.0,,,,
8.0,13.0,0.8818719728338957,14.0,55.297935485839844,69.254638671875,39.18680953979492,8.491231918334961,0.0,,,,
8.0,14.0,0.7853981633974483,15.0,72.75,75.75,30.405588150024414,7.071067810058594,0.0,,,,
9.0,15.0,0.7483780937164748,16.0,72.26849365234375,75.74932098388672,32.50462341308594,8.479467391967773,0.0,,,,
9.0,16.0,0.8818719728338957,17.0,56.14948654174805,70.28865814208984,42.138309478759766,8.491231918334961,0.0,,,,
10.0,17.0,0.7853981633974483,18.0,72.50000762939453,75.00000762939453,33.23401641845703,7.77817440032959,0.0,,,,
10.0,18.0,0.8818719062548683,19.0,56.84226608276367,71.12989807128906,44.045433044433594,8.218786239624023,0.0,,,,
11.0,19.0,0.7853981633974483,20.0,65.50000762939453,68.50000762939453,16.970561981201172,7.071067810058594,0.0,,,,
11.0,20.0,0.7853981633974483,21.0,79.25000762939453,81.75000762939453,16.970561981201172,7.77817440032959,0.0,,,,
11.0,21.0,0.9002748154405067,22.0,58.150733947753906,73.27700805664062,47.469154357910156,7.780942916870117,0.0,,,,
12.0,22.0,0.7853981633974483,23.0,65.00000762939453,68.00000762939453,16.970561981201172,7.071067810058594,0.0,59.0,31.0,0.283,-0.283
12.0,23.0,0.7853981633974483,24.0,79.00000762939453,81.50000762939453,17.677669525146484,7.77817440032959,0.0,,,0.141,0.071
12.0,24.0,0.8960554361674398,25.0,58.82926940917969,74.03659057617188,49.507083892822266,7.808688640594482,0.0,61.0,25.0,1.011,0.486
13.0,22.0,0.7853981633974483,23.0,64.0,67.0,18.384775161743164,7.0710673332214355,0.0,59.0,31.0,0.141,-0.067
13.0,23.0,0.7853981633974483,24.0,79.25000762939453,81.75000762939453,18.384775161743164,7.77817440032959,0.0,,,0.163,0.034
