CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,29.844324111938477,29.844324111938477,0.0,1,NaN,0.8253768718914453
1,2,22.12331771850586,22.12331771850586,0.0,1,NaN,0.5404194674908075
2,3,30.57912826538086,30.57912826538086,0.0,1,NaN,0.8253768053124181
3,4,21.62395668029785,21.62395668029785,0.0,1,NaN,0.5585993702246652
4,5,31.978378295898438,31.978378295898438,0.0,1,NaN,0.8478170001315891
5,6,23.020057678222656,23.020057678222656,0.0,1,NaN,0.5880025994509304
6,7,49.994590759277344,49.994590759277344,0.0,1,NaN,0.6287962352384916
7,8,35.6533203125,35.6533203125,0.0,1,NaN,0.8519663382679872
8,9,26.248746871948242,26.248746871948242,0.0,1,NaN,0.7022568707472373
9,10,36.87818145751953,36.87818145751953,0.0,1,NaN,0.8621699736685168
10,11,26.870054244995117,26.870054244995117,0.0,1,NaN,0.7853981633974483
11,12,39.16368103027344,39.16368103027344,0.0,1,NaN,0.8663022675739382
12,13,27.577163696289062,27.577163696289062,0.0,1,NaN,0.7853981633974483
13,14,39.18680953979492,39.18680953979492,0.0,1,NaN,0.8818719728338957
14,15,30.405588150024414,30.405588150024414,0.0,1,NaN,0.7853981633974483
15,16,32.50462341308594,32.50462341308594,0.0,1,NaN,0.7483780937164748
16,17,42.138309478759766,42.138309478759766,0.0,1,NaN,0.8818719728338957
17,18,33.23401641845703,33.23401641845703,0.0,1,NaN,0.7853981633974483
18,19,44.045433044433594,44.045433044433594,0.0,1,NaN,0.8818719062548683
19,20,16.970561981201172,16.970561981201172,0.0,1,NaN,0.7853981633974483
20,21,16.970561981201172,16.970561981201172,0.0,1,NaN,0.7853981633974483
21,22,47.469154357910156,47.469154357910156,0.0,1,NaN,0.9002748154405067
22.0,23.0,16.970561981201172,16.970561981201172,-0.134,9.0,0.267,0.7853981633974483
23.0,24.0,17.677669525146484,17.677669525146484,0.063,9.0,0.273,0.7853981633974483
24.0,25.0,49.507083892822266,49.507083892822266,0.231,3.0,0.475,0.8960554361674398
25,25,32.44820022583008,32.44820022583008,0.0,1,NaN,0.5984188882645027
26,26,33.832183837890625,33.832183837890625,0.0,1,NaN,0.5779019618055595
27,27,37.11524200439453,37.11524200439453,0.0,1,NaN,0.4939414142250129
28,28,38.94328689575195,38.94328689575195,0.0,1,NaN,0.4487233357604486
29,29,45.160133361816406,45.160133361816406,0.0,1,NaN,0.39852244960683225
30,30,47.1275749206543,47.1275749206543,0.0,1,NaN,0.4110645734710468
31.0,23.0,14.680334091186523,14.680334091186523,0.101,12.0,0.285,0.6747409572064841
32,31,51.89298629760742,51.89298629760742,0.0,1,NaN,0.44441923467520333
33,32,53.225868225097656,53.225868225097656,0.0,1,NaN,0.44530100731212857
34.0,33.0,30.557350158691406,30.557350158691406,-0.036,4.0,0.417,0.6107260214520315
35.0,34.0,25.210838317871094,25.210838317871094,0.042,4.0,0.216,0.40489176553840667
36,35,84.16207885742188,84.16207885742188,0.0,1,NaN,0.7758745661812705
37,36,92.67704772949219,92.67704772949219,0.0,1,NaN,0.8020633599718099
38,37,52.198692321777344,52.198692321777344,0.0,1,NaN,1.2291808027035818
39,38,47.16351318359375,47.16351318359375,0.0,1,NaN,0.38515750883432415
40,37,34.618526458740234,34.618526458740234,0.0,1,NaN,0.8519663382679872
41,38,38.40420150756836,38.40420150756836,0.0,1,NaN,0.058755833424683476
42.0,39.0,44.01795196533203,44.01795196533203,0.06,4.0,0.439,0.8465463393964852
43,38,8.0,8.0,0.0,1,NaN,3.141592653589793
44.0,38.0,35.814598083496094,35.814598083496094,0.101,5.0,0.261,0.35877067572722365
45.0,40.0,37.012046813964844,37.012046813964844,-0.071,2.0,0.378,0.8913825205607321
46.0,37.0,17.46375846862793,17.46375846862793,0.077,5.0,0.233,1.9756881256228167
47.0,38.0,26.4457950592041,26.4457950592041,0.105,4.0,0.178,1.4288992423318942
48.0,39.0,34.058685302734375,34.058685302734375,0.227,4.0,0.333,0.7044940592209583
49.0,41.0,24.0,24.0,0.384,3.0,0.076,3.141592653589793
50.0,23.0,18.0,18.0,0.019,3.0,0.156,1.5707963267948966
51.0,23.0,12.0,12.0,-0.033,3.0,0.154,3.141592653589793
52.0,38.0,24.1742000579834,24.1742000579834,-1.381,2.0,3.279,0.48689928393354365
53.0,38.0,9.0,9.0,-0.396,2.0,0.586,0.0
54,41,9.0,9.0,0.0,1,NaN,1.5707963267948966
55,38,13.335897445678711,13.335897445678711,0.0,1,NaN,1.7681918907414147
56,39,22.666702270507812,22.666702270507812,0.0,1,NaN,0.7022570039052918
57,38,23.0,23.0,0.0,1,NaN,3.141592653589793
58,42,8.59785270690918,8.59785270690918,0.0,1,NaN,0.5880025328719031
59.0,23.0,16.54690170288086,18.384775161743164,-0.108,12.0,0.325,0.7853981633974483
60.0,23.0,21.0,19.091880798339844,-0.106,3.0,0.156,0.7853981633974483
61.0,25.0,27.280027389526367,54.561729431152344,0.369,9.0,1.202,0.8478170001315891
62.0,23.0,21.63330841064453,15.305028915405273,0.107,3.0,0.184,0.6747409572064841
63.0,37.0,27.460264205932617,27.460264205932617,0.014,4.0,0.29,1.84174314030625
64.0,37.0,16.91835594177246,30.0826473236084,-0.081,5.0,0.274,1.9513027246539383
65,38,27.460264205932617,27.460264205932617,0.0,1,NaN,2.8706458400784394
66.0,38.0,18.741485595703125,18.741485595703125,-1.236,3.0,2.912,2.9764439091234722
67.0,38.0,29.0567684173584,22.402545928955078,0.11,3.0,-0.172,3.036715638807764
68.0,38.0,17.799104690551758,62.425758361816406,-0.078,2.0,0.713,0.612152410531878
69.0,38.0,29.516096115112305,29.516096115112305,-0.112,8.0,0.554,0.4636475906407117
70.0,39.0,21.726356506347656,46.98483657836914,0.151,5.0,0.016,0.872893524692857
71,38,12.365036964416504,28.46049690246582,0.0,1,NaN,0.3217505727567366
72,38,24.16980743408203,29.153799057006836,0.0,1,NaN,1.475844647079484
73,39,22.0,34.384925842285156,0.0,1,NaN,0.6578886069865172
74.0,41.0,12.854387283325195,19.39908218383789,0.037,2.0,1.845,2.9764439091234722
75,38,28.288755416870117,56.961849212646484,0.0,1,NaN,0.33667482763699974
