CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.36,26,10,0.801200600812623,33.5,-0.895325026792708
2,0.413333333333333,31,15,0.489777499703763,40.8,-0.45842009109058
3,0.466666666666667,24,6,1.54921343580057,28.1666666666667,-1.4120681818356
4,0.6,21,7,0.875308165004825,30.1428571428571,-1.47637345210957
5,0.555555555555556,22,9,1.21415075154658,33.1111111111111,-0.933694480287007
6,0.68,23,5,0.621618912919805,30.8,-1.4250620980357
7,0.371428571428571,24,7,1.2967462638474,29.8571428571429,-1.16242751249514
8,0.52,40,5,0.820147561332183,46.8,-1.32818433462311
9,0.571428571428571,37,7,1.98390649606635,44.8571428571429,-1.21963118119147
10,0.48,30,5,0.598712059899279,35.8,0.30543937701703
11,0.493333333333333,32,15,0.886569944923549,52.5333333333333,-1.16535489212331
12,0.633333333333333,22,6,-0.00844287955100782,31.8333333333333,-1.05198211551578
13,0.685714285714286,21,7,0.616087272460284,33,-1.28253127805963
14,0.55,32,8,0.173453379434369,41.375,-1.21872237026622
15,0.26,30,10,0.975161283239651,34.1,-1.25046915800358
16,0.9,28,6,-0.0754151933677974,38.3333333333333,-1.1407356087744
17,0.44,29,5,0.892544213397577,34.2,1.37642381709737
18,0.4,24,10,1.02596586740948,33,-1.24167177738687
19,0.7,25,10,1.72782285981736,40.5,-1.30101609424397
20,0.628571428571429,30,7,2.64701485304898,40.8571428571429,-1.36256280942294
21,0.666666666666667,32,6,3.33491327132276,41.3333333333333,0.953985760974137
22,0.533333333333333,23,6,-0.705484050519562,31.8333333333333,-0.307836363254659
23,0.6,23,6,-0.326934935269191,33.1666666666667,-1.00200238287521
24,0.48,27,5,0.866031002420845,33.2,-1.24320490508405
25,0.6,27,5,0.409778223094026,34.4,-1.36436557447931
26,0.48,28,5,1.67118845492825,33.6,-1.47778276654132
27,0.28,22,5,0.834755723423789,25.6,-1.25952634013883
28,0.4,21,5,1.93741088381284,26,-1.1952202067002
29,0.55,31,4,-0.683670598163338,36.5,-0.215929963815592
30,0.65,30,4,-0.225714666293718,36,-0.975432108488775
31,0.2,31,2,-0.945622798050323,32,-0.872457298801126
32,0.2,29,2,1.81999336042994,30,-1.3967496414711
33,0.1,29,2,9.38179275843576,29.5,1.36577957621535
34,0.1,27,2,11.4156161888068,27.5,1.45315047526285
35,0,29,1,NaN,NaN,NaN
36,0,28,1,NaN,NaN,NaN
