CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0,36,1,NaN,NaN,NaN
2,0.457142857142857,20,7,1.9095633695408,26.8571428571429,-0.0942772137056603
3,0.64,24,10,1.50073679016635,36.5,-0.560736889569079
4,0.575,21,8,1.09427140312835,31.5,-1.26881797161118
5,0.566666666666667,20,6,2.55826013001443,27.8333333333333,-1.43580664688907
6,0.7,38,4,2.4538841523377,44.25,-1.12644539811099
7,0.6,38,4,4.46829382265232,43.5,-1.39327326371423
8,0.666666666666667,19,6,1.86626806536628,29,-1.18438193879323
9,0.64,22,5,3.60457733101632,29.8,-1.23208601514676
10,0.384615384615385,29,13,0.334721918710252,45.2307692307692,-0.933205895223295
11,0.85,29,4,3.94450428361738,37.75,-1.29007652905161
12,0.65,27,4,4.27269220070176,34,-1.2871692046677
13,0.64,28,5,4.43092870061562,37.2,0.600288242758203
14,1.02857142857143,32,7,0.312859888148999,46,-1.00131838303083
15,0.55,25,8,1.10109792701006,35.375,-1.00714943993586
16,0.428571428571429,26,7,2.20480949305162,31.7142857142857,-1.24359600735703
17,0.833333333333333,26,6,3.82144413749936,39,-1.00860026285504
18,0.566666666666667,23,6,2.73805436510494,32.5,0.043317632477063
19,0.6,24,7,3.83041533087949,34.1428571428571,-1.46157337846581
20,0.733333333333333,20,6,2.82552467898323,31.1666666666667,-1.26541988028934
21,0.8,22,6,4.0343733669975,34.6666666666667,-1.44571708263805
22,0.72,22,5,1.37148059745543,30.4,-1.36980019707488
23,0.8,22,6,2.45528760006891,35,-1.13407457607544
24,0.525,24,8,2.68574330891883,37.5,-1.13630596137322
25,0.428571428571429,25,7,4.08185751815616,35.4285714285714,1.29542388891189
26,-0.171428571428571,29,7,0.494961103163621,28.7142857142857,-1.21792212055606
27,0.733333333333333,45,3,-1.40064124859008,50.3333333333333,-0.888618610106363
28,0.52,30,5,0.250359103648182,36.2,-0.752492923453011
29,0.8,27,4,2.09092358848751,34.75,-0.97213790203667
30,0.45,26,4,3.51726603428765,29.5,-1.1931186676314
31,0.2,22,3,0.719871593867899,23.6666666666667,-1.25190476772957
32,0.733333333333333,22,3,1.84787572053641,28,-1.27840508443116
33,0.533333333333333,20,3,4.41598988658534,24.3333333333333,-1.21567323810524
34,0.666666666666667,23,3,6.32579435371477,28.6666666666667,-0.4541836562409
35,0.533333333333333,22,3,3.70277410808899,26.6666666666667,-1.3342610543673
36,0.733333333333333,24,3,5.81511273179612,30,-1.11392504458986
37,0.266666666666667,28,3,7.18751950930174,30.6666666666667,-0.497389175812103
38,0.0666666666666667,29,3,9.06394862604894,29,1.38571353405044
39,0.933333333333333,26,3,8.66246717782386,33.6666666666667,1.4854813995518
40,0.933333333333333,26,3,10.962228296242,34,-1.21159121818874
41,0,1,1,NaN,NaN,NaN
42,0,1,1,NaN,NaN,NaN
43,0.5,39,2,-3.11243348770584,41.5,-0.852146756506078
44,0.2,25,2,-3.02659914115723,26,-0.870431152416968
45,0.1,26,2,-1.48555486707404,26.5,-0.747961679721619
46,0.4,36,2,-0.764294219399949,38,-0.351629205388367
47,0.4,29,2,-0.236196878759353,31,-0.86277192004717
48,0.3,28,2,3.91275886479918,29.5,-1.35229863419095
49,0.4,28,2,7.17667828782502,30,-1.37811757007787
50,0,1,1,NaN,NaN,NaN
51,0.4,30,2,5.20772397606398,32,-1.29876227944949
52,0.4,31,2,9.08414540909894,33,-1.05388619230629
53,0.3,31,2,12.5401797242288,32.5,1.46799807988365
54,0.3,29,2,14.1937858954076,30.5,-0.983095165795545
55,0.2,30,2,17.2756903846488,31,-1.51093513118676
56,0,22,1,NaN,NaN,NaN
57,0,22,1,NaN,NaN,NaN
