TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.725907957180365,1,139.6556473829201,67.27823691460055,0.819,-0.078,False,45.180802927974256,10.65305164498048,0
2,1,-2.729903452415844,1,139.25436408977555,67.214463840399,0.347,0.076,False,49.276077592308575,10.839214226580095,0
3,1,-2.7311946084883134,1,139.55172413793105,67.47783251231527,1.032,0.255,False,51.00973741899652,10.56461983771968,0
4,1,-2.732976836881233,1,140.67991169977924,68.07064017660043,0.444,0.043,False,56.16732388435656,10.732056744125224,0
5,1,-2.73487023795004,1,140.86363636363637,68.18398268398268,1.227,0.126,False,58.38806827370099,10.56677369014428,0
6,1,-2.736459700558496,1,141.41240875912408,68.4963503649635,,,True,64.52389489139748,11.323552951068589,0
7,2,-2.832457877912962,1,127.61089494163424,62.70038910505836,0.755,-0.378,False,31.31605056639699,10.65221161399603,1
7,3,-2.660081080871234,1,154.73144876325088,74.226148409894,0.752,0.298,False,35.57508201784313,10.391777359192863,1
8,2,-2.835222751846573,1,125.80985915492958,62.08450704225352,0.298,-0.242,False,35.091027971129265,10.526170987950492,1
8,3,-2.674571220021843,1,156.0718954248366,74.87254901960785,0.305,0.026,False,39.3341295065979,10.192268908167408,1
9,2,-2.833381951662982,1,124.63696369636963,61.72937293729373,1.166,0.357,False,36.57958172372558,10.774014741700388,1
9,3,-2.680196919500386,1,156.15822784810126,74.9873417721519,1.162,0.085,False,40.859576749789085,10.141565016141705,1
10,2,-2.9822021518536563,1,126.6594427244582,61.6656346749226,0.424,0.232,False,42.4083278175459,10.169801599742058,1
10,3,-2.774023906737807,1,156.2753623188406,75.72753623188406,0.565,-0.186,False,46.671121558833406,10.03629299023592,1
11,2,-2.990971692982046,1,127.91940298507464,61.72238805970149,1.44,0.392,False,44.52661143109822,10.13088796447448,1
11,3,-2.8056736994313747,1,155.3111111111111,75.58333333333333,1.356,-0.471,False,49.49773157027237,10.343185339996042,1
12,2,-2.997441136713339,1,130.002688172043,61.90860215053763,,,True,51.72652887074876,9.818578374890295,1
12,3,-2.85994036979432,1,152.86265060240964,75.22409638554217,0.672,-0.202,False,56.27732920367538,11.07206430113195,1
13,4,-2.8787097196433984,1,119.335,60.44,0.558,0.191,False,25.36816846833322,10.180512195477418,2
13,5,-2.9915219527589847,1,143.2421052631579,63.65263157894737,0.513,0.7,False,28.08897826578935,8.900253240231203,2
13,3,-2.8674354002857325,1,151.78620689655173,75.12413793103448,,,True,59.63607149699549,11.135330066585675,1
14,4,-2.9694097648567697,1,120.42990654205607,60.39252336448598,0.248,0.106,False,28.159502389084867,9.83478120307318,2
14,5,-2.9056444504560335,1,146.65714285714284,64.58571428571429,0.332,0.402,False,30.65572927080952,8.90047030883031,2
14,6,-2.9968310150316504,1,134.09333333333333,70.71111111111111,0.386,-0.2,False,32.11808402584558,9.14005791861499,3
14,7,-2.7140080708189926,1,162.996,78.272,0.077,-0.008,False,33.9078929226578,9.672166124791955,3
15,4,-2.9747653113402137,1,120.96412556053812,60.51121076233184,0.991,0.262,False,29.40191053135008,9.859467048240711,2
15,5,-2.894113186633759,1,148.65420560747663,65.03738317757009,1.024,0.937,False,32.31509183313185,8.608040718709594,2
15,6,-2.994467282250855,1,133.0042194092827,70.63291139240506,0.778,-0.862,False,34.05032381988627,9.053364124484478,3
15,7,-2.7189378009104295,1,162.98031496062993,78.21653543307086,0.866,-0.159,False,34.29253571686615,9.698904175264133,3
16,4,-2.972418572320656,1,122.4156378600823,60.53909465020576,0.354,-0.035,False,34.357951539094095,9.25550890974203,2
16,5,-2.8328141973709173,1,153.17551020408163,66.38775510204081,0.289,0.17,False,37.43527397702789,8.751192450380286,2
16,6,-2.9787677443843688,1,128.52044609665427,69.86988847583643,0.438,-0.361,False,37.93882730960754,9.262577332472857,3
16,7,-2.742984918479332,1,162.15302491103202,78.1067615658363,0.375,-0.086,False,38.623401338650666,9.527056340741876,3
17,4,-2.9471532061740553,1,122.21825396825396,60.54761904761905,0.736,0.336,False,36.13008991634743,9.291184060759434,2
17,5,-2.800610133583133,1,153.94007490636704,66.7565543071161,1.608,0.147,False,38.8826263055099,9.064319039996532,2
17,6,-2.967055154200074,1,126.57243816254416,69.6713780918728,1.304,-0.027,False,40.129838431003165,9.305748439289268,3
17,7,-2.7378065545067125,1,161.65034965034965,78.16433566433567,1.098,-0.408,False,40.500133268500704,9.277838795733818,3
18,4,-2.849265047103046,1,123.57291666666669,61.60069444444444,0.481,-0.193,False,39.80805074588414,9.784603369430156,2
18,5,-2.7114407363070954,1,154.87138263665594,66.45337620578778,0.556,-0.149,False,46.92326268999323,8.733528424524335,2
18,6,-2.8079873408427285,1,125.61514195583597,71.11041009463722,0.514,0.22,False,46.65149711751531,8.927347014774615,3
18,7,-2.7050972791786774,1,159.79746835443038,77.3132911392405,0.371,0.076,False,45.98781337102114,9.05723663002784,3
19,4,-2.853556291346117,1,122.67333333333332,61.24333333333333,1.112,-0.576,False,42.21500737856538,9.886610295686896,2
19,5,-2.707740613424729,1,154.22910216718267,66.06501547987617,,,True,49.70364328992515,8.598158660688501,2
19,6,-2.79904543014955,1,126.68059701492535,71.45671641791044,,,True,49.222327730213074,9.105117798714891,3
19,7,-2.696298207282585,1,160.210843373494,77.33132530120481,0.999,0.312,False,47.84118502858903,9.116729606037676,3
20,8,-2.718159235557749,1,141.7784090909091,60.26136363636363,6.199,-0.545,False,27.39557445559018,8.510115531760855,5
20,4,-2.8993532003239895,1,119.64367816091954,60.85632183908046,0.398,-0.433,False,47.774355606964,10.812232890677429,2
20,9,-2.9035138558713336,1,116.46067415730336,67.83707865168539,0.115,-0.182,False,25.85536628947281,8.880924532617481,6
20,10,-2.670381852903097,1,163.94475138121547,70.61878453038673,0.218,-0.052,False,27.60974100272164,8.517254784817132,5
20,7,-2.6894256936373697,1,161.58510638297872,78.06914893617021,0.448,-0.072,False,52.8379550307004,9.432888742091263,3
20,11,-2.793893188388272,1,138.84864864864866,76.22162162162162,0.285,0.008,False,27.68046025939929,8.67626553708665,6
21,8,-1.528042218084428,1,140.65,55.845,1.629,2.78,False,58.38968157871725,27.37408784116848,5
21,4,-2.9340498030938535,1,117.43732590529248,60.41225626740947,,,True,49.76539974390988,11.088351851470078,2
21,9,-2.9322418606060436,1,115.58823529411764,67.524064171123,0.699,-0.149,False,26.42855989507717,9.178360901329654,6
21,10,-2.650470411079003,1,163.69060773480663,70.54696132596685,,,False,28.70073864294932,8.191369138672455,5
21,7,-2.688740172790056,1,161.3134715025907,77.80310880829016,1.453,0.602,False,55.07843121046324,9.248881156820444,3
21,11,-2.8014906375996613,1,138.94387755102042,76.12755102040816,0.57,0.297,False,29.105496510556545,8.810255018465156,6
22,8,-2.696527288343845,1,151.85611510791367,65.12470023980815,,,True,66.53335772831866,8.610594238864227,5
22,12,-0.1391387956624154,1,104.2433628318584,58.67256637168141,0.392,-0.207,False,29.941325010037502,9.850433280399448,4
22,13,-2.5689095890287397,1,127.85714285714286,62.39428571428572,0.245,-0.05,False,26.168776190539877,8.622468136854204,4
22,9,-2.9700947747413906,1,114.82296650717704,67.35406698564593,0.201,-0.21,False,29.92188643972499,9.164694490265104,6
22,7,-2.7034111829739422,1,164.05263157894737,79.05491990846681,0.517,0.335,False,62.34300523815384,9.65175791788686,3
22,11,-2.8109161177660384,1,140.24770642201835,76.83944954128441,0.413,0.163,False,31.95607534562541,8.896058700686872,6
23,14,-2.712436523899331,1,138.1681818181818,58.60454545454545,1.021,-0.397,False,34.39847555227849,8.695306248412376,8
23,12,-0.1788142763001338,1,103.02586206896552,58.72413793103448,0.694,-0.164,False,31.89906138850582,9.58343740753952,4
23,13,-2.5422873722398305,1,127.6931818181818,62.16477272727273,1.077,-0.828,False,27.396209923478143,8.353431027301957,4
23,9,-2.989484212557931,1,113.83185840707964,66.96902654867256,0.944,-0.294,False,30.926113045664557,9.66298729240236,6
23,15,-2.632175504941587,1,165.96296296296296,71.90277777777777,0.883,0.331,False,33.87227048256556,8.396196157440382,8
23,7,-2.7004932814779963,1,165.59417040358744,79.71748878923766,,,True,64.9259276779018,9.695526342391178,3
23,11,-2.813619761311031,1,141.06276150627616,77.05020920502092,0.837,0.368,False,34.02225368491895,9.151791059745362,6
24,14,-2.6416958786050704,1,136.53571428571428,57.37301587301587,,,True,39.50559780166032,9.396764120905276,8
24,13,-2.3991823617120405,1,124.52511415525116,59.20091324200913,0.397,-0.653,False,32.78041007438635,8.824193521229482,4
24,12,-0.11487223790321838,1,101.73003802281367,59.330798479087456,0.328,0.091,False,35.36953851024404,10.231304529841289,4
24,9,-3.0373946628558914,1,111.95669291338582,67.24803149606299,0.578,-0.113,False,35.64749583218973,9.559881022511972,6
24,15,-2.6557119959428674,1,167.4655870445344,72.59919028340082,0.366,0.106,False,38.28866775045895,8.672396517477509,8
24,16,-2.6925349100837894,1,150.862660944206,72.70386266094421,0.488,-0.352,False,33.90906707463405,9.092174964407691,7
