CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.533333333333333,35,12,-0.241668051877314,48.5,0.234371683358687
2,0,1,1,NaN,NaN,NaN
3,0,1,1,NaN,NaN,NaN
4,0.675,39,8,0.0502876939131777,51.125,0.131151896674233
5,0.466666666666667,38,3,-1.87467213035293,41,-0.00272140825149376
6,0.342857142857143,24,7,-0.837870760477975,29.7142857142857,0.0132176784975281
7,0.525,25,8,-0.767922689803339,33.875,0.10689660496083
8,0.48,36,5,-0.543776147786248,41.4,0.341754406546786
9,0.566666666666667,39,6,-0.606844168108933,47.3333333333333,0.113194199796492
10,0.375,18,8,-0.599591661713396,25.125,-0.284659791295874
11,0.428571428571429,23,7,-0.735846800782375,29,0.286413446773413
12,0.56,25,10,-0.235019835410945,37.5,0.667882776599087
13,0.716666666666667,25,12,-0.068528120056735,43.6666666666667,-0.246021715982044
14,0.485714285714286,30,7,-0.20929761044232,38.8571428571429,0.636261234442906
15,0.485714285714286,23,7,-0.245727420669131,31,-0.190253034264912
16,0.35,34,4,-1.96145414056745,37.75,0.267405201909781
17,0.466666666666667,30,6,-1.37653202950573,36.5,0.55561858414376
18,0.333333333333333,19,6,-1.07976459580746,23.5,-0.282945615551081
19,0.233333333333333,21,6,-1.12734300063126,25.6666666666667,0.639765323828532
20,0.32,24,5,-0.821634457393398,27.6,-0.318390803559989
21,0,27,3,-2.11758918568427,27.3333333333333,0.71269529233153
22,0.32,20,5,-0.834275796610165,23.6,-0.497556652830373
23,0.32,20,5,-0.476201196610465,23.4,-0.304588651205191
24,0.333333333333333,28,3,-0.569107095992687,30,0.854528852310893
25,0.266666666666667,28,3,-0.597964488300278,29.3333333333333,0.309337160201928
26,0.4,26,3,-2.77758136327265,28.6666666666667,1.03110103709995
27,0.533333333333333,24,3,-3.21871938496567,27,0.594138797724663
28,0.4,24,3,-1.51723342324856,26,-0.333008464851899
29,0.2,22,3,-0.732719336474003,23.3333333333333,-0.3098483403076
30,0.133333333333333,8,3,-2.90810310818519,8.66666666666667,-0.000448432029108418
31,0.3,35,2,0.00834902653105374,36.5,0.882569803446668
32,0.2,22,2,0.132532656940528,23,0.775243050843473
33,0.1,21,2,-3.88506159623149,21.5,0.494514256504172
34,-0.1,9,2,-3.06195023512465,8.5,-0.312594231097568
35,0,1,1,NaN,NaN,NaN
36,0,1,1,NaN,NaN,NaN
