CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.314516121134589,34.7861929504043,17,0.193556831905323,49.2196268801658,0.870115690058352
2,0.294642022468723,25.9105706695951,10,-0.0759970972118364,31.7623405391295,0.751931899967098
3,NaN,19.2398490270793,1,NaN,NaN,NaN
4,NaN,18.5904898604812,1,NaN,NaN,NaN
5,0.180430931830417,45.4543057757459,3,-0.0733728098969711,46.8477165298793,0.769751606349002
6,NaN,24.4615223164066,1,NaN,NaN,NaN
7,NaN,23.889207410759,1,NaN,NaN,NaN
8,0.253626314230664,49.1384558688139,2,-0.0574597115240223,50.4065874399673,0.766792229444508
9,0.304505835535694,35.0172260082009,9,-0.185655007029609,38.0966242983215,1.05257992032547
10,0.12564994290698,29.0524845996459,5,-0.035255106029914,31.6501134420367,0.825400112257854
11,0.550408854169457,36.9853985806498,7,-0.194297072671042,51.7755855012317,0.428768307648381
12,0.273294054008706,28.7525785648174,9,0.249250690657122,39.1021479251667,0.416126011067776
13,0.387137143127616,20.4087095475097,13,-0.0866111790640492,34.1036563115089,1.38305275142141
14,0.325010406639728,18.3421546870736,10,0.0847405346811712,27.5610287568752,0.420762706414599
15,0.211550317751011,44.2261748594128,7,0.0392134242432162,53.2366034752678,0.847435403554883
16,0.363205401282,34.5095278940535,11,0.0975536074185594,44.9747532564489,0.392515353941677
17,NaN,31.3283136824039,1,NaN,NaN,NaN
18,NaN,37.9069106652847,1,NaN,NaN,NaN
19,0.432496594152228,31.9977842763348,3,0.0869099066426325,35.3666544145883,-0.241671934604765
20,0.342466023254307,30.6175128508729,9,-0.129467704407213,35.2375145061055,0.346448162961589
21,NaN,120.706835775857,1,NaN,NaN,NaN
22,0.280983544969677,39.7106850793449,4,-0.035978324116531,43.6379305556857,-1.15830812106501
23,NaN,35.5306071016907,1,NaN,NaN,NaN
24,-2.59871768106137,107.891312592116,6,0.00903550649547071,41.7234290432835,-0.3014922267616
25,0.639503202229265,28.631175566894,5,-0.0360004676993299,36.8673663930962,0.275007538416008
26,0.192612553823904,37.4938321953333,4,-0.0455001029628271,39.917637190969,-0.0153973550184831
27,0.449120722025987,26.0936591882477,4,0.0812395105220673,30.4067772682411,0.713308744136876
28,0.204550777928815,34.9856836355876,3,0.251599857774578,36.739107194819,0.536595412369742
29,0.243451749360981,23.1229618099161,3,0.00959362498899357,24.7843878289723,-1.11703738000418
30,0.496771875458214,21.9683747259758,3,-0.123583184143502,25.3098938781967,-1.10729294415762
31,NaN,18.6131864057867,1,NaN,NaN,NaN
32,0.299991793826797,22.5592247703771,3,0.129348502940886,24.2579286194766,0.540722644170441
33,-0.334137681973401,31.2304684871997,2,-0.294150655192357,29.5597800773327,-0.436338808574004
34,NaN,27.6885650419599,1,NaN,NaN,NaN
35,NaN,26.5572086673975,1,NaN,NaN,NaN
36,NaN,32.8472415118666,1,NaN,NaN,NaN
