TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-0.3879744994809623,1,97.08614232209736,73.02621722846442,0.951,-0.117,False,37.20276903445694,9.384239503539362,0
1,2,-0.43806468815593125,2,101.60984848484848,80.74621212121212,0.263,0.024,False,35.206651753605435,9.899259840762516,0
2,1,-0.46572571159553605,1,95.50819672131148,74.12786885245902,0.429,-0.001,False,41.95996763033787,9.97324658779884,0
2,2,-0.45178952061647104,2,101.8929889298893,80.58302583025831,0.049,-0.015,False,36.52226121693288,9.759502817766954,0
3,1,-0.46535862518713356,1,95.6031746031746,73.99365079365079,0.387,0.021,False,44.10518804262071,10.068786936147328,0
3,2,-0.45392477026987366,2,101.95698924731182,80.38351254480287,0.546,0.006,False,36.766482401744646,9.954404797890763,0
4,1,-0.4523446766775641,1,95.82926829268293,73.8719512195122,0.376,0.052,False,46.04213830854174,9.861360231561028,0
4,2,-0.44285115974639255,2,101.8406779661017,80.57966101694915,0.503,0.045,False,39.49694116343542,9.849678772033178,0
5,1,-0.4467513051226018,1,96.40634005763688,73.55043227665706,,,True,47.920885446335326,10.044636387156054,0
5,2,-0.44798678414425025,2,102.3474025974026,80.2987012987013,1.646,0.331,False,42.01287669004952,9.687379935976535,0
6,3,-0.3566365057124078,1,111.72043010752688,66.56451612903226,0.213,0.024,False,24.68478749800644,9.699242366444915,1
6,2,-0.42521350778959255,2,105.49453551912568,78.90983606557377,0.843,-0.089,False,50.24489428854061,9.63700991862756,0
6,4,-0.5122270417256704,1,89.77884615384616,76.5625,0.237,-0.128,False,28.2368191349361,10.068538240512863,1
7,3,-0.35032556763922595,1,111.83505154639175,66.60309278350516,0.3,0.209,False,25.747949749488512,9.657248476461511,1
7,2,-0.4094322503583237,2,104.71717171717172,79.20202020202021,0.855,0.078,False,54.45832237559247,9.65017807142707,0
7,4,-0.4798934650802163,1,88.74537037037037,76.78703703703704,-0.96,0.166,False,29.420260724720794,9.806462604877646,1
8,3,-0.36525189341483033,1,113.17560975609756,66.38536585365854,0.389,0.105,False,27.24819175302633,9.659226806019694,1
8,2,-0.40959308743098044,2,105.22117647058823,79.18352941176471,,,True,58.732440540994205,9.66168756715369,0
8,4,-0.3958968809757734,1,90.62637362637362,75.85714285714286,0.311,0.052,False,24.618443610733294,9.47342510781709,1
9,3,-0.36611754706968525,1,114.09677419354838,65.84331797235023,0.343,0.105,False,29.195603134580782,9.5972070747362,1
9,5,-0.3956454594362119,2,118.85067873303169,72.95475113122171,0.58,0.239,False,31.193838894923616,9.105871574619377,2
9,4,-0.3920373006630035,1,90.56020942408377,76.34031413612566,0.391,-0.068,False,26.17103088453853,9.350288785343226,1
9,6,-0.3717740723684197,2,93.64,84.34222222222222,0.646,-0.058,False,29.931666122617276,9.731798720382686,2
10,3,-0.3348916985720692,1,114.91555555555556,65.47555555555556,0.754,0.365,False,30.910283388668034,9.350677566662728,1
10,5,-0.3787769229949381,2,120.65714285714286,72.27755102040817,1.744,0.891,False,34.094826558717465,9.299376973400232,2
10,4,-0.3981744040059773,1,89.79710144927536,76.71497584541063,0.981,0.41,False,28.12377483769537,9.43132312525725,1
10,6,-0.36979563311404223,2,93.04065040650408,84.5691056910569,2.182,0.564,False,33.16042944215312,9.6621033481497,2
11,3,-0.25781471450077187,1,117.78542510121456,64.07692307692308,0.619,0.065,False,34.67918153742784,9.188353995737668,1
11,5,-0.2617204868052154,2,127.13157894736842,69.95065789473684,0.757,0.56,False,42.81729345984985,9.199270409329138,2
11,4,-0.2705945716022681,1,91.89539748953976,77.4142259414226,0.774,0.147,False,33.026750994594764,9.347069861437898,1
11,6,-0.2322504873737874,2,96.37777777777778,85.06984126984128,0.82,0.207,False,44.06986065603135,9.36966605728558,2
12,3,-0.213083936866214,1,118.19622641509434,64.00377358490566,0.661,0.092,False,37.77652933376532,9.078306007616971,1
12,5,-0.2755219321118099,2,130.7177177177177,69.1981981981982,0.823,0.632,False,46.6006727959635,9.31397435240571,2
12,4,-0.2621431653902814,1,93.00381679389314,77.23664122137404,0.495,0.081,False,36.89491132297012,9.33223844245683,1
12,6,-0.22215121974626312,2,97.88011695906432,84.92397660818713,0.939,0.25,False,48.16750039770262,9.272477455823598,2
13,3,-0.1869767138517864,1,118.82534246575342,63.8013698630137,0.953,0.226,False,41.081651008421225,9.239609530428677,1
13,5,-0.2467947844369143,2,134.6966292134831,68.38483146067416,0.832,0.796,False,50.71373361479881,9.267854928705583,2
13,4,-0.2711581451034789,1,93.6037037037037,77.14814814814815,0.575,0.145,False,39.37238733608859,9.086580887203883,1
13,6,-0.2333674759990118,2,100.0377358490566,84.3234501347709,1.092,0.248,False,52.86087131519339,9.171577477404885,2
14,3,-0.1686902352210842,1,120.26349206349208,63.5015873015873,0.793,0.256,False,45.844756527791205,9.048271605039378,1
14,5,-0.2194223830729191,2,139.5177664974619,67.61675126903553,1.201,0.619,False,54.87245107828506,9.520435088860086,2
14,4,-0.27843811909857497,1,94.76491228070176,76.87719298245614,0.438,0.08,False,42.24626254846811,9.04460772389774,1
14,6,-0.24291253545456695,2,102.0,83.90243902439025,1.346,0.353,False,58.32273070832814,9.306932230461276,2
15,3,-0.15106170071252784,1,121.8821752265861,63.17220543806646,,,True,49.80835209923304,8.724174529713935,1
15,5,-0.211094791033319,2,143.25233644859813,66.9766355140187,,,True,60.87789701867574,9.43615690582887,2
15,4,-0.2857698226829092,1,95.36363636363636,76.77441077441077,,,True,44.43391828672095,9.011215552603629,1
15,6,-0.23143866567640958,2,104.83076923076923,83.20659340659341,,,True,65.05170399195292,9.317628775842936,2
16,7,-0.29500375897808273,2,171.471875,59.284375,0.987,0.208,False,42.17121721789348,10.091178120578627,5
16,8,-0.04855661622445553,1,138.60476190476192,61.05714285714286,0.513,-0.525,False,31.697349582537484,8.599152384547006,3
16,9,-0.19302842332233686,1,109.77981651376147,64.88532110091744,0.507,-0.66,False,33.03785533437423,8.592201652100202,3
16,10,-0.06655782497553209,2,138.376,68.98,0.852,1.17,False,36.38964007183744,8.889863859594447,5
16,11,-0.127024615574259,1,110.34285714285714,73.00714285714285,0.268,0.603,False,22.13941572607813,8.237132567862279,4
16,12,-0.37060657565270083,1,88.62573099415205,79.07602339181287,0.477,0.16,False,26.275947751246783,8.405716205931133,4
16,13,-0.11587115089192314,2,133.80666666666667,77.88666666666667,0.946,1.021,False,41.8401115389059,9.338888809151303,6
16,14,-0.2817711407928353,2,95.7391304347826,85.35451505016722,0.906,0.213,False,44.93166896014648,8.694666313727273,6
16,15,-1.5474396792124876,1,74.8780487804878,84.90243902439025,,,False,9.42629915934639,5.528066416464889,4
17,7,-0.2260734416043954,2,173.1031518624642,57.722063037249285,1.158,-0.336,False,47.10521253338758,9.66261229833986,5
17,8,-3.0699918108280357,1,135.635593220339,61.26694915254237,0.678,-0.917,False,34.26445843036029,8.919830603134727,3
17,9,-0.2613126165837722,1,105.11392405063292,66.19831223628692,0.84,-1.187,False,35.572105770294684,8.742892952479973,3
17,10,-3.1238871171968285,2,144.68363636363637,69.39636363636363,0.993,1.052,False,40.649252179339534,8.741311610131469,5
17,11,-0.13514901565382115,1,114.19607843137256,72.6078431372549,0.439,0.396,False,23.479408488835137,8.376426011817237,4
