CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,37.20276903445694,43.44618969245852,-0.009,5.0,0.429,-0.44363096361275955
2.0,2.0,35.206651753605435,44.1801088038619,0.048,8.0,0.588,-0.4348569710639769
3.0,1.0,24.68478749800644,34.69772860304088,0.145,10.0,0.502,-0.2750850513560603
4.0,1.0,28.2368191349361,33.25445596814666,0.089,10.0,0.324,-0.3546332916328153
5.0,2.0,31.193838894923616,45.881530488744865,0.534,7.0,0.848,-0.28413953712733253
6.0,2.0,29.931666122617276,47.36639466199698,0.223,7.0,1.003,-0.271955727104643
7.0,2.0,42.17121721789348,52.81145957893949,-0.108,5.0,0.884,-0.20138890841357915
8.0,1.0,31.697349582537484,37.50125709698493,-0.645,5.0,0.469,-1.84788424366003
9.0,1.0,33.03785533437423,39.49557397268185,-0.432,5.0,0.549,-0.29902406384700947
10.0,2.0,36.38964007183744,46.35850233554136,0.919,10.0,0.428,-0.4621971383766733
11.0,1.0,22.13941572607813,27.61861860428804,0.227,11.0,0.245,-0.18427295781153982
12.0,1.0,26.275947751246783,38.27499913003467,0.013,9.0,0.592,-0.33429044122200974
13.0,2.0,41.8401115389059,52.2753673745029,0.672,5.0,0.933,-0.11275845136294174
14.0,2.0,44.93166896014648,55.67599935260678,0.193,5.0,0.926,-0.28699511303065184
15,1,9.42629915934639,,,1,NaN,-1.5474396792124876
16.0,2.0,40.5215960011622,52.22283369938583,-0.362,5.0,1.007,-2.851972964661352
17.0,2.0,45.41567638689265,51.090431419204144,0.372,3.0,0.783,-0.19660429801857382
18.0,1.0,48.39181402016546,53.3561385570999,-0.484,5.0,0.377,-0.2953043556376001
19.0,1.0,36.290192852211625,42.79433519280306,-0.19,4.0,0.694,-2.8512382993294114
20.0,1.0,27.07436144164731,33.49843705772412,-0.224,5.0,0.568,-0.22700763706310223
21.0,1.0,33.1091090450264,40.05984580593444,-0.369,5.0,0.616,-0.35764146922408907
22.0,2.0,45.71815510387214,55.287438527756535,0.247,4.0,0.926,-0.31938169531357147
23.0,2.0,38.51180973138703,48.17454901082048,0.004,6.0,0.384,-0.18021887975049986
24.0,2.0,53.53729408279911,66.53165221867252,-0.336,5.0,1.108,-0.29651021240908876
25.0,2.0,42.72884349390051,50.927548067296016,-0.297,4.0,0.863,-0.217663977669124
26.0,2.0,35.54290097082593,41.07481426487707,0.961,3.0,0.908,-3.0271998957065747
27.0,2.0,26.075591968407164,31.695515792718,-0.023,3.0,0.938,-0.19679165142864155
28,1,30.092437279722308,,,1,NaN,-2.8165967270010697
29.0,1.0,24.269150213242582,29.242619838646114,-0.765,2.0,0.995,-2.881107259894271
30,2,37.54050931339357,,,1,NaN,-0.14779186473035194
31.0,1.0,28.33549335608341,31.798202096121177,-0.239,2.0,0.693,-0.3360570725411487
32.0,2.0,32.19084631529042,38.528742769322776,-0.042,2.0,1.268,-0.37836233129409697
33.0,2.0,29.02617898542073,35.172544408043606,0.432,2.0,1.229,-0.2824400957219172
34.0,1.0,27.182375836252305,30.562573732122335,-0.354,2.0,0.676,-0.34608657686355704
35.0,2.0,35.852497634008806,41.98997488558746,-0.366,2.0,1.227,-0.21777552514304854
36,2,44.6194578539836,,,1,NaN,-2.8250715502090005
37,2,45.0625925611094,,,1,NaN,-0.317699866226476
38,1,41.60188787036135,,,1,NaN,-0.1988014931822322
39,1,29.100590240960926,,,1,NaN,-0.08901308102482165
40,2,39.95458327755984,,,1,NaN,-0.031223757927507614
41,2,41.69520308580928,,,1,NaN,-2.9752307665088193
42,1,57.3749482740637,,,1,NaN,-0.3494198750934549
43,1,26.770997650627116,,,1,NaN,-0.27520795557405014
44,2,30.537120954667195,,,1,NaN,-3.122048175894298
45,2,51.39312127394965,,,1,NaN,-3.026638912434519
46,1,29.038135857081848,,,1,NaN,-0.3880251773290328
47,2,50.23323857023348,,,1,NaN,-0.3271305549742551
48,1,30.83418792456457,,,1,NaN,-0.2738714197952726
49,2,60.89325037657976,,,1,NaN,-3.1234026628848572
