Channel_bacteria_img,Count_FilterObjects,Count_RunOmnipose,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05RunOmnipose,ExecutionTime_06FilterObjects,ExecutionTime_07TrackObjects,ExecutionTime_08MeasureObjectSizeShape,ExecutionTime_09MeasureObjectNeighbors,ExecutionTime_10ConvertObjectsToImage,ExecutionTime_11ConvertObjectsToImage,ExecutionTime_12Tile,ExecutionTime_13SaveImages,ExecutionTime_14SaveImages,ExecutionTime_15SaveImages,ExecutionTime_16SaveImages,FileName_bacteria_img,Frame_bacteria_img,Group_Index,Group_Length,Group_Number,Height_bacteria_img,ImageNumber,ImageSet_ImageSet,MD5Digest_bacteria_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05RunOmnipose,ModuleError_06FilterObjects,ModuleError_07TrackObjects,ModuleError_08MeasureObjectSizeShape,ModuleError_09MeasureObjectNeighbors,ModuleError_10ConvertObjectsToImage,ModuleError_11ConvertObjectsToImage,ModuleError_12Tile,ModuleError_13SaveImages,ModuleError_14SaveImages,ModuleError_15SaveImages,ModuleError_16SaveImages,PathName_bacteria_img,ProcessingStatus,Scaling_bacteria_img,Series_bacteria_img,TrackObjects_LostObjectCount_FilterObjects_50,TrackObjects_MergedObjectCount_FilterObjects_50,TrackObjects_NewObjectCount_FilterObjects_50,TrackObjects_SplitObjectCount_FilterObjects_50,URL_bacteria_img,Width_bacteria_img
-1,2.0,2.0,0.0,0.0,1.0200000000000014,0.0,1.6799999999999997,0.05000000000000071,0.14000000000000057,0.08999999999999986,0.009999999999999787,0.009999999999999787,0.0,0.0,0.030000000000001137,0.0,0.0,0.009999999999999787,baby19_T00.tif,0,1,21,1,181,1,b'eLse1793G01MA1TMGuiVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDXLJE2',d30ba2e7ab756f6b07f0a2793bdad28a,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T00.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,2,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T00.tif,120
-1,2.0,2.0,0.0,0.0,0.2599999999999998,0.0,1.8500000000000014,0.049999999999998934,0.10999999999999943,0.10000000000000142,0.00999999999999801,0.010000000000001563,0.0,0.0,0.010000000000001563,0.0,0.0,0.0,baby19_T01.tif,0,2,21,1,181,2,b'eLse1793G01MA1TMGuqVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDXeZE3',e777adf3313566ed69ba0ac6986b30fa,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T01.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T01.tif,120
-1,2.0,2.0,0.0,0.0,0.2500000000000018,0.0,1.9000000000000004,0.05999999999999872,0.120000000000001,0.10000000000000142,0.01999999999999602,0.0,0.0,0.0,0.00999999999999801,0.0,0.0,0.00999999999999801,baby19_T02.tif,0,3,21,1,181,3,b'eLse1793G01MA1TMGumVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDXxpE4',cc23ec281ae05243ae900e1d98641455,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T02.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T02.tif,120
-1,2.0,2.0,0.0,0.0,0.24999999999999645,0.0,1.7399999999999984,0.0400000000000027,0.120000000000001,0.08999999999999986,0.010000000000001563,0.00999999999999801,0.0,0.0,0.010000000000001563,0.0,0.010000000000001563,0.0,baby19_T03.tif,0,4,21,1,181,4,b'eLse1793G01MA1TMGuuVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDYE5E5',ae32771f0461080c539954dc85b364c3,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T03.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T03.tif,120
-1,2.0,2.0,0.0,0.0,0.240000000000002,0.0,1.8699999999999974,0.03999999999999915,0.11999999999999744,0.08999999999999986,0.019999999999999574,0.0,0.0,0.0,0.010000000000001563,0.0,0.0,0.00999999999999801,baby19_T04.tif,0,5,21,1,181,5,b'eLse1793G01MA1TMmuiVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDYYJE6',c2618cc9a50392e3e0d6146179d246dc,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T04.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T04.tif,120
-1,2.0,2.0,0.0,0.0,0.4299999999999997,0.0,1.8900000000000006,0.05000000000000426,0.12999999999999545,0.10000000000000497,0.010000000000001563,0.00999999999999801,0.0,0.0,0.010000000000001563,0.0,0.0,0.00999999999999801,baby19_T05.tif,0,6,21,1,181,6,b'eLse1793G01MA1TMmuqVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDYrZE7',334112f38bbcc50bd00de1083720a92f,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T05.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,0,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T05.tif,120
-1,4.0,4.0,0.0,0.0,0.1599999999999966,0.0,1.5300000000000011,0.060000000000002274,0.08000000000000185,0.08999999999999986,0.010000000000001563,0.010000000000001563,0.0,0.0,0.00999999999999801,0.0,0.0,0.0,baby19_T06.tif,0,7,21,1,181,7,b'eLse1793G01MA1TMmumVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDY+pE8',f1bae37623b07aeed054ae8be633f71a,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T06.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,2,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T06.tif,120
-1,4.0,4.0,0.0,0.0,0.2900000000000027,0.0,1.4199999999999982,0.03999999999999915,0.120000000000001,0.10999999999999943,0.00999999999999801,0.010000000000001563,0.0,0.0,0.00999999999999801,0.0,0.0,0.0,baby19_T07.tif,0,8,21,1,181,8,b'eLse1793G01MA1TMmuuVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDZR5E9',336e3db2db696181163fd7111944e6e4,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T07.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,2,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T07.tif,120
-1,4.0,4.0,0.0,0.0,0.3500000000000014,0.0,1.5899999999999999,0.0799999999999983,0.06999999999999673,0.09999999999999432,0.010000000000005116,0.00999999999999801,0.0,0.0,0.00999999999999801,0.010000000000005116,0.0,0.0,baby19_T08.tif,0,9,21,1,181,9,b'eLse1793G01MA1TMWuiVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDZlJE+',7c2a14e5bdad17803321859f97797ff8,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T08.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,2,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T08.tif,120
-1,4.0,4.0,0.0,0.0,0.1699999999999946,0.0,1.5300000000000011,0.0799999999999983,0.0799999999999983,0.10000000000000142,0.020000000000003126,0.0,0.0,0.00999999999999801,0.0,0.0,0.0,0.010000000000005116,baby19_T09.tif,0,10,21,1,181,10,b'eLse1793G01MA1TMWuqVZKaBy1OYa4GhAXIFZskLYiBKX3B4ABngMAXSwJC2AwDZ4ZE/',19339535cb41376eac81668dc91c625a,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T09.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/media/alireza/Transcend/ecoli_babies/done/baby19++/modified_raw,Done,255,0,0,0,0,2,file:/media/alireza/Transcend/ecoli_babies/done/baby19%2B%2B/modified_raw/baby19_T09.tif,120
