ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,Parent_RunOmnipose,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,282,429,69,80,56,47,62.354609929078016,62.776595744680854,1.6929705766056014,309,0.9585550283058808,18.948708441878455,1,0.6573426573426573,0.5906777198721289,35.90609365974693,32.984845004941285,5.0,2.500115959817654,2.23606797749979,9.69954025101608,10.229913750668247,-10.56635847882454,77.45584412271572,0.912621359223301,0.33001245552878294,0.013666041997106422,0.11748174946116166,0.08928714653425615,0.008916720581626264,0.015318950764829616,0.04789280933394924,0.05245262873381342,0.04160154195003932,0.0037771855554007104,0.010773741141755066,0.012766833377421969,0.0234626432511923,0.02338963890130485,0.023459936594194486,0.022078370799010167,0.0017170614496261195,0.00417020566450372,0.008083757251714315,0.009715323598263098,0.01086451696006826,0.006244390755492424,0.010638140081673684,0.008177650942011325,0.012346729435676829,0.0006114300723961602,0.002457975219883332,0.0011360488301022872,0.004647282087826253,0.006837089466643222,62.354609929078016,62.776595744680854,0,0.0,28.937201347235035,2,1.0,17.045454545454547,0.0,0,1,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
1,2,287,434,74,107,60,76,66.43205574912892,91.42508710801394,1.5300371419655674,304,0.9428217322604342,19.115955360352558,1,0.6612903225806451,0.653578905094648,33.42351158339698,30.805843601498726,5.0990195135927845,2.6459780943544287,2.23606797749979,10.332427950753537,11.139970729572395,12.785814334829396,74.2842712474619,0.944078947368421,0.38505769161116093,0.028734763548728812,0.1289538858983372,0.09869189591999539,0.028091509657605238,0.016729595838635005,0.03990900960429474,0.051692401207738284,0.04311479779585435,0.017239432150397725,0.015176158743858883,0.009793479672713037,0.01405923787584276,0.014663202563207864,0.018997139295308465,0.021756501261107047,0.007001647617066926,0.004057969301701688,0.007098019038833279,0.004932392241987041,0.002282926716776551,0.00041425891647478585,0.003563219654170467,0.0035677445555435373,0.012128511862187566,0.0017239168817584204,0.003417785248004391,0.0013055778500250276,0.0007714330236237135,0.0023611621969956155,66.43205574912892,91.42508710801394,0,0.0,28.937201347235035,1,1.0,16.27906976744186,0.0,0,2,2,0.0,0.0,nan,0.0,2,1,nan,0.0,0,0.0,0.0
2,1,297,476,69,81,55,47,62.074074074074076,63.75084175084175,1.8141255543002026,329,0.9629845218874306,19.44613444328572,1,0.6239495798319328,0.551229763358771,38.037030624539206,34.48187929913333,5.0,2.4819430707450736,2.23606797749979,9.70822249573125,10.253136177104984,-11.564810453985245,82.2842712474619,0.9027355623100304,0.3159004757753348,0.004824796294531414,0.11247517759462486,0.08765795304145674,0.006858242671468029,0.0036682284325065566,0.042352042445272645,0.055576410650755914,0.04155132965064719,0.007563786621300413,0.0007133677226627084,0.0033893868423279655,0.02699248833093717,0.02118869292406353,0.028522010904983568,0.022288058716581287,0.0054340075524949944,0.0018174786503126392,0.0020169318644875514,0.002599985705794699,0.008789347359931012,0.011348454830108263,0.009252332892583402,0.013068908023035373,0.012409712503426425,0.0036219754392864257,0.0005261380892154632,0.0011623722729859776,0.001944729382414738,0.0017917642081832213,62.074074074074076,63.75084175084175,0,0.0,28.079683874754878,2,1.0,17.204301075268816,0.0,0,1,1,1.0138321589214112,1.0138321589214112,nan,1.0138321589214112,1,2,1.0,1.0,1,-0.28053585500394007,0.9742460061608966
2,2,292,429,74,108,61,75,66.89041095890411,91.41438356164383,1.6349921322013,319,0.9484125696338078,19.281751659604673,1,0.6806526806526807,0.6116237383073109,34.72435542911559,32.38826948140329,5.0990195135927845,2.602042797473983,2.23606797749979,10.311263145270162,11.008967814750196,8.034111258758546,77.45584412271572,0.9153605015673981,0.3544193966279005,0.016131865633643615,0.12878174531741027,0.09116373849229498,0.0202872173355702,0.0042014208300967006,0.0444168028591893,0.05353052174394682,0.04269533540628592,0.016108558247671986,0.00720744164098836,0.0001588280042865264,0.01407083767906769,0.02148196444528284,0.02203321068159058,0.024181374567596517,0.00865700610102725,0.0054752930699208105,0.0016132714735375725,0.0015942676314527442,0.005559866833596676,0.001543638501941578,0.007345950976070476,0.007527774682022162,0.015006054818622744,0.0001596494762529382,0.0017113483144662596,0.0016026829403060483,0.0016106063667405506,0.0020241683566383103,66.89041095890411,91.41438356164383,0,0.0,28.079683874754878,1,1.0,18.181818181818183,0.0,0,2,2,0.4584801677640564,0.4584801677640564,nan,0.4584801677640564,2,2,1.0,1.0,2,0.45835520977519195,-0.010703546370109507
3,1,323,546,69,85,55,46,61.811145510835914,64.73374613003097,1.982247266434755,356,0.9726315028710176,20.279456919490165,1,0.5915750915750916,0.5044779311506316,42.646994629385496,39.05124837953327,5.0,2.447762504393265,2.23606797749979,9.609690621771017,9.909161090588904,-11.637038815267076,89.698484809835,0.9073033707865169,0.2696763101307919,0.005655979628671391,0.09994461644075826,0.07609483633166948,0.00693523803053811,0.002110285169203975,0.04155367242636801,0.050695733904008874,0.03817659498834704,0.00789802161843874,0.00095424482215605,0.0016719413448720419,0.027325529256900648,0.02289313001167401,0.028753577619256,0.02233209887371274,0.0067521815600294745,0.001733830107185018,0.0006246332962166069,0.0013735581200387055,0.013858122843333466,0.012262431487476428,0.013910167709602574,0.015498585701852526,0.014108303416578207,0.004791113270759694,0.0014381885805058098,0.0006281014036913854,0.000840911163464118,0.001125963814810022,61.811145510835914,64.73374613003097,0,0.0,25.049637721667292,2,1.0,22.54901960784314,0.0,0,1,1,2.0312043729697207,1.0174637330125433,nan,2.0312958919339543,1,3,0.9999549455278293,2.0,1,-0.2629285632381624,0.9829043791892147
3,2,330,444,74,108,62,71,67.41515151515152,89.14848484848486,1.8197696428071544,375,0.9590499978068298,20.49802550887777,1,0.7432432432432432,0.5495201021473313,39.94749946436849,36.124783736376884,5.0990195135927845,2.5833323159838733,2.23606797749979,10.865572169879327,11.314603103309366,2.075495568407,86.8700576850888,0.88,0.3207454692333664,0.010741388202532067,0.10962758740196396,0.08910262604085797,0.022561440568936802,0.004175997101796755,0.04101146482880665,0.050953308963937544,0.04337683124630196,0.020903549895914735,0.005606903287670299,0.005915442220045317,0.016795235165032504,0.021810633777723756,0.02489110072328486,0.024165947786442703,0.013686872503171986,0.008117017972525732,0.003331926775615271,0.004959088923319647,0.004432788486902802,0.0072005335851446205,0.010002351294549386,0.010779358861991854,0.01400351663985388,0.006575540119966933,0.0046187537002024045,0.004825995741154364,0.00302196770618101,0.0035099594443794395,67.41515151515152,89.14848484848486,0,0.0,25.049637721667292,1,1.0,21.428571428571427,0.0,0,2,2,2.47979739762435,2.3258653507170917,nan,2.784345518481148,2,3,0.8906212900534959,2.0,2,0.5247405562474086,-2.2658987131589754
4,1,330,560,69,86,55,46,61.78484848484848,64.96969696969697,2.0536743086643447,368,0.9751690888855119,20.49802550887777,1,0.5892857142857143,0.48693212734904073,44.21117435187608,40.26164427839479,5.0,2.4268693552874794,2.23606797749979,9.609690621771017,9.791078189179078,-11.76749505935541,92.2842712474619,0.8967391304347826,0.2592036087369548,0.007368732561223426,0.09484410886007338,0.07438541379894785,0.0008804968896125384,0.007460321227221946,0.042163196681789375,0.04832164959513598,0.037728065324159,0.0029102335193213883,0.005888968132890828,0.006248733569865964,0.02757114043069204,0.023953887624094113,0.027289441313765088,0.022249804263224916,0.002512934039097622,0.0029240504917210346,0.005516616614838065,0.0049799472559433205,0.016107240958296548,0.012827222327837387,0.014715236750612586,0.014786835857534068,0.014074048868080941,0.002542745057606402,0.0020528777322073935,0.0025600397278633855,0.004274200751996019,0.00385404780669506,61.78484848484848,64.96969696969697,0,0.0,23.53367269615126,2,1.0,25.0,0.0,0,1,1,2.2659040329408717,0.23741173584066072,nan,2.268707627774615,1,4,0.9987642326409008,3.0,1,-0.02629702598743222,0.23595083966600328
4,2,344,468,74,107,62,68,67.57848837209302,87.77906976744185,1.8856274298490812,387,0.9616550287932464,20.928315827817965,1,0.7350427350427351,0.5303274571477975,41.57886030681802,38.118237105091836,5.0990195135927845,2.5924629854461396,2.23606797749979,10.844416529394918,11.403498425627044,0.6200640023142674,90.2842712474619,0.8888888888888888,0.30144143385333516,0.019085375749051028,0.1062057696732255,0.08270210801054567,0.024507079015893968,0.00622123770726176,0.037008172219249236,0.05020422373947563,0.040686830372154606,0.02359230066588823,0.00655234369432472,0.004322581391558852,0.015409153646705828,0.020083475983324977,0.02634844288755806,0.02314633232610038,0.016549930588070513,0.008133940393587792,0.0035823211842184767,0.0035292069227102494,0.0035614395466166404,0.006537020693136132,0.010679668829433057,0.012950122933466125,0.013889719111073265,0.008296847355874359,0.005911531024536289,0.0015365653816985531,0.004160835704743706,0.0029005699435086223,67.57848837209302,87.77906976744185,0,0.0,23.53367269615126,1,1.0,24.752475247524753,0.0,0,2,2,3.822008661260293,1.3791216744810946,nan,4.163467192962242,2,4,0.9179869767488171,3.0,2,0.16333685694149835,-1.3694150810430017
5,1,372,704,70,89,54,45,61.37096774193548,66.77150537634408,2.223033689896486,423,0.979348182485121,21.76338922689847,1,0.5284090909090909,0.449835737778029,49.31239080422236,44.384682042344295,5.0,2.456563853997414,2.23606797749979,9.805806756909202,9.97002613178687,-11.910509721351815,101.94112549695427,0.8794326241134752,0.24042899017334035,0.009883793341109344,0.08516128425472827,0.07076274211326765,0.01201934748752673,0.00653629630824225,0.035791030889827075,0.04620325239087628,0.03634434360530451,0.011675368419006342,0.006705464042627752,0.005482716308286053,0.023666463901264537,0.02229214916395211,0.02731972015357117,0.02165359645697728,0.010548438908337494,0.0055686837640194905,0.0050556742271416055,0.004582559617687706,0.01195057906430398,0.013610379528369623,0.01411771040401888,0.015837739378496942,0.01379183528875976,0.007624012913384182,0.005569052407876455,0.002490139969597249,0.003935841838969224,0.003680845492503205,61.37096774193548,66.77150537634408,0,0.0,20.613688396342017,2,1.0,30.17241379310345,0.0,0,1,1,4.114225919596804,1.8487322152270786,nan,4.117439843001693,1,5,0.9992194364635705,4.0,1,-0.41388074291300114,1.8018084066471118
5,2,374,528,74,108,62,64,67.9090909090909,86.32085561497327,2.1858069141748366,437,0.9712975324124825,21.821814538001895,1,0.7083333333333334,0.4574969515903054,47.45756654386326,43.104524124504614,5.0990195135927845,2.496711804291814,2.23606797749979,11.0,11.288628269169296,-1.5027821006962174,101.35533905932738,0.8558352402745996,0.25629256713183574,0.0212884148617931,0.08863126100504427,0.07234096336311166,0.027726713637752576,0.00645137663327207,0.02882458285541234,0.04498577127232411,0.036880337174584936,0.02580575035311091,0.0115791842412614,0.0026077970377349742,0.011912557541426876,0.01765405344640318,0.025612510452220832,0.022218531630466144,0.019059293448357342,0.012937766657813324,0.004855763628406711,0.0011958941126162686,0.0023655276945735507,0.005457274014840942,0.01111539636170696,0.014560239284272185,0.014469164049179023,0.011378424352330992,0.010109440927295762,0.0051871630725671795,0.002586552971987663,0.0005483502986817969,67.9090909090909,86.32085561497327,0,0.0,20.613688396342017,1,1.0,31.03448275862069,0.0,0,2,2,5.3136439472655805,1.4952212384557388,nan,5.658688431417981,2,5,0.939023947274309,4.0,2,0.3306025369978869,-1.4582141524685852
