CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.207142857142857,20,28,-0.157164777100737,26.9285714285714,-0.869604488182353
2,0.492307692307692,21,13,-0.195805399816875,33.6153846153846,-0.753369319424625
3,0,10,1,NaN,NaN,NaN
4,0,5,1,NaN,NaN,NaN
5,0.533333333333333,37,3,-2.30972197928538,41.3333333333333,-0.9921636135191
6,0.55,34,4,-0.486546087208689,39.5,-0.518181848382667
7,0.75,26,4,-1.77277115466607,33.5,-1.30719939835416
8,0.8,25,3,-1.56642973381486,29.6666666666667,-0.711817061526617
9,0.285714285714286,24,14,-0.280398687188808,37.7857142857143,-0.729701457681438
10,0.8,27,5,-0.211936838785774,38.8,-0.898238554747863
11,0.68,21,5,-0.821786693949917,27,-0.754197672120696
12,0.283333333333333,22,12,-0.0874450260435116,32.6666666666667,-0.534825642135238
13,0.571428571428571,22,7,-0.965320488719225,32.5714285714286,0.700719181831942
14,0.6,24,4,-1.57555823484578,28.5,-1.12321838730924
15,0.866666666666667,26,3,-1.14094139546786,33.3333333333333,-1.05554890530057
16,0.88,27,5,0.370059648381454,38.6,-0.661934089301734
17,0.55,37,4,0.257687066558105,42.25,-1.05500555541079
18,0.657142857142857,21,7,-0.818955578612583,30.7142857142857,-0.765411855304597
19,0.566666666666667,21,6,-0.689018739265151,27.1666666666667,-0.747960103623233
20,0.657142857142857,20,7,-0.966113274014682,30.4285714285714,-0.838006474615886
21,0.685714285714286,21,7,-0.71506402971652,31.4285714285714,-0.70958441388809
22,0.76,23,5,-0.557883955836697,31.6,-0.826179658265907
23,0.7,21,6,-0.157834740452581,30.6666666666667,-0.888466989754278
24,0.75,26,4,-1.57202179916551,34.75,-0.184468208983433
25,0.75,24,4,-1.78526881022696,32.5,-0.624845250720591
26,0.933333333333333,27,3,-0.356793384855635,35,-0.926395563403188
27,0.85,27,4,0.642919944361156,36.75,-0.888576045800213
28,1.05,26,4,-0.0701116794715034,37.5,-0.578391471447253
29,1,29,4,1.0469598639023,40.5,-0.752321154887558
30,0.533333333333333,33,3,-3.04672680754788,37,-0.611745262162931
31,0.266666666666667,27,3,-2.24657680100501,29,-0.797391667183594
32,0.333333333333333,26,3,-1.31958059477712,28.6666666666667,-0.826148801299099
33,0,24,1,NaN,NaN,NaN
34,0,23,1,NaN,NaN,NaN
35,0,23,1,NaN,NaN,NaN
36,0,23,1,NaN,NaN,NaN
37,0,21,1,NaN,NaN,NaN
38,0,23,1,NaN,NaN,NaN
