CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,55.85339831269564,84.83300554402246,0.016,11.0,1.173,-0.5084359816019839
2.0,2.0,36.87948372929493,57.342646329532556,0.043,12.0,0.755,-1.3324515584622165
3.0,1.0,71.40329369727438,78.27079895571408,-0.243,4.0,0.773,-0.5484248564529046
4.0,1.0,62.6659767517951,81.91280357977908,0.19,7.0,1.188,-0.4287227270875092
5.0,2.0,44.47732851254791,50.88267726560052,-0.183,4.0,0.673,-2.8019931394964193
6.0,2.0,46.64848851020395,48.50280895974242,0.061,2.0,0.371,-0.3573067439678202
7.0,2.0,28.57125802509906,37.34018006928244,0.32,7.0,0.543,-2.7908830807394307
8.0,2.0,28.92390792888737,40.52681335503415,-0.013,9.0,0.905,-0.6465736312637254
9.0,1.0,47.69656797349635,57.94524029537001,-0.24,6.0,0.713,-0.48277068734958156
10.0,1.0,52.60770674664751,74.15518701417322,0.281,10.0,0.953,-0.2857838248654739
11.0,2.0,28.732876976493657,30.962278224500302,-0.209,2.0,0.446,-2.9300375548935476
12.0,2.0,29.5752637399381,52.26846166213991,-0.602,4.0,2.374,-2.832167471005939
13,1,66.1877150937569,,,1,NaN,-0.23840617059899497
14.0,1.0,45.24487290416048,51.92581968732132,-0.104,4.0,0.703,-0.7421390273157256
15.0,1.0,42.43060629074847,52.61336222669521,0.143,6.0,0.698,-0.42975504820229116
16.0,1.0,32.13322279561832,40.13464004147091,0.004,6.0,0.62,-0.5726061360390212
17.0,2.0,39.23191852692235,44.898166269470465,0.005,3.0,0.668,-0.19860283497558892
18.0,2.0,39.77513988135302,32.72006466881159,0.375,5.0,-0.487,-2.714452226510963
19.0,1.0,30.93807803620488,32.95602277538529,0.049,3.0,0.316,-0.47848896255704604
20.0,1.0,46.78892273058279,61.79133029227266,0.357,4.0,2.461,-0.26438258922213154
21.0,2.0,26.52975092936821,28.77558488825482,-0.054,4.0,0.21,-0.8579565757414404
22.0,2.0,24.494930024025912,28.062036412439383,0.024,4.0,0.343,-2.8481629699883735
23,1,32.11869815510158,,,1,NaN,-1.1676027833143692
24.0,1.0,32.86126993487495,50.63576721359976,-0.447,2.0,3.555,-0.660996236840294
25.0,2.0,26.56565415325083,26.863874258459195,-0.021,2.0,0.06,-2.940820008752194
26.0,2.0,29.716439796075576,30.478990350859156,0.019,2.0,0.153,-0.6924565132637137
27.0,2.0,55.1959449215185,66.04794364132786,0.094,2.0,2.17,-0.4573092501140026
28,2,22.420591825092338,,,1,NaN,-2.927782206265022
29,1,37.52090556805537,,,1,NaN,-1.2941084953120403
30,1,38.51315627846362,,,1,NaN,-0.4943352857320747
