CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,17.826751708984375,17.826751708984375,0.0,1,NaN,1.9513026580749109
1,2,21.187259674072266,21.187259674072266,0.0,1,NaN,1.8925468662621197
2,3,21.81971549987793,21.81971549987793,0.0,1,NaN,1.8925468995516332
3,4,22.55581283569336,22.55581283569336,0.0,1,NaN,1.8157750060567805
4,5,24.033309936523438,24.033309936523438,0.0,1,NaN,1.8925468995516332
5,6,26.835338592529297,26.835338592529297,0.0,1,NaN,1.8692952728378285
6,7,28.144268035888672,28.144268035888672,0.0,1,NaN,1.892546832972606
7,8,30.39756965637207,30.39756965637207,0.0,1,NaN,1.9100889419149032
8,9,33.615440368652344,33.615440368652344,0.0,1,NaN,1.969318776401729
9,10,36.240577697753906,36.240577697753906,0.0,1,NaN,1.9756880923333031
10,11,21.913463592529297,21.913463592529297,0.0,1,NaN,2.034443917435608
11.0,12.0,20.124614715576172,20.124614715576172,-0.284,5.0,0.524,1.7506498317333874
12,13,26.567493438720703,26.567493438720703,0.0,1,NaN,1.6704649807883005
13.0,14.0,29.184844970703125,29.184844970703125,0.137,3.0,0.359,1.6295521518972016
14.0,14.0,22.344575881958008,22.344575881958008,0.156,3.0,0.391,1.7126933946131422
15,12,21.0,21.0,0.0,1,NaN,1.5707963267948966
16,15,23.0,23.0,0.0,1,NaN,1.5707963267948966
17.0,16.0,24.0,24.0,0.009,3.0,0.476,1.5707963267948966
18,17,31.189144134521484,31.189144134521484,0.0,1,NaN,1.6332151385619023
19,18,34.18330001831055,34.18330001831055,0.0,1,NaN,1.6332151385619023
20.0,12.0,19.917278289794922,19.917278289794922,0.089,6.0,0.851,1.8490960115626611
21.0,14.0,19.0,19.0,0.156,5.0,0.4,1.5707963267948966
22,16,19.0,19.0,0.0,1,NaN,1.5707963267948966
23.0,19.0,22.0,22.0,-0.471,2.0,0.271,1.5707963267948966
24.0,20.0,21.534149169921875,21.534149169921875,0.245,5.0,0.402,1.6814535496306175
25.0,21.0,20.42983627319336,20.42983627319336,-0.093,3.0,0.443,1.4601391871829597
26,22,21.0,21.0,0.0,1,NaN,1.5707963267948966
27,23,27.264019012451172,27.264019012451172,0.0,1,NaN,1.4711276561567357
28,24,22.0,22.0,0.0,1,NaN,1.5707963267948966
29.0,25.0,31.189144134521484,31.189144134521484,0.107,2.0,0.287,1.508377556639783
30,26,25.0,25.0,0.0,1,NaN,1.5707963267948966
31,27,30.0,30.0,0.0,1,NaN,1.5707963267948966
32,28,28.134132385253906,28.134132385253906,0.0,1,NaN,1.3258177307567967
33.0,14.0,19.691856384277344,19.691856384277344,-0.238,5.0,0.378,2.55359012071789
34.0,14.0,20.0,20.0,0.079,2.0,0.2,1.5707963267948966
